CleanName,INorEX,label,Method,replicateID,timepoint,nM
aspartic_acid,EX,28A,BC,A,28,52.61247098
beta_alanine ,EX,28A,BC,A,28,0.919970266
citrulline,EX,28A,BC,A,28,1.994529629
cytosine,EX,28A,BC,A,28,NA
ectoine,EX,28A,BC,A,28,0.253275871
glutamine,EX,28A,BC,A,28,1.074083797
glutathione,EX,28A,BC,A,28,4.603397919
glycine ,EX,28A,BC,A,28,5.857556351
inosine ,EX,28A,BC,A,28,8.367005861
isoleucine,EX,28A,BC,A,28,3.781377817
proline,EX,28A,BC,A,28,8.03521045
serine ,EX,28A,BC,A,28,1.35644096
threonine,EX,28A,BC,A,28,0.792670697
2_deoxyadenosine ,EX,8A,BC,A,8,NA
5_deoxyadenosine ,EX,8A,BC,A,8,NA
adenosine ,EX,8A,BC,A,8,NA
alanine ,EX,8A,BC,A,8,NA
aspartic_acid,EX,8A,BC,A,8,NA
beta_alanine ,EX,8A,BC,A,8,NA
citrulline,EX,8A,BC,A,8,NA
cytosine,EX,8A,BC,A,8,NA
ectoine,EX,8A,BC,A,8,NA
glutamine,EX,8A,BC,A,8,NA
glutathione,EX,8A,BC,A,8,NA
glycine ,EX,8A,BC,A,8,NA
inosine ,EX,8A,BC,A,8,NA
isoleucine,EX,8A,BC,A,8,NA
proline,EX,8A,BC,A,8,NA
serine ,EX,8A,BC,A,8,NA
threonine,EX,8A,BC,A,8,NA
2_deoxyadenosine ,EX,46C,BC,C,46,18.52301864
5_deoxyadenosine ,EX,46C,BC,C,46,89.70886584
adenosine ,EX,46C,BC,C,46,NA
alanine ,EX,46C,BC,C,46,16.25779349
aspartic_acid,EX,46C,BC,C,46,53.54878943
beta_alanine ,EX,46C,BC,C,46,0.875967259
citrulline,EX,46C,BC,C,46,2.075968756
cytosine,EX,46C,BC,C,46,NA
ectoine,EX,46C,BC,C,46,0.365443357
glutamine,EX,46C,BC,C,46,0.692248744
glutathione,EX,46C,BC,C,46,5.711991287
glycine ,EX,46C,BC,C,46,8.449474691
inosine ,EX,46C,BC,C,46,6.888336333
isoleucine,EX,46C,BC,C,46,4.070050007
proline,EX,46C,BC,C,46,7.640436731
serine ,EX,46C,BC,C,46,6.113802072
threonine,EX,46C,BC,C,46,0.509711723
2_deoxyadenosine ,EX,30A,BC,A,30,114.3644409
5_deoxyadenosine ,EX,30A,BC,A,30,106.9700376
adenosine ,EX,30A,BC,A,30,0.369129678
alanine ,EX,30A,BC,A,30,12.0952039
aspartic_acid,EX,30A,BC,A,30,52.49367171
beta_alanine ,EX,30A,BC,A,30,0.873370769
citrulline,EX,30A,BC,A,30,2.215403036
cytosine,EX,30A,BC,A,30,NA
ectoine,EX,30A,BC,A,30,1.121086031
glutamine,EX,30A,BC,A,30,1.197840217
glutathione,EX,30A,BC,A,30,5.166539541
glycine ,EX,30A,BC,A,30,8.073408143
inosine ,EX,30A,BC,A,30,8.987958599
isoleucine,EX,30A,BC,A,30,NA
proline,EX,30A,BC,A,30,8.09938788
serine ,EX,30A,BC,A,30,2.046450626
threonine,EX,30A,BC,A,30,0.94563518
2_deoxyadenosine ,EX,6A,BC,A,6,137.0679573
5_deoxyadenosine ,EX,6A,BC,A,6,126.1282271
adenosine ,EX,6A,BC,A,6,0.630762655
alanine ,EX,6A,BC,A,6,5.715633474
aspartic_acid,EX,6A,BC,A,6,29.97179061
beta_alanine ,EX,6A,BC,A,6,0.504868124
citrulline,EX,6A,BC,A,6,1.235790326
cytosine,EX,6A,BC,A,6,NA
ectoine,EX,6A,BC,A,6,0.215883164
glutamine,EX,6A,BC,A,6,0.698499587
glutathione,EX,6A,BC,A,6,2.289308867
glycine ,EX,6A,BC,A,6,2.197301949
inosine ,EX,6A,BC,A,6,4.835915109
isoleucine,EX,6A,BC,A,6,NA
proline,EX,6A,BC,A,6,4.380155638
serine ,EX,6A,BC,A,6,0.060491068
threonine,EX,6A,BC,A,6,0.138187811
2_deoxyadenosine ,EX,24A,BC,A,24,85.93193224
5_deoxyadenosine ,EX,24A,BC,A,24,97.40722528
adenosine ,EX,24A,BC,A,24,0.324771801
alanine ,EX,24A,BC,A,24,13.1250675
aspartic_acid,EX,24A,BC,A,24,48.92608333
beta_alanine ,EX,24A,BC,A,24,0.911634981
citrulline,EX,24A,BC,A,24,1.874231507
cytosine,EX,24A,BC,A,24,3.513318784
ectoine,EX,24A,BC,A,24,0.948124948
glutamine,EX,24A,BC,A,24,0.982389898
glutathione,EX,24A,BC,A,24,4.256955276
glycine ,EX,24A,BC,A,24,6.797195217
inosine ,EX,24A,BC,A,24,7.412561706
isoleucine,EX,24A,BC,A,24,4.068701926
proline,EX,24A,BC,A,24,7.5001818
serine ,EX,24A,BC,A,24,NA
threonine,EX,24A,BC,A,24,0.72392124
2_deoxyadenosine ,EX,28B,BC,B,28,45.45347446
5_deoxyadenosine ,EX,28B,BC,B,28,31.27506023
adenosine ,EX,28B,BC,B,28,0.300391668
alanine ,EX,28B,BC,B,28,14.17637922
aspartic_acid,EX,28B,BC,B,28,53.22043977
beta_alanine ,EX,28B,BC,B,28,0.940269658
citrulline,EX,28B,BC,B,28,2.111933756
cytosine,EX,28B,BC,B,28,NA
ectoine,EX,28B,BC,B,28,0.245708816
glutamine,EX,28B,BC,B,28,1.056864929
glutathione,EX,28B,BC,B,28,7.496929355
glycine ,EX,28B,BC,B,28,8.840233349
inosine ,EX,28B,BC,B,28,13.05620283
isoleucine,EX,28B,BC,B,28,1.49822605
proline,EX,28B,BC,B,28,8.853571066
serine ,EX,28B,BC,B,28,1.609887915
threonine,EX,28B,BC,B,28,0.924309404
2_deoxyadenosine ,EX,42B,BC,B,42,197.3137443
5_deoxyadenosine ,EX,42B,BC,B,42,170.8642989
adenosine ,EX,42B,BC,B,42,0.769128247
alanine ,EX,42B,BC,B,42,19.66532058
aspartic_acid,EX,42B,BC,B,42,80.57216336
beta_alanine ,EX,42B,BC,B,42,1.18748344
citrulline,EX,42B,BC,B,42,3.656038181
cytosine,EX,42B,BC,B,42,NA
ectoine,EX,42B,BC,B,42,NA
glutamine,EX,42B,BC,B,42,1.054561625
glutathione,EX,42B,BC,B,42,6.293707585
glycine ,EX,42B,BC,B,42,14.42682621
inosine ,EX,42B,BC,B,42,14.26359327
isoleucine,EX,42B,BC,B,42,NA
proline,EX,42B,BC,B,42,11.90527088
serine ,EX,42B,BC,B,42,7.257016349
threonine,EX,42B,BC,B,42,1.558412776
2_deoxyadenosine ,EX,0C,BC,C,0,NA
5_deoxyadenosine ,EX,0C,BC,C,0,1.016921627
adenosine ,EX,0C,BC,C,0,NA
alanine ,EX,0C,BC,C,0,NA
aspartic_acid,EX,0C,BC,C,0,NA
beta_alanine ,EX,0C,BC,C,0,NA
citrulline,EX,0C,BC,C,0,NA
cytosine,EX,0C,BC,C,0,NA
ectoine,EX,0C,BC,C,0,NA
glutamine,EX,0C,BC,C,0,NA
glutathione,EX,0C,BC,C,0,NA
glycine ,EX,0C,BC,C,0,NA
inosine ,EX,0C,BC,C,0,NA
isoleucine,EX,0C,BC,C,0,NA
proline,EX,0C,BC,C,0,NA
serine ,EX,0C,BC,C,0,NA
threonine,EX,0C,BC,C,0,NA
2_deoxyadenosine ,EX,22C,BC,C,22,79.82723549
5_deoxyadenosine ,EX,22C,BC,C,22,21.21671416
adenosine ,EX,22C,BC,C,22,0.36072238
alanine ,EX,22C,BC,C,22,13.14383515
aspartic_acid,EX,22C,BC,C,22,46.50262903
beta_alanine ,EX,22C,BC,C,22,0.852735241
citrulline,EX,22C,BC,C,22,1.83663498
cytosine,EX,22C,BC,C,22,NA
ectoine,EX,22C,BC,C,22,0.874044869
glutamine,EX,22C,BC,C,22,1.099509579
glutathione,EX,22C,BC,C,22,3.821827234
glycine ,EX,22C,BC,C,22,5.313404875
inosine ,EX,22C,BC,C,22,8.679704629
isoleucine,EX,22C,BC,C,22,5.24096412
proline,EX,22C,BC,C,22,6.176387704
serine ,EX,22C,BC,C,22,2.262889713
threonine,EX,22C,BC,C,22,0.995146722
2_deoxyadenosine ,EX,40B,BC,B,40,410.9103954
5_deoxyadenosine ,EX,40B,BC,B,40,272.4353107
adenosine ,EX,40B,BC,B,40,2.628603046
alanine ,EX,40B,BC,B,40,19.64451248
aspartic_acid,EX,40B,BC,B,40,92.67130063
beta_alanine ,EX,40B,BC,B,40,1.383151595
citrulline,EX,40B,BC,B,40,3.140480616
cytosine,EX,40B,BC,B,40,6.896915863
ectoine,EX,40B,BC,B,40,0.266178923
glutamine,EX,40B,BC,B,40,1.305677657
glutathione,EX,40B,BC,B,40,10.54497973
glycine ,EX,40B,BC,B,40,8.459134212
inosine ,EX,40B,BC,B,40,20.86179424
isoleucine,EX,40B,BC,B,40,24.44904279
proline,EX,40B,BC,B,40,12.5669401
serine ,EX,40B,BC,B,40,NA
threonine,EX,40B,BC,B,40,NA
2_deoxyadenosine ,EX,6C,BC,C,6,NA
5_deoxyadenosine ,EX,6C,BC,C,6,NA
adenosine ,EX,6C,BC,C,6,NA
alanine ,EX,6C,BC,C,6,NA
aspartic_acid,EX,6C,BC,C,6,NA
beta_alanine ,EX,6C,BC,C,6,NA
citrulline,EX,6C,BC,C,6,NA
cytosine,EX,6C,BC,C,6,NA
ectoine,EX,6C,BC,C,6,NA
glutamine,EX,6C,BC,C,6,NA
glutathione,EX,6C,BC,C,6,NA
glycine ,EX,6C,BC,C,6,NA
inosine ,EX,6C,BC,C,6,NA
isoleucine,EX,6C,BC,C,6,NA
proline,EX,6C,BC,C,6,NA
serine ,EX,6C,BC,C,6,NA
threonine,EX,6C,BC,C,6,NA
2_deoxyadenosine ,EX,16B,BC,B,16,212.8381168
5_deoxyadenosine ,EX,16B,BC,B,16,170.4431593
adenosine ,EX,16B,BC,B,16,1.441275913
alanine ,EX,16B,BC,B,16,14.05198249
aspartic_acid,EX,16B,BC,B,16,53.43206766
beta_alanine ,EX,16B,BC,B,16,0.92464519
citrulline,EX,16B,BC,B,16,2.011657615
cytosine,EX,16B,BC,B,16,2.145340696
ectoine,EX,16B,BC,B,16,0.420264284
glutamine,EX,16B,BC,B,16,1.061348781
glutathione,EX,16B,BC,B,16,5.05529228
glycine ,EX,16B,BC,B,16,9.222813367
inosine ,EX,16B,BC,B,16,9.438596428
isoleucine,EX,16B,BC,B,16,NA
proline,EX,16B,BC,B,16,7.367539093
serine ,EX,16B,BC,B,16,3.587608908
threonine,EX,16B,BC,B,16,0.788813461
2_deoxyadenosine ,EX,30B,BC,B,30,80.13462172
5_deoxyadenosine ,EX,30B,BC,B,30,63.57660464
adenosine ,EX,30B,BC,B,30,0.35198668
alanine ,EX,30B,BC,B,30,16.29578955
aspartic_acid,EX,30B,BC,B,30,66.66907968
beta_alanine ,EX,30B,BC,B,30,1.086086347
citrulline,EX,30B,BC,B,30,2.613814599
cytosine,EX,30B,BC,B,30,NA
ectoine,EX,30B,BC,B,30,NA
glutamine,EX,30B,BC,B,30,1.297350334
glutathione,EX,30B,BC,B,30,6.866128956
glycine ,EX,30B,BC,B,30,11.68351061
inosine ,EX,30B,BC,B,30,12.94021887
isoleucine,EX,30B,BC,B,30,7.939858746
proline,EX,30B,BC,B,30,10.21300672
serine ,EX,30B,BC,B,30,3.601125077
threonine,EX,30B,BC,B,30,1.276902674
2_deoxyadenosine ,EX,46A,BC,A,46,NA
5_deoxyadenosine ,EX,46A,BC,A,46,NA
adenosine ,EX,46A,BC,A,46,NA
alanine ,EX,46A,BC,A,46,NA
aspartic_acid,EX,46A,BC,A,46,NA
beta_alanine ,EX,46A,BC,A,46,NA
citrulline,EX,46A,BC,A,46,NA
cytosine,EX,46A,BC,A,46,NA
ectoine,EX,46A,BC,A,46,NA
glutamine,EX,46A,BC,A,46,NA
glutathione,EX,46A,BC,A,46,NA
glycine ,EX,46A,BC,A,46,NA
inosine ,EX,46A,BC,A,46,NA
isoleucine,EX,46A,BC,A,46,5.859747793
proline,EX,46A,BC,A,46,NA
serine ,EX,46A,BC,A,46,NA
threonine,EX,46A,BC,A,46,NA
2_deoxyadenosine ,EX,30C,BC,C,30,257.263377
5_deoxyadenosine ,EX,30C,BC,C,30,226.9221623
adenosine ,EX,30C,BC,C,30,0.901449189
alanine ,EX,30C,BC,C,30,14.27017177
aspartic_acid,EX,30C,BC,C,30,61.24571554
beta_alanine ,EX,30C,BC,C,30,0.928110392
citrulline,EX,30C,BC,C,30,2.343640216
cytosine,EX,30C,BC,C,30,NA
ectoine,EX,30C,BC,C,30,0.661848054
glutamine,EX,30C,BC,C,30,1.29648176
glutathione,EX,30C,BC,C,30,5.554134119
glycine ,EX,30C,BC,C,30,6.640960449
inosine ,EX,30C,BC,C,30,11.76679716
isoleucine,EX,30C,BC,C,30,10.91154663
proline,EX,30C,BC,C,30,9.013297305
serine ,EX,30C,BC,C,30,2.589623659
threonine,EX,30C,BC,C,30,1.147844824
2_deoxyadenosine ,EX,0B,BC,B,0,125.0715211
5_deoxyadenosine ,EX,0B,BC,B,0,96.45729663
adenosine ,EX,0B,BC,B,0,0.900456596
alanine ,EX,0B,BC,B,0,8.266859447
aspartic_acid,EX,0B,BC,B,0,30.59673774
beta_alanine ,EX,0B,BC,B,0,0.713171575
citrulline,EX,0B,BC,B,0,1.294591111
cytosine,EX,0B,BC,B,0,NA
ectoine,EX,0B,BC,B,0,NA
glutamine,EX,0B,BC,B,0,0.617576553
glutathione,EX,0B,BC,B,0,2.15879597
glycine ,EX,0B,BC,B,0,6.555247865
inosine ,EX,0B,BC,B,0,4.089585728
isoleucine,EX,0B,BC,B,0,1.799339626
proline,EX,0B,BC,B,0,3.831340194
serine ,EX,0B,BC,B,0,1.440658101
threonine,EX,0B,BC,B,0,0.795059296
2_deoxyadenosine ,EX,32C,BC,C,32,56.12850926
5_deoxyadenosine ,EX,32C,BC,C,32,47.91854365
adenosine ,EX,32C,BC,C,32,0.250033118
alanine ,EX,32C,BC,C,32,16.21950635
aspartic_acid,EX,32C,BC,C,32,68.49975158
beta_alanine ,EX,32C,BC,C,32,0.933954652
citrulline,EX,32C,BC,C,32,2.634002884
cytosine,EX,32C,BC,C,32,3.517814695
ectoine,EX,32C,BC,C,32,0.858086462
glutamine,EX,32C,BC,C,32,1.410772458
glutathione,EX,32C,BC,C,32,8.418764208
glycine ,EX,32C,BC,C,32,11.50636316
inosine ,EX,32C,BC,C,32,14.48863455
isoleucine,EX,32C,BC,C,32,2.957049167
proline,EX,32C,BC,C,32,9.907926723
serine ,EX,32C,BC,C,32,2.023771479
threonine,EX,32C,BC,C,32,0.933054584
2_deoxyadenosine ,EX,8C,BC,C,8,99.72169539
5_deoxyadenosine ,EX,8C,BC,C,8,85.04749809
adenosine ,EX,8C,BC,C,8,0.451842147
alanine ,EX,8C,BC,C,8,7.824138275
aspartic_acid,EX,8C,BC,C,8,35.06852951
beta_alanine ,EX,8C,BC,C,8,0.501972033
citrulline,EX,8C,BC,C,8,1.254092426
cytosine,EX,8C,BC,C,8,NA
ectoine,EX,8C,BC,C,8,NA
glutamine,EX,8C,BC,C,8,0.746967418
glutathione,EX,8C,BC,C,8,3.139849052
glycine ,EX,8C,BC,C,8,6.189052422
inosine ,EX,8C,BC,C,8,6.719663286
isoleucine,EX,8C,BC,C,8,NA
proline,EX,8C,BC,C,8,4.721708396
serine ,EX,8C,BC,C,8,2.279916708
threonine,EX,8C,BC,C,8,0.570585185
2_deoxyadenosine ,EX,18C,BC,C,18,90.80330138
5_deoxyadenosine ,EX,18C,BC,C,18,74.05150134
adenosine ,EX,18C,BC,C,18,0.585448132
alanine ,EX,18C,BC,C,18,6.489645029
aspartic_acid,EX,18C,BC,C,18,NA
beta_alanine ,EX,18C,BC,C,18,0.409760261
citrulline,EX,18C,BC,C,18,NA
cytosine,EX,18C,BC,C,18,NA
ectoine,EX,18C,BC,C,18,1.177016582
glutamine,EX,18C,BC,C,18,NA
glutathione,EX,18C,BC,C,18,NA
glycine ,EX,18C,BC,C,18,3.751835479
inosine ,EX,18C,BC,C,18,NA
isoleucine,EX,18C,BC,C,18,NA
proline,EX,18C,BC,C,18,3.179648682
serine ,EX,18C,BC,C,18,0.731323727
threonine,EX,18C,BC,C,18,0.03268545
2_deoxyadenosine ,EX,36C,BC,C,36,452.0717905
5_deoxyadenosine ,EX,36C,BC,C,36,294.142223
adenosine ,EX,36C,BC,C,36,2.134307953
alanine ,EX,36C,BC,C,36,18.04913133
aspartic_acid,EX,36C,BC,C,36,76.05942215
beta_alanine ,EX,36C,BC,C,36,0.945280488
citrulline,EX,36C,BC,C,36,2.988219717
cytosine,EX,36C,BC,C,36,3.353864854
ectoine,EX,36C,BC,C,36,0.71248461
glutamine,EX,36C,BC,C,36,1.460340364
glutathione,EX,36C,BC,C,36,8.515316372
glycine ,EX,36C,BC,C,36,12.73296471
inosine ,EX,36C,BC,C,36,13.70045471
isoleucine,EX,36C,BC,C,36,5.906254535
proline,EX,36C,BC,C,36,10.79598786
serine ,EX,36C,BC,C,36,4.597770781
threonine,EX,36C,BC,C,36,0.985577162
2_deoxycytidine,EX,14A,BC,A,14,1.559613645
arginine ,EX,14A,BC,A,14,NA
cysteine,EX,14A,BC,A,14,NA
cystine,EX,14A,BC,A,14,NA
glucose_6_phosphate ,EX,14A,BC,A,14,NA
glyphosate ,EX,14A,BC,A,14,NA
pantothenic acid,EX,14A,BC,A,14,NA
putrescine ,EX,14A,BC,A,14,NA
trehalose ,EX,14A,BC,A,14,NA
2_deoxycytidine,EX,20B,BC,B,20,NA
arginine ,EX,20B,BC,B,20,NA
cysteine,EX,20B,BC,B,20,NA
cystine,EX,20B,BC,B,20,NA
glucose_6_phosphate ,EX,20B,BC,B,20,NA
glyphosate ,EX,20B,BC,B,20,NA
pantothenic acid,EX,20B,BC,B,20,NA
putrescine ,EX,20B,BC,B,20,0.034138472
trehalose ,EX,20B,BC,B,20,NA
2_deoxycytidine,EX,8B,BC,B,8,NA
arginine ,EX,8B,BC,B,8,NA
cysteine,EX,8B,BC,B,8,NA
cystine,EX,8B,BC,B,8,NA
glucose_6_phosphate ,EX,8B,BC,B,8,NA
glyphosate ,EX,8B,BC,B,8,0.322785482
pantothenic acid,EX,8B,BC,B,8,0.023274922
putrescine ,EX,8B,BC,B,8,NA
trehalose ,EX,8B,BC,B,8,NA
2_deoxycytidine,EX,16A,BC,A,16,1.824541162
arginine ,EX,16A,BC,A,16,3.898565064
cysteine,EX,16A,BC,A,16,1.631671709
cystine,EX,16A,BC,A,16,0.554490396
glucose_6_phosphate ,EX,16A,BC,A,16,NA
glyphosate ,EX,16A,BC,A,16,0.530214954
pantothenic acid,EX,16A,BC,A,16,0.025059464
putrescine ,EX,16A,BC,A,16,0.033482672
trehalose ,EX,16A,BC,A,16,1.347291778
2_deoxycytidine,EX,36A,BC,A,36,23.75428819
arginine ,EX,36A,BC,A,36,9.032356848
cysteine,EX,36A,BC,A,36,NA
cystine,EX,36A,BC,A,36,977.3349329
glucose_6_phosphate ,EX,36A,BC,A,36,1.151646882
glyphosate ,EX,36A,BC,A,36,3.913075602
pantothenic acid,EX,36A,BC,A,36,0.03101091
putrescine ,EX,36A,BC,A,36,0.048332621
trehalose ,EX,36A,BC,A,36,NA
2_deoxycytidine,EX,10B,BC,B,10,1.470588783
arginine ,EX,10B,BC,B,10,NA
cysteine,EX,10B,BC,B,10,NA
cystine,EX,10B,BC,B,10,NA
glucose_6_phosphate ,EX,10B,BC,B,10,NA
glyphosate ,EX,10B,BC,B,10,0.446346447
pantothenic acid,EX,10B,BC,B,10,0.022570428
putrescine ,EX,10B,BC,B,10,NA
trehalose ,EX,10B,BC,B,10,1.568210972
2_deoxycytidine,EX,10C,BC,C,10,NA
arginine ,EX,10C,BC,C,10,NA
cysteine,EX,10C,BC,C,10,NA
cystine,EX,10C,BC,C,10,NA
glucose_6_phosphate ,EX,10C,BC,C,10,NA
glyphosate ,EX,10C,BC,C,10,NA
pantothenic acid,EX,10C,BC,C,10,NA
putrescine ,EX,10C,BC,C,10,NA
trehalose ,EX,10C,BC,C,10,1.209236228
2_deoxycytidine,EX,20A,BC,A,20,1.856280138
arginine ,EX,20A,BC,A,20,3.305521703
cysteine,EX,20A,BC,A,20,NA
cystine,EX,20A,BC,A,20,0.625890154
glucose_6_phosphate ,EX,20A,BC,A,20,NA
glyphosate ,EX,20A,BC,A,20,0.746821574
pantothenic acid,EX,20A,BC,A,20,0.026922494
putrescine ,EX,20A,BC,A,20,0.018404519
trehalose ,EX,20A,BC,A,20,NA
2_deoxycytidine,EX,26C,BC,C,26,1.777049793
arginine ,EX,26C,BC,C,26,3.972363499
cysteine,EX,26C,BC,C,26,1.588844389
cystine,EX,26C,BC,C,26,0.696440041
glucose_6_phosphate ,EX,26C,BC,C,26,0.489508989
glyphosate ,EX,26C,BC,C,26,0.846331753
pantothenic acid,EX,26C,BC,C,26,0.027141724
putrescine ,EX,26C,BC,C,26,0.030807947
trehalose ,EX,26C,BC,C,26,NA
2_deoxycytidine,EX,18B,BC,B,18,NA
arginine ,EX,18B,BC,B,18,NA
cysteine,EX,18B,BC,B,18,NA
cystine,EX,18B,BC,B,18,NA
glucose_6_phosphate ,EX,18B,BC,B,18,NA
glyphosate ,EX,18B,BC,B,18,NA
pantothenic acid,EX,18B,BC,B,18,NA
putrescine ,EX,18B,BC,B,18,NA
trehalose ,EX,18B,BC,B,18,NA
2_deoxycytidine,EX,24B,BC,B,24,1.937331432
arginine ,EX,24B,BC,B,24,4.056418166
cysteine,EX,24B,BC,B,24,NA
cystine,EX,24B,BC,B,24,0.642248588
glucose_6_phosphate ,EX,24B,BC,B,24,NA
glyphosate ,EX,24B,BC,B,24,0.633735578
pantothenic acid,EX,24B,BC,B,24,0.026772481
putrescine ,EX,24B,BC,B,24,0.029167651
trehalose ,EX,24B,BC,B,24,NA
2_deoxycytidine,EX,32A,BC,A,32,2.453963464
arginine ,EX,32A,BC,A,32,5.77893949
cysteine,EX,32A,BC,A,32,1.997791401
cystine,EX,32A,BC,A,32,0.776807243
glucose_6_phosphate ,EX,32A,BC,A,32,0.525822633
glyphosate ,EX,32A,BC,A,32,1.26746371
pantothenic acid,EX,32A,BC,A,32,0.029290079
putrescine ,EX,32A,BC,A,32,0.037142024
trehalose ,EX,32A,BC,A,32,1.637971347
2_deoxycytidine,EX,42A,BC,A,42,13.24564765
arginine ,EX,42A,BC,A,42,10.89123204
cysteine,EX,42A,BC,A,42,2.585512587
cystine,EX,42A,BC,A,42,NA
glucose_6_phosphate ,EX,42A,BC,A,42,1.356709898
glyphosate ,EX,42A,BC,A,42,5.252895015
pantothenic acid,EX,42A,BC,A,42,0.032648569
putrescine ,EX,42A,BC,A,42,0.054451666
trehalose ,EX,42A,BC,A,42,1.454064167
2_deoxycytidine,EX,34C,BC,C,34,3.721964291
arginine ,EX,34C,BC,C,34,12.15001054
cysteine,EX,34C,BC,C,34,2.923535578
cystine,EX,34C,BC,C,34,0.808906626
glucose_6_phosphate ,EX,34C,BC,C,34,1.659845906
glyphosate ,EX,34C,BC,C,34,1.089030685
pantothenic acid,EX,34C,BC,C,34,0.032659731
putrescine ,EX,34C,BC,C,34,0.039094083
trehalose ,EX,34C,BC,C,34,6.585359075
2_deoxycytidine,EX,14B,BC,B,14,1.602491979
arginine ,EX,14B,BC,B,14,NA
cysteine,EX,14B,BC,B,14,NA
cystine,EX,14B,BC,B,14,NA
glucose_6_phosphate ,EX,14B,BC,B,14,NA
glyphosate ,EX,14B,BC,B,14,NA
pantothenic acid,EX,14B,BC,B,14,NA
putrescine ,EX,14B,BC,B,14,NA
trehalose ,EX,14B,BC,B,14,NA
2_deoxycytidine,EX,18A,BC,A,18,NA
arginine ,EX,18A,BC,A,18,NA
cysteine,EX,18A,BC,A,18,NA
cystine,EX,18A,BC,A,18,0.610063858
glucose_6_phosphate ,EX,18A,BC,A,18,NA
glyphosate ,EX,18A,BC,A,18,NA
pantothenic acid,EX,18A,BC,A,18,0.012645619
putrescine ,EX,18A,BC,A,18,0.024011229
trehalose ,EX,18A,BC,A,18,NA
2_deoxycytidine,EX,44B,BC,B,44,3.300131505
arginine ,EX,44B,BC,B,44,10.93462802
cysteine,EX,44B,BC,B,44,1.79070747
cystine,EX,44B,BC,B,44,0.828200564
glucose_6_phosphate ,EX,44B,BC,B,44,0.43415863
glyphosate ,EX,44B,BC,B,44,0.717733472
pantothenic acid,EX,44B,BC,B,44,0.03632934
putrescine ,EX,44B,BC,B,44,0.054972892
trehalose ,EX,44B,BC,B,44,1.673078962
2_deoxycytidine,EX,40C,BC,C,40,4.150654274
arginine ,EX,40C,BC,C,40,14.48667816
cysteine,EX,40C,BC,C,40,1.953527721
cystine,EX,40C,BC,C,40,0.894027986
glucose_6_phosphate ,EX,40C,BC,C,40,1.238696877
glyphosate ,EX,40C,BC,C,40,0.775542089
pantothenic acid,EX,40C,BC,C,40,0.035120416
putrescine ,EX,40C,BC,C,40,0.048508989
trehalose ,EX,40C,BC,C,40,5.197617307
2_deoxycytidine,EX,38A,BC,A,38,3.636181638
arginine ,EX,38A,BC,A,38,10.32595119
cysteine,EX,38A,BC,A,38,1.975922333
cystine,EX,38A,BC,A,38,0.905009981
glucose_6_phosphate ,EX,38A,BC,A,38,1.018977857
glyphosate ,EX,38A,BC,A,38,0.894410743
pantothenic acid,EX,38A,BC,A,38,0.033938474
putrescine ,EX,38A,BC,A,38,0.051083793
trehalose ,EX,38A,BC,A,38,4.048853255
2_deoxycytidine,EX,38B,BC,B,38,4.23430559
arginine ,EX,38B,BC,B,38,12.67640832
cysteine,EX,38B,BC,B,38,2.579879882
cystine,EX,38B,BC,B,38,0.878569218
glucose_6_phosphate ,EX,38B,BC,B,38,1.366457324
glyphosate ,EX,38B,BC,B,38,0.894346901
pantothenic acid,EX,38B,BC,B,38,0.03558671
putrescine ,EX,38B,BC,B,38,0.058554168
trehalose ,EX,38B,BC,B,38,NA
2_deoxycytidine,EX,34A,BC,A,34,3.920914327
arginine ,EX,34A,BC,A,34,8.968155429
cysteine,EX,34A,BC,A,34,2.803422182
cystine,EX,34A,BC,A,34,0.822261353
glucose_6_phosphate ,EX,34A,BC,A,34,0.455079571
glyphosate ,EX,34A,BC,A,34,0.811934382
pantothenic acid,EX,34A,BC,A,34,0.030637524
putrescine ,EX,34A,BC,A,34,0.04084105
trehalose ,EX,34A,BC,A,34,1.711841924
2_deoxycytidine,EX,32B,BC,B,32,2.557663431
arginine ,EX,32B,BC,B,32,7.900551215
cysteine,EX,32B,BC,B,32,2.167828975
cystine,EX,32B,BC,B,32,0.914088491
glucose_6_phosphate ,EX,32B,BC,B,32,0.212353372
glyphosate ,EX,32B,BC,B,32,0.807579937
pantothenic acid,EX,32B,BC,B,32,0.032006597
putrescine ,EX,32B,BC,B,32,0.042352383
trehalose ,EX,32B,BC,B,32,NA
2_deoxycytidine,EX,44A,BC,A,44,2.182266315
arginine ,EX,44A,BC,A,44,7.208365679
cysteine,EX,44A,BC,A,44,1.598638503
cystine,EX,44A,BC,A,44,0.614699381
glucose_6_phosphate ,EX,44A,BC,A,44,NA
glyphosate ,EX,44A,BC,A,44,0.776382867
pantothenic acid,EX,44A,BC,A,44,0.027652996
putrescine ,EX,44A,BC,A,44,0.040042068
trehalose ,EX,44A,BC,A,44,NA
2_deoxycytidine,EX,4A,BC,A,4,NA
arginine ,EX,4A,BC,A,4,NA
cysteine,EX,4A,BC,A,4,1.409098484
cystine,EX,4A,BC,A,4,NA
glucose_6_phosphate ,EX,4A,BC,A,4,NA
glyphosate ,EX,4A,BC,A,4,NA
pantothenic acid,EX,4A,BC,A,4,NA
putrescine ,EX,4A,BC,A,4,NA
trehalose ,EX,4A,BC,A,4,NA
2_deoxycytidine,EX,12B,BC,B,12,5.912854584
arginine ,EX,12B,BC,B,12,13.44289405
