metabolite,cycle,x,y,conc_mmol
Cadmium[e],0,1,1,1000.0
HCO3[e],0,1,1,1000.0
Molybdenum[e],0,1,1,1000.0
Selenate[e],0,1,1,1000.0
cpd00001_e0,0,1,1,1000.0
cpd00007_e0,0,1,1,1000.0
cpd00009_e0,0,1,1,1000.0
cpd00011_e0,0,1,1,1000.0
cpd00012_e0,0,1,1,1000.0
cpd00013_e0,0,1,1,1000.0
cpd00029_e0,0,1,1,1000.0
cpd00030_e0,0,1,1,1000.0
cpd00034_e0,0,1,1,1000.0
cpd00036_e0,0,1,1,1000.0
cpd00048_e0,0,1,1,1000.0
cpd00051_e0,0,1,1,1000.0
cpd00054_e0,0,1,1,1000.0
cpd00058_e0,0,1,1,1000.0
cpd00063_e0,0,1,1,1000.0
cpd00067_e0,0,1,1,1000.0
cpd00085_e0,0,1,1,1000.0
cpd00099_e0,0,1,1,1000.0
cpd00106_e0,0,1,1,1000.0
cpd00108_e0,0,1,1,1000.0
cpd00116_e0,0,1,1,1000.0
cpd00129_e0,0,1,1,1000.0
cpd00142_e0,0,1,1,1000.0
cpd00149_e0,0,1,1,1000.0
cpd00166_e0,0,1,1,1000.0
cpd00205_e0,0,1,1,1000.0
cpd00239_e0,0,1,1,1000.0
cpd00254_e0,0,1,1,1000.0
cpd00971_e0,0,1,1,1000.0
cpd09695_e0,0,1,1,1000.0
cpd10515_e0,0,1,1,1000.0
cpd10516_e0,0,1,1,1000.0
cpd15380_e0,0,1,1,1000.0
Cadmium[e],1,1,1,1000.0
HCO3[e],1,1,1,1000.0
Molybdenum[e],1,1,1,1000.0
Selenate[e],1,1,1,1000.0
cpd00001_e0,1,1,1,1000.0
cpd00007_e0,1,1,1,1000.0
cpd00009_e0,1,1,1,1000.0
cpd00011_e0,1,1,1,1000.0
cpd00012_e0,1,1,1,1000.0
cpd00013_e0,1,1,1,1000.0
cpd00029_e0,1,1,1,1000.0
cpd00030_e0,1,1,1,1000.0
cpd00034_e0,1,1,1,1000.0
cpd00036_e0,1,1,1,1000.0
cpd00048_e0,1,1,1,1000.0
cpd00051_e0,1,1,1,1000.0
cpd00054_e0,1,1,1,1000.0
cpd00058_e0,1,1,1,1000.0
cpd00063_e0,1,1,1,1000.0
cpd00067_e0,1,1,1,1000.0
cpd00085_e0,1,1,1,1000.0
cpd00099_e0,1,1,1,1000.0
cpd00106_e0,1,1,1,1000.0
cpd00108_e0,1,1,1,1000.0
cpd00116_e0,1,1,1,1000.0
cpd00129_e0,1,1,1,1000.0
cpd00142_e0,1,1,1,1000.0
cpd00149_e0,1,1,1,1000.0
cpd00166_e0,1,1,1,1000.0
cpd00205_e0,1,1,1,1000.0
cpd00239_e0,1,1,1,1000.0
cpd00254_e0,1,1,1,1000.0
cpd00971_e0,1,1,1,1000.0
cpd09695_e0,1,1,1,1000.0
cpd10515_e0,1,1,1,1000.0
cpd10516_e0,1,1,1,1000.0
cpd15380_e0,1,1,1,1000.0
Cadmium[e],2,1,1,1000.0
HCO3[e],2,1,1,1000.0
Molybdenum[e],2,1,1,1000.0
Photon[e],2,1,1,0.0010470779323
Selenate[e],2,1,1,1000.0
cpd00001_e0,2,1,1,1000.0
cpd00007_e0,2,1,1,1000.0
cpd00009_e0,2,1,1,1000.0
cpd00011_e0,2,1,1,1000.0
cpd00012_e0,2,1,1,1000.0
cpd00013_e0,2,1,1,1000.0
cpd00029_e0,2,1,1,1000.0
cpd00030_e0,2,1,1,1000.0
cpd00034_e0,2,1,1,1000.0
cpd00036_e0,2,1,1,1000.0
cpd00048_e0,2,1,1,1000.0
cpd00051_e0,2,1,1,1000.0
cpd00054_e0,2,1,1,1000.0
cpd00058_e0,2,1,1,1000.0
cpd00063_e0,2,1,1,1000.0
cpd00067_e0,2,1,1,1000.0
cpd00085_e0,2,1,1,1000.0
cpd00099_e0,2,1,1,1000.0
cpd00106_e0,2,1,1,1000.0
cpd00108_e0,2,1,1,1000.0
cpd00116_e0,2,1,1,1000.0
cpd00129_e0,2,1,1,1000.0
cpd00142_e0,2,1,1,1000.0
cpd00149_e0,2,1,1,1000.0
cpd00166_e0,2,1,1,1000.0
cpd00205_e0,2,1,1,1000.0
cpd00239_e0,2,1,1,1000.0
cpd00254_e0,2,1,1,1000.0
cpd00971_e0,2,1,1,1000.0
cpd09695_e0,2,1,1,1000.0
cpd10515_e0,2,1,1,1000.0
cpd10516_e0,2,1,1,1000.0
cpd15380_e0,2,1,1,1000.0
Cadmium[e],3,1,1,1000.0
HCO3[e],3,1,1,1000.0
Molybdenum[e],3,1,1,1000.0
Photon[e],3,1,1,0.0020934382497
Selenate[e],3,1,1,1000.0
cpd00001_e0,3,1,1,1000.0
cpd00007_e0,3,1,1,1000.0
cpd00009_e0,3,1,1,1000.0
cpd00011_e0,3,1,1,1000.0
cpd00012_e0,3,1,1,1000.0
cpd00013_e0,3,1,1,1000.0
cpd00029_e0,3,1,1,1000.0
cpd00030_e0,3,1,1,1000.0
cpd00034_e0,3,1,1,1000.0
cpd00036_e0,3,1,1,1000.0
cpd00048_e0,3,1,1,1000.0
cpd00051_e0,3,1,1,1000.0
cpd00054_e0,3,1,1,1000.0
cpd00058_e0,3,1,1,1000.0
cpd00063_e0,3,1,1,1000.0
cpd00067_e0,3,1,1,1000.0
cpd00085_e0,3,1,1,1000.0
cpd00099_e0,3,1,1,1000.0
cpd00106_e0,3,1,1,1000.0
cpd00108_e0,3,1,1,1000.0
cpd00116_e0,3,1,1,1000.0
cpd00129_e0,3,1,1,1000.0
cpd00142_e0,3,1,1,1000.0
cpd00149_e0,3,1,1,1000.0
cpd00166_e0,3,1,1,1000.0
cpd00205_e0,3,1,1,1000.0
cpd00239_e0,3,1,1,1000.0
cpd00254_e0,3,1,1,1000.0
cpd00971_e0,3,1,1,1000.0
cpd09695_e0,3,1,1,1000.0
cpd10515_e0,3,1,1,1000.0
cpd10516_e0,3,1,1,1000.0
cpd15380_e0,3,1,1,1000.0
Cadmium[e],4,1,1,1000.0
HCO3[e],4,1,1,1000.0
Molybdenum[e],4,1,1,1000.0
Photon[e],4,1,1,0.0031383638291
Selenate[e],4,1,1,1000.0
cpd00001_e0,4,1,1,1000.0
cpd00007_e0,4,1,1,1000.0
cpd00009_e0,4,1,1,1000.0
cpd00011_e0,4,1,1,1000.0
cpd00012_e0,4,1,1,1000.0
cpd00013_e0,4,1,1,1000.0
cpd00029_e0,4,1,1,1000.0
cpd00030_e0,4,1,1,1000.0
cpd00034_e0,4,1,1,1000.0
cpd00036_e0,4,1,1,1000.0
cpd00048_e0,4,1,1,1000.0
cpd00051_e0,4,1,1,1000.0
cpd00054_e0,4,1,1,1000.0
cpd00058_e0,4,1,1,1000.0
cpd00063_e0,4,1,1,1000.0
cpd00067_e0,4,1,1,1000.0
cpd00085_e0,4,1,1,1000.0
cpd00099_e0,4,1,1,1000.0
cpd00106_e0,4,1,1,1000.0
cpd00108_e0,4,1,1,1000.0
cpd00116_e0,4,1,1,1000.0
cpd00129_e0,4,1,1,1000.0
cpd00142_e0,4,1,1,1000.0
cpd00149_e0,4,1,1,1000.0
cpd00166_e0,4,1,1,1000.0
cpd00205_e0,4,1,1,1000.0
cpd00239_e0,4,1,1,1000.0
cpd00254_e0,4,1,1,1000.0
cpd00971_e0,4,1,1,1000.0
cpd09695_e0,4,1,1,1000.0
cpd10515_e0,4,1,1,1000.0
cpd10516_e0,4,1,1,1000.0
cpd15380_e0,4,1,1,1000.0
Cadmium[e],5,1,1,1000.0
HCO3[e],5,1,1,1000.0
Molybdenum[e],5,1,1,1000.0
Photon[e],5,1,1,0.0041811385307
Selenate[e],5,1,1,1000.0
cpd00001_e0,5,1,1,1000.0
cpd00007_e0,5,1,1,1000.0
cpd00009_e0,5,1,1,1000.0
cpd00011_e0,5,1,1,1000.0
cpd00012_e0,5,1,1,1000.0
cpd00013_e0,5,1,1,1000.0
cpd00029_e0,5,1,1,1000.0
cpd00030_e0,5,1,1,1000.0
cpd00034_e0,5,1,1,1000.0
cpd00036_e0,5,1,1,1000.0
cpd00048_e0,5,1,1,1000.0
cpd00051_e0,5,1,1,1000.0
cpd00054_e0,5,1,1,1000.0
cpd00058_e0,5,1,1,1000.0
cpd00063_e0,5,1,1,1000.0
cpd00067_e0,5,1,1,1000.0
cpd00085_e0,5,1,1,1000.0
cpd00099_e0,5,1,1,1000.0
cpd00106_e0,5,1,1,1000.0
cpd00108_e0,5,1,1,1000.0
cpd00116_e0,5,1,1,1000.0
cpd00129_e0,5,1,1,1000.0
cpd00142_e0,5,1,1,1000.0
cpd00149_e0,5,1,1,1000.0
cpd00166_e0,5,1,1,1000.0
cpd00205_e0,5,1,1,1000.0
cpd00239_e0,5,1,1,1000.0
cpd00254_e0,5,1,1,1000.0
cpd00971_e0,5,1,1,1000.0
cpd09695_e0,5,1,1,1000.0
cpd10515_e0,5,1,1,1000.0
cpd10516_e0,5,1,1,1000.0
cpd15380_e0,5,1,1,1000.0
Cadmium[e],6,1,1,1000.0
HCO3[e],6,1,1,1000.0
Molybdenum[e],6,1,1,1000.0
Photon[e],6,1,1,0.0052210476888
Selenate[e],6,1,1,1000.0
cpd00001_e0,6,1,1,1000.0
cpd00007_e0,6,1,1,1000.0
cpd00009_e0,6,1,1,1000.0
cpd00011_e0,6,1,1,1000.0
cpd00012_e0,6,1,1,1000.0
cpd00013_e0,6,1,1,1000.0
cpd00029_e0,6,1,1,1000.0
cpd00030_e0,6,1,1,1000.0
cpd00034_e0,6,1,1,1000.0
cpd00036_e0,6,1,1,1000.0
cpd00048_e0,6,1,1,1000.0
cpd00051_e0,6,1,1,1000.0
cpd00054_e0,6,1,1,1000.0
cpd00058_e0,6,1,1,1000.0
cpd00063_e0,6,1,1,1000.0
cpd00067_e0,6,1,1,1000.0
cpd00085_e0,6,1,1,1000.0
cpd00099_e0,6,1,1,1000.0
cpd00106_e0,6,1,1,1000.0
cpd00108_e0,6,1,1,1000.0
cpd00116_e0,6,1,1,1000.0
cpd00129_e0,6,1,1,1000.0
cpd00142_e0,6,1,1,1000.0
cpd00149_e0,6,1,1,1000.0
cpd00166_e0,6,1,1,1000.0
cpd00205_e0,6,1,1,1000.0
cpd00239_e0,6,1,1,1000.0
cpd00254_e0,6,1,1,1000.0
cpd00971_e0,6,1,1,1000.0
cpd09695_e0,6,1,1,1000.0
cpd10515_e0,6,1,1,1000.0
cpd10516_e0,6,1,1,1000.0
cpd15380_e0,6,1,1,1000.0
Cadmium[e],7,1,1,1000.0
HCO3[e],7,1,1,1000.0
Molybdenum[e],7,1,1,1000.0
Photon[e],7,1,1,0.0062573786016
Selenate[e],7,1,1,1000.0
cpd00001_e0,7,1,1,1000.0
cpd00007_e0,7,1,1,1000.0
cpd00009_e0,7,1,1,1000.0
cpd00011_e0,7,1,1,1000.0
cpd00012_e0,7,1,1,1000.0
cpd00013_e0,7,1,1,1000.0
cpd00029_e0,7,1,1,1000.0
cpd00030_e0,7,1,1,1000.0
cpd00034_e0,7,1,1,1000.0
cpd00036_e0,7,1,1,1000.0
cpd00048_e0,7,1,1,1000.0
cpd00051_e0,7,1,1,1000.0
cpd00054_e0,7,1,1,1000.0
cpd00058_e0,7,1,1,1000.0
cpd00063_e0,7,1,1,1000.0
cpd00067_e0,7,1,1,1000.0
cpd00085_e0,7,1,1,1000.0
cpd00099_e0,7,1,1,1000.0
cpd00106_e0,7,1,1,1000.0
cpd00108_e0,7,1,1,1000.0
cpd00116_e0,7,1,1,1000.0
cpd00129_e0,7,1,1,1000.0
cpd00142_e0,7,1,1,1000.0
cpd00149_e0,7,1,1,1000.0
cpd00166_e0,7,1,1,1000.0
cpd00205_e0,7,1,1,1000.0
cpd00239_e0,7,1,1,1000.0
cpd00254_e0,7,1,1,1000.0
cpd00971_e0,7,1,1,1000.0
cpd09695_e0,7,1,1,1000.0
cpd10515_e0,7,1,1,1000.0
cpd10516_e0,7,1,1,1000.0
cpd15380_e0,7,1,1,1000.0
Cadmium[e],8,1,1,1000.0
HCO3[e],8,1,1,1000.0
Molybdenum[e],8,1,1,1000.0
Photon[e],8,1,1,0.0072894210197
S_Adenosyl_4_methylthio_2_oxobutanoate[e],8,1,1,4.5964155462e-14
S_Methyl_5_thio_D_ribose[e],8,1,1,4.4950052088e-13
Selenate[e],8,1,1,1000.0
biomass[e],8,1,1,9.9970758504e-12
cpd00001_e0,8,1,1,1000.0
cpd00007_e0,8,1,1,1000.0
cpd00009_e0,8,1,1,1000.0
cpd00011_e0,8,1,1,1000.0
cpd00012_e0,8,1,1,1000.0
cpd00013_e0,8,1,1,1000.0
cpd00025_e0,8,1,1,1.098080283e-12
cpd00029_e0,8,1,1,1000.0
cpd00030_e0,8,1,1,1000.0
cpd00034_e0,8,1,1,1000.0
cpd00036_e0,8,1,1,1000.0
cpd00048_e0,8,1,1,1000.0
cpd00051_e0,8,1,1,1000.0
cpd00054_e0,8,1,1,1000.0
cpd00058_e0,8,1,1,1000.0
cpd00063_e0,8,1,1,1000.0
cpd00067_e0,8,1,1,1000.0
cpd00085_e0,8,1,1,1000.0
cpd00099_e0,8,1,1,1000.0
cpd00106_e0,8,1,1,1000.0
cpd00108_e0,8,1,1,1000.0
cpd00116_e0,8,1,1,1000.0
cpd00129_e0,8,1,1,1000.0
cpd00142_e0,8,1,1,1000.0
cpd00149_e0,8,1,1,1000.0
cpd00166_e0,8,1,1,1000.0
cpd00204_e0,8,1,1,8.397543714299999e-17
cpd00205_e0,8,1,1,1000.0
cpd00229_e0,8,1,1,5.9538424981e-14
cpd00239_e0,8,1,1,1000.0
cpd00254_e0,8,1,1,1000.0
cpd00971_e0,8,1,1,1000.0
cpd09695_e0,8,1,1,1000.0
cpd10515_e0,8,1,1,1000.0
cpd10516_e0,8,1,1,1000.0
cpd15380_e0,8,1,1,1000.0
tRNA[e],8,1,1,5.1473523969e-15
Cadmium[e],9,1,1,1000.0
HCO3[e],9,1,1,1000.0
Molybdenum[e],9,1,1,1000.0
Photon[e],9,1,1,0.0083164676327
S_Adenosyl_4_methylthio_2_oxobutanoate[e],9,1,1,1.6169293019000002e-13
S_Methyl_5_thio_D_ribose[e],9,1,1,1.5812551239e-12
Selenate[e],9,1,1,1000.0
biomass[e],9,1,1,3.5167762168e-11
cpd00001_e0,9,1,1,1000.0
cpd00007_e0,9,1,1,1000.0
cpd00009_e0,9,1,1,1000.0
cpd00011_e0,9,1,1,1000.0
cpd00012_e0,9,1,1,1000.0
cpd00013_e0,9,1,1,1000.0
cpd00025_e0,9,1,1,3.8628321732e-12
cpd00029_e0,9,1,1,1000.0
cpd00030_e0,9,1,1,1000.0
cpd00034_e0,9,1,1,1000.0
cpd00036_e0,9,1,1,1000.0
cpd00048_e0,9,1,1,1000.0
cpd00051_e0,9,1,1,1000.0
cpd00054_e0,9,1,1,1000.0
cpd00058_e0,9,1,1,1000.0
cpd00063_e0,9,1,1,1000.0
cpd00067_e0,9,1,1,1000.0
cpd00085_e0,9,1,1,1000.0
cpd00099_e0,9,1,1,1000.0
cpd00106_e0,9,1,1,1000.0
cpd00108_e0,9,1,1,1000.0
cpd00116_e0,9,1,1,1000.0
cpd00129_e0,9,1,1,1000.0
cpd00142_e0,9,1,1,1000.0
cpd00149_e0,9,1,1,1000.0
cpd00166_e0,9,1,1,1000.0
cpd00204_e0,9,1,1,2.9540920221e-16
cpd00205_e0,9,1,1,1000.0
cpd00229_e0,9,1,1,2.0944456168000001e-13
cpd00239_e0,9,1,1,1000.0
cpd00254_e0,9,1,1,1000.0
cpd00971_e0,9,1,1,1000.0
cpd09695_e0,9,1,1,1000.0
cpd10515_e0,9,1,1,1000.0
cpd10516_e0,9,1,1,1000.0
cpd15380_e0,9,1,1,1000.0
tRNA[e],9,1,1,1.8107381358e-14
Cadmium[e],10,1,1,1000.0
HCO3[e],10,1,1,1000.0
Molybdenum[e],10,1,1,1000.0
Photon[e],10,1,1,0.0093378145542
S_Adenosyl_4_methylthio_2_oxobutanoate[e],10,1,1,3.4683664882000005e-13
S_Methyl_5_thio_D_ribose[e],10,1,1,3.3918442042e-12
Selenate[e],10,1,1,1000.0
biomass[e],10,1,1,7.5436005538e-11
cpd00001_e0,10,1,1,1000.0
cpd00007_e0,10,1,1,1000.0
cpd00009_e0,10,1,1,1000.0
cpd00011_e0,10,1,1,1000.0
cpd00012_e0,10,1,1,1000.0
cpd00013_e0,10,1,1,1000.0
cpd00025_e0,10,1,1,8.2859019525e-12
cpd00029_e0,10,1,1,1000.0
cpd00030_e0,10,1,1,1000.0
cpd00034_e0,10,1,1,1000.0
cpd00036_e0,10,1,1,1000.0
cpd00048_e0,10,1,1,1000.0
cpd00051_e0,10,1,1,1000.0
cpd00054_e0,10,1,1,1000.0
cpd00058_e0,10,1,1,1000.0
cpd00063_e0,10,1,1,1000.0
cpd00067_e0,10,1,1,1000.0000001
cpd00085_e0,10,1,1,1000.0
cpd00099_e0,10,1,1,1000.0
cpd00106_e0,10,1,1,1000.0
cpd00108_e0,10,1,1,1000.0
cpd00116_e0,10,1,1,1000.0
cpd00129_e0,10,1,1,1000.0
cpd00142_e0,10,1,1,1000.0
cpd00149_e0,10,1,1,1000.0
cpd00166_e0,10,1,1,1000.0
cpd00204_e0,10,1,1,6.3366244651999995e-16
cpd00205_e0,10,1,1,1000.0
cpd00229_e0,10,1,1,4.4926546761000004e-13
cpd00239_e0,10,1,1,1000.0
cpd00254_e0,10,1,1,1000.0
cpd00971_e0,10,1,1,1000.0
cpd09695_e0,10,1,1,1000.0
cpd10515_e0,10,1,1,1000.0
cpd10516_e0,10,1,1,1000.0
cpd15380_e0,10,1,1,1000.0
tRNA[e],10,1,1,3.884092806e-14
Cadmium[e],11,1,1,1000.0
HCO3[e],11,1,1,1000.0
Molybdenum[e],11,1,1,1000.0
Photon[e],11,1,1,0.010352761804
S_Adenosyl_4_methylthio_2_oxobutanoate[e],11,1,1,6.010262118400001e-13
S_Methyl_5_thio_D_ribose[e],11,1,1,5.8776582005e-12
Selenate[e],11,1,1,1000.0
biomass[e],11,1,1,1.3072152784e-10
cpd00001_e0,11,1,1,1000.0
cpd00007_e0,11,1,1,1000.0
cpd00009_e0,11,1,1,1000.0
cpd00011_e0,11,1,1,1000.0
cpd00012_e0,11,1,1,1000.0
cpd00013_e0,11,1,1,1000.0
cpd00025_e0,11,1,1,1.435847186e-11
cpd00029_e0,11,1,1,1000.0
cpd00030_e0,11,1,1,1000.0
cpd00034_e0,11,1,1,1000.0
cpd00036_e0,11,1,1,1000.0
cpd00048_e0,11,1,1,1000.0
cpd00051_e0,11,1,1,1000.0
cpd00054_e0,11,1,1,1000.0
cpd00058_e0,11,1,1,1000.0
cpd00063_e0,11,1,1,1000.0
cpd00067_e0,11,1,1,1000.0000001
cpd00085_e0,11,1,1,1000.0
cpd00099_e0,11,1,1,1000.0
cpd00106_e0,11,1,1,1000.0
cpd00108_e0,11,1,1,1000.0
cpd00116_e0,11,1,1,1000.0
cpd00129_e0,11,1,1,1000.0
cpd00142_e0,11,1,1,1000.0
cpd00149_e0,11,1,1,1000.0
cpd00166_e0,11,1,1,1000.0
cpd00204_e0,11,1,1,1.0980608338e-15
cpd00205_e0,11,1,1,1000.0
cpd00229_e0,11,1,1,7.785230396500001e-13
cpd00239_e0,11,1,1,1000.0
cpd00254_e0,11,1,1,1000.0
cpd00971_e0,11,1,1,1000.0
cpd09695_e0,11,1,1,1000.0
cpd10515_e0,11,1,1,1000.0
cpd10516_e0,11,1,1,1000.0
cpd15380_e0,11,1,1,1000.0
tRNA[e],11,1,1,6.7306658438e-14
Cadmium[e],12,1,1,1000.0
HCO3[e],12,1,1,1000.0
Molybdenum[e],12,1,1,1000.0
Photon[e],12,1,1,0.011360613788
S_Adenosyl_4_methylthio_2_oxobutanoate[e],12,1,1,9.2385690182e-13
S_Methyl_5_thio_D_ribose[e],12,1,1,9.0347392313e-12
Selenate[e],12,1,1,1000.0
biomass[e],12,1,1,2.0093630416e-10
cpd00001_e0,12,1,1,1000.0
cpd00007_e0,12,1,1,1000.0
cpd00009_e0,12,1,1,1000.0
cpd00011_e0,12,1,1,1000.0
cpd00012_e0,12,1,1,1000.0
cpd00013_e0,12,1,1,1000.0
cpd00025_e0,12,1,1,2.2070873227e-11
cpd00029_e0,12,1,1,1000.0
cpd00030_e0,12,1,1,1000.0
cpd00034_e0,12,1,1,1000.0
cpd00036_e0,12,1,1,1000.0
cpd00048_e0,12,1,1,1000.0
cpd00051_e0,12,1,1,1000.0
cpd00054_e0,12,1,1,1000.0
cpd00058_e0,12,1,1,1000.0
cpd00063_e0,12,1,1,1000.0
cpd00067_e0,12,1,1,1000.0000001
cpd00085_e0,12,1,1,1000.0
cpd00099_e0,12,1,1,1000.0
cpd00106_e0,12,1,1,1000.0
cpd00108_e0,12,1,1,1000.0
cpd00116_e0,12,1,1,1000.0
cpd00129_e0,12,1,1,1000.0
cpd00142_e0,12,1,1,1000.0
cpd00149_e0,12,1,1,1000.0
cpd00166_e0,12,1,1,1000.0
cpd00204_e0,12,1,1,1.687864955e-15
cpd00205_e0,12,1,1,1000.0
cpd00229_e0,12,1,1,1.1966930381e-12
cpd00239_e0,12,1,1,1000.0
cpd00254_e0,12,1,1,1000.0
cpd00971_e0,12,1,1,1000.0
cpd09695_e0,12,1,1,1000.0
cpd10515_e0,12,1,1,1000.0
cpd10516_e0,12,1,1,1000.0
cpd15380_e0,12,1,1,1000.0
tRNA[e],12,1,1,1.0345924972000001e-13
Cadmium[e],13,1,1,1000.0
HCO3[e],13,1,1,1000.0
Molybdenum[e],13,1,1,1000.0
Photon[e],13,1,1,0.012360679775
S_Adenosyl_4_methylthio_2_oxobutanoate[e],13,1,1,1.3148927096e-12
S_Methyl_5_thio_D_ribose[e],13,1,1,1.2858823401e-11
Selenate[e],13,1,1,1000.0
biomass[e],13,1,1,2.8598550373e-10
cpd00001_e0,13,1,1,1000.0
cpd00007_e0,13,1,1,1000.0
cpd00009_e0,13,1,1,1000.0
cpd00011_e0,13,1,1,1000.0
cpd00012_e0,13,1,1,1000.0
cpd00013_e0,13,1,1,1000.0
cpd00025_e0,13,1,1,3.1412689827e-11
cpd00029_e0,13,1,1,1000.0
cpd00030_e0,13,1,1,1000.0
cpd00034_e0,13,1,1,1000.0
cpd00036_e0,13,1,1,1000.0
cpd00048_e0,13,1,1,1000.0
cpd00051_e0,13,1,1,1000.0
cpd00054_e0,13,1,1,1000.0
cpd00058_e0,13,1,1,1000.0
cpd00063_e0,13,1,1,1000.0
cpd00067_e0,13,1,1,1000.0000001
cpd00085_e0,13,1,1,1000.0
cpd00099_e0,13,1,1,1000.0
cpd00106_e0,13,1,1,1000.0
cpd00108_e0,13,1,1,1000.0
cpd00116_e0,13,1,1,1000.0
cpd00129_e0,13,1,1,1000.0
cpd00142_e0,13,1,1,1000.0
cpd00149_e0,13,1,1,1000.0
cpd00166_e0,13,1,1,1000.0
cpd00204_e0,13,1,1,2.4022782313999997e-15
cpd00205_e0,13,1,1,1000.0
cpd00229_e0,13,1,1,1.7032106903e-12
cpd00239_e0,13,1,1,1000.0
cpd00254_e0,13,1,1,1000.0
cpd00971_e0,13,1,1,1000.0
cpd09695_e0,13,1,1,1000.0
cpd10515_e0,13,1,1,1000.0
cpd10516_e0,13,1,1,1000.0
cpd15380_e0,13,1,1,1000.0
tRNA[e],13,1,1,1.4724987488e-13
Cadmium[e],14,1,1,1000.0
HCO3[e],14,1,1,1000.0
Molybdenum[e],14,1,1,1000.0
Photon[e],14,1,1,0.013352274369
S_Adenosyl_4_methylthio_2_oxobutanoate[e],14,1,1,1.7736661691e-12
S_Methyl_5_thio_D_ribose[e],14,1,1,1.7345339185e-11
Selenate[e],14,1,1,1000.0
biomass[e],14,1,1,3.8576745395e-10
cpd00001_e0,14,1,1,1000.0
cpd00007_e0,14,1,1,1000.0
cpd00009_e0,14,1,1,1000.0
cpd00011_e0,14,1,1,1000.0
cpd00012_e0,14,1,1,1000.0
cpd00013_e0,14,1,1,1000.0
cpd00025_e0,14,1,1,4.2372753927e-11
cpd00029_e0,14,1,1,1000.0
cpd00030_e0,14,1,1,1000.0
cpd00034_e0,14,1,1,1000.0
cpd00036_e0,14,1,1,1000.0
cpd00048_e0,14,1,1,1000.0
cpd00051_e0,14,1,1,1000.0
cpd00054_e0,14,1,1,1000.0
cpd00058_e0,14,1,1,1000.0
cpd00063_e0,14,1,1,1000.0
cpd00067_e0,14,1,1,1000.0000001
cpd00085_e0,14,1,1,1000.0
cpd00099_e0,14,1,1,1000.0
cpd00106_e0,14,1,1,1000.0
cpd00108_e0,14,1,1,1000.0
cpd00116_e0,14,1,1,1000.0
cpd00129_e0,14,1,1,1000.0
cpd00142_e0,14,1,1,1000.0
cpd00149_e0,14,1,1,1000.0
cpd00166_e0,14,1,1,1000.0
cpd00204_e0,14,1,1,3.2404466131999995e-15
cpd00205_e0,14,1,1,1000.0
cpd00229_e0,14,1,1,2.2974704765e-12
cpd00239_e0,14,1,1,1000.0
cpd00254_e0,14,1,1,1000.0
cpd00971_e0,14,1,1,1000.0
cpd09695_e0,14,1,1,1000.0
cpd10515_e0,14,1,1,1000.0
cpd10516_e0,14,1,1,1000.0
cpd15380_e0,14,1,1,1000.0
tRNA[e],14,1,1,1.9862618414000003e-13
Cadmium[e],15,1,1,1000.0
HCO3[e],15,1,1,1000.0
Molybdenum[e],15,1,1,1000.0
Photon[e],15,1,1,0.014334717982
S_Adenosyl_4_methylthio_2_oxobutanoate[e],15,1,1,2.2996781665e-12
S_Methyl_5_thio_D_ribose[e],15,1,1,2.2489405566e-11
Selenate[e],15,1,1,1000.0
biomass[e],15,1,1,5.0017359898e-10
cpd00001_e0,15,1,1,1000.0
cpd00007_e0,15,1,1,1000.0
cpd00009_e0,15,1,1,1000.0
cpd00011_e0,15,1,1,1000.0
cpd00012_e0,15,1,1,1000.0
cpd00013_e0,15,1,1,1000.0
cpd00025_e0,15,1,1,5.4939141738e-11
cpd00029_e0,15,1,1,1000.0
cpd00030_e0,15,1,1,1000.0
cpd00034_e0,15,1,1,1000.0
cpd00036_e0,15,1,1,1000.0
cpd00048_e0,15,1,1,1000.0
cpd00051_e0,15,1,1,1000.0
cpd00054_e0,15,1,1,1000.0
cpd00058_e0,15,1,1,1000.0
cpd00063_e0,15,1,1,1000.0
cpd00067_e0,15,1,1,1000.0000002
cpd00085_e0,15,1,1,1000.0
cpd00099_e0,15,1,1,1000.0
cpd00106_e0,15,1,1,1000.0
cpd00108_e0,15,1,1,1000.0
cpd00116_e0,15,1,1,1000.0
cpd00129_e0,15,1,1,1000.0
cpd00142_e0,15,1,1,1000.0
cpd00149_e0,15,1,1,1000.0
cpd00166_e0,15,1,1,1000.0
cpd00204_e0,15,1,1,4.2014582314e-15
cpd00205_e0,15,1,1,1000.0
cpd00229_e0,15,1,1,2.9788258833e-12
cpd00239_e0,15,1,1,1000.0
cpd00254_e0,15,1,1,1000.0
cpd00971_e0,15,1,1,1000.0
cpd09695_e0,15,1,1,1000.0
cpd10515_e0,15,1,1,1000.0
cpd10516_e0,15,1,1,1000.0
cpd15380_e0,15,1,1,1000.0
tRNA[e],15,1,1,2.5753228365000004e-13
Cadmium[e],16,1,1,1000.0
HCO3[e],16,1,1,1000.0
Molybdenum[e],16,1,1,1000.0
Photon[e],16,1,1,0.015307337295
S_Adenosyl_4_methylthio_2_oxobutanoate[e],16,1,1,2.8923977273e-12
S_Methyl_5_thio_D_ribose[e],16,1,1,2.8285829946e-11
Selenate[e],16,1,1,1000.0
biomass[e],16,1,1,6.2908845337e-10
cpd00001_e0,16,1,1,1000.0
cpd00007_e0,16,1,1,1000.0
cpd00009_e0,16,1,1,1000.0
cpd00011_e0,16,1,1,1000.0
cpd00012_e0,16,1,1,1000.0
