,w_c,growth_rate,phi_C,phi_E,phi_R,flux_PFK,flux_EDD,flux_glc
83,0.5917804305683095,0.05938784153159148,0.43072727319057214,0.04335331570635314,0.07609593306037056,0.39705591181364036,0.0,0.7278498087152496
84,0.6132231404958679,0.05709304801412599,0.43219765604509186,0.042259010631914784,0.07570581816240142,0.38374199683637955,0.0,0.7047967167312144
85,0.6351800836649323,0.0548891257114179,0.4336098134099843,0.04120803879450781,0.07533115137094104,0.37095529775805447,0.0,0.6826565009848773
86,0.6576573818998062,0.052771931741288754,0.43496639982600604,0.040198424601575446,0.0749712283960191,0.35867177843741366,0.0,0.6613875428106621
87,0.6806611570247937,0.050737525186409595,0.4362699404254763,0.039228288770385915,0.07462537928168964,0.34686857449131175,0.0,0.6409502524463648
88,0.7041975308641977,0.048781617299314906,0.4375190145373314,0.038299754824982504,0.07429287494088353,0.33552080349898994,0.0,0.6213015458892678
89,0.7282726252423225,0.04690091576670309,0.4387175098957383,0.037409474585782754,0.07397315568033953,0.32460936414138075,0.0,0.6024083491395289
90,0.7528925619834712,0.04509237736992645,0.43987001859333563,0.03655335469191645,0.0736657041528875,0.31411660029813315,0.0,0.5842400905575588
91,0.7780634629119478,0.043352770671292305,0.4409785998953124,0.03572986545615656,0.0733699710141197,0.30402376383890395,0.0,0.5667643076888925
92,0.8037914498520562,0.04167880256868595,0.4420434348419193,0.03493936552198197,0.07308539643667661,0.29354166003308946,0.0,0.5499479186090879
93,0.8300826446280993,0.04006744249947203,0.4430653098558505,0.03418156512432567,0.07281146522491025,0.2821929340505019,0.0,0.5337604788187764
94,0.8569431690643814,0.03851629150035433,0.4440490021287535,0.03345208022122658,0.07254776955506025,0.271268257447982,0.0,0.5181778887549455
95,0.8843791449852058,0.03702270152921134,0.4449961909674522,0.03274966547502291,0.07229385925996593,0.2607489802010984,0.0,0.5031735466522068
96,0.912396694214876,0.035578914858111266,0.4459245089122882,0.032062654594815276,0.07204841552587891,0.24384081369360178,0.0,0.48873972444191005
97,0.9410019385776964,0.0341849282645871,0.44682784694532773,0.031394900291450985,0.07181143780497981,0.2237834883841662,0.0,0.47484264232303086
98,0.9702009998979697,0.03284145800315453,0.4476984491369469,0.030751344569553855,0.07158304786053628,0.20445301547846587,0.0,0.46144917309302785
99,1.0,0.03154633768567361,0.44853771936061965,0.03013094967523544,0.07136287740656452,0.22217923168379938,0.0,0.44853771936061965
