Pathway.Number,Metabolite,Broad.pathway.description,Kind.of.Metabolism..Synthesis..Degradation..Transport.,Subpathway,Step,StepName,Enzyme,Step.description,Name,Definition,KEGG.Reaction,KEGG.Enzyme,KO,Category.of.Metabolism,Gene,EnzymeName,Diagnostic,DeltaGm,DeltaG0,ATP.Requirement,ATP.Creation,O2.Requirement,NAD..NADP..Req.,NADH.NADPH.Requirement,FAD.Req.,FADH2.Requirement,Notes,Gene.Call.ID,Inferred Presence
18,Pyruvate,Pyruvate Fermentation: Butanol,Degradation,1,7,Alcohol Dehydrogenase,4,,18,7,,1.1.1.-,adhE2,Pyruvate,adhE2,Alcohol Dehydrogenase 4,0,18.1,18.1,,,,1,,,,,,1
18,Pyruvate,Pyruvate Fermentation: Butanol,Degradation,1,7,Alcohol Dehydrogenase,5,,18,7,,1.1.1.-,bdhB,Pyruvate,bdhB,Alcohol Dehydrogenase 5,0,18.1,18.1,,,,1,,,,,2377,1
18,Pyruvate,Pyruvate Fermentation: Butanol,Degradation,1,7,Alcohol Dehydrogenase,5,,18,7,,1.1.1.-,bdhA,Pyruvate,bdhA,Alcohol Dehydrogenase 5,0,18.1,18.1,,,,1,,,,,60,1
18,Pyruvate,Pyruvate Fermentation: Butanol,Degradation,2,5,Butanoyl-CoA dehydrogenase,2,reduction,butanoyl-CoA:NAD+ trans-2-oxidoreductase,Butanoyl-CoA + NAD+ <=> Crotonoyl-CoA + NADH + H+,R01171,1.3.1.44,K00209,Pyruvate,fabV;ter,Butanoyl-CoA dehydrogenase 2,0,,,,,,1,,,,,3377,1
18,Pyruvate,Pyruvate Fermentation: Butanol,Degradation,1,7,Alcohol Dehydrogenase,6,,18,7,,1.1.1.-,adhP,Pyruvate,adhP,Alcohol Dehydrogenase 6,0,18.1,18.1,,,,1,,,,,616,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,1,Pyruvate Ferredoxin Oxidoreductase,4,Acetyl-CoA formation,Acetyl-CoA:formate C-acetyltransferase,Acetyl-CoA + Formate <=> CoA + Pyruvate,R00212,2.3.1.54,K00656,Pyruvate,pf1D,Pyruvate Ferredoxin Oxidoreductase 4,0,-20.9,-20.9,,,,,,,,,,0
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,2,Acetaldehyde Dehydrogenase,1,reduction,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,R00228,1.2.1.10,K00132;K04072,Pyruvate,adhE,Acetaldehyde Dehydrogenase 1,0,3.6,20.7,,,,,1,,,,,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,2,Acetaldehyde Dehydrogenase,2,reduction,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,R00228,1.2.1.10,K04021,Pyruvate,eutE,Acetaldehyde Dehydrogenase 2,0,3.6,20.7,,,,,1,,,,,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,2,Acetaldehyde Dehydrogenase,3,reduction,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,R00228,1.2.1.10,K04073,Pyruvate,mhpF,Acetaldehyde Dehydrogenase 3,0,3.6,20.7,,,,,1,,,,2017,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,2,Acetaldehyde Dehydrogenase,4,reduction,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,R00228,1.2.1.10,K18366,Pyruvate,bphJ;xylQ;nahO;tesF,Acetaldehyde Dehydrogenase 4,0,3.6,20.7,,,,,1,,,,2017,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,1,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13951,Pyruvate,adh1_7,Alcohol Dehydrogenase 1,0,18.1,18.1,,,,,1,,,,,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,2,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13980,Pyruvate,adh4,Alcohol Dehydrogenase 2,0,18.1,18.1,,,,,1,,,,,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,3,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13952,Pyruvate,adh6,Alcohol Dehydrogenase 3,0,18.1,18.1,,,,,1,,,,,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,4,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13953,Pyruvate,adhP,Alcohol Dehydrogenase 4,0,18.1,18.1,,,,,1,,,,616,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,5,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13954,Pyruvate,yiaY,Alcohol Dehydrogenase 5,0,18.1,18.1,,,,,1,,,,1394,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,6,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K00001,Pyruvate,adh,Alcohol Dehydrogenase 6,0,18.1,18.1,,,,,1,,,,1394,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,7,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K00121,Pyruvate,frmA;adh5;adhC,Alcohol Dehydrogenase 7,0,18.1,18.1,,,,,1,,,,2985,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,8,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K18857,Pyruvate,adh1,Alcohol Dehydrogenase 8,0,18.1,18.1,,,,,1,,,,,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,1,3,Alcohol Dehydrogenase,9,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K04022,Pyruvate,eutG,Alcohol Dehydrogenase 9,0,18.1,18.1,,,,,1,,,,1394,1
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,2,4,Pyruvate decarboxylase,1,decarboxylation,pyruvate carboxy-lyase (acetaldehyde-forming),Pyruvate <=> Acetaldehyde + CO2,R00224,4.1.1.1,K01568,Pyruvate,pdc,Pyruvate decarboxylase,0,-30.7,-13.5,,,,,,,,,,0
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,3,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00169,Pyruvate,porA,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,3,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00170,Pyruvate,porB,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,3,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00172,Pyruvate,porD,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,3,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00189,Pyruvate,porC,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,3,1,Pyruvate Ferredoxin Oxidoreductase,2,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00171,Pyruvate,vorG,Pyruvate Ferredoxin Oxidoreductase 2,0,-20.9,-20.9,,,,,,,,,,0
19,Pyruvate,Pyruvate Fermentation: Ethanol,Degradation,3,1,Pyruvate Ferredoxin Oxidoreductase,3,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K03737,Pyruvate,por,Pyruvate Ferredoxin Oxidoreductase 3,0,-20.9,-20.9,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00169,Pyruvate,porA,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00170,Pyruvate,porB,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00172,Pyruvate,porD,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,1,Pyruvate Ferredoxin Oxidoreductase,1,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00189,Pyruvate,porC,Pyruvate Ferredoxin Oxidoreductase 1,0,-20.9,-20.9,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,1,Pyruvate Ferredoxin Oxidoreductase,2,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K00171,Pyruvate,vorG,Pyruvate Ferredoxin Oxidoreductase 2,0,-20.9,-20.9,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,1,Pyruvate Ferredoxin Oxidoreductase,3,Acetyl-CoA formation,pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating),2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,R01196,1.2.7.1,K03737,Pyruvate,por,Pyruvate Ferredoxin Oxidoreductase 3,0,-20.9,-20.9,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,2,Acetyl-CoA Acyltransferase,1,coA formation,acetyl-CoA:acetyl-CoA C-acetyltransferase,2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,R00238,2.3.1.9,K00626,Pyruvate,atoB;acat,Acetyl-CoA Acyltransferase 1,0,25,25,,,,,,,,,1607,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,2,Acetyl-CoA Acyltransferase,2,coA formation,acetyl-CoA:acetyl-CoA C-acetyltransferase,2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,R00238,2.3.1.16,K00632,Pyruvate,fadA,Acetyl-CoA Acyltransferase 2,0,25,25,,,,,,,,,1247,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,2,Acetyl-CoA Acyltransferase,3,coA formation,acetyl-CoA:acetyl-CoA C-acetyltransferase,2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,R00238,2.3.1.16,K07509,Pyruvate,hadhb,Acetyl-CoA Acyltransferase 3,0,25,25,,,,,,,,,1247,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,3,3-hydroxyacyl-CoA Dehydrogenase,1,reduction,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+,R01975,1.1.1.35,K00022,Pyruvate,hadh,3-hydroxyacyl-CoA Dehydrogenase 1,0,-13.8,-13.8,,,,,1,,,,1681,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,3,3-hydroxyacyl-CoA Dehydrogenase,2,reduction,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+,R01975,1.1.1.35,K01782,Pyruvate,fadJ,3-hydroxyacyl-CoA Dehydrogenase 2,0,-13.8,-13.8,,,,,1,,,,1248,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,3,3-hydroxyacyl-CoA Dehydrogenase,3,reduction,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+,R01975,1.1.1.35,K01825,Pyruvate,fadB,3-hydroxyacyl-CoA Dehydrogenase 3,0,-13.8,-13.8,,,,,1,,,,555,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,3,3-hydroxyacyl-CoA Dehydrogenase,4,reduction,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+,R01975,1.1.1.35,K07516,Pyruvate,fadN,3-hydroxyacyl-CoA Dehydrogenase 4,0,-13.8,-13.8,,,,,1,,,,1681,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,3,3-hydroxyacyl-CoA Dehydrogenase,5,reduction,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+,R01975,1.1.1.35,K15016,Pyruvate,hbd2,3-hydroxyacyl-CoA Dehydrogenase 5,0,-13.8,-13.8,,,,,1,,,,1681,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,4,Crotonase,1,condensation,short-chain-enoyl-CoA hydratase;,4,,4.2.1.150,crt,Pyruvate,crt,Crotonase,0,,,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,5,Trans-2-enoyl-CoA Reductase,1,reduction,butanoyl-CoA:NAD+ trans-2-oxidoreductase,Butanoyl-CoA + NAD+ <=> Crotonoyl-CoA + NADH + H+,R01171,1.3.1.44,K00209,Pyruvate,fabV;ter,Trans-2-enoyl-CoA Reductase,0,,,,,,,,,,,3377,1
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,6,Alcohol Dehydrogenase 1,1,,23,9,,1.2.1.-,adhE2,Pyruvate,adhE2,Alcohol Dehydrogenase 1,0,25,25,,,,,,,,,,0
20,Pyruvate,Pyruvate Fermentation: Hexanol,Degradation,1,7,Alcohol Dehydrogenase 2,1,,23,10,,1.1.1.-,adhE;adhP,Pyruvate,adhE;adhP,Alcohol Dehydrogenase 1,0,25,25,,,,,,,,,,
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,1,Pyruvate Decarboxylase,1,decarboxylation,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating),(S)-2-Acetolactate + CO2 <=> 2 Pyruvate,R00226,2.2.1.6,K01652,Pyruvate,ilvI,Pyruvate Decarboxylase 1,0,-30.7,-13.5,,,,,,,,,487,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,1,Pyruvate Decarboxylase,1,decarboxylation,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating),(S)-2-Acetolactate + CO2 <=> 2 Pyruvate,R00226,2.2.1.6,K01653,Pyruvate,ilvN,Pyruvate Decarboxylase 1,0,-30.7,-13.5,,,,,,,,,488,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,1,Pyruvate Decarboxylase,1,decarboxylation,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating),(S)-2-Acetolactate + CO2 <=> 2 Pyruvate,R00226,2.2.1.6,K11258,Pyruvate,ilvM,Pyruvate Decarboxylase 1,0,-30.7,-13.5,,,,,,,,,,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,2,Ketol-acid Reductoisomerase,1,reduction,"(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)","(R)-2,3-Dihydroxy-3-methylbutanoate + NADP+ <=> (S)-2-Acetolactate + NADPH + H+",R04439,1.1.1.86,K00053,Pyruvate,ilvC,Ketol-acid Reductoisomerase,0,-15.6,-15.6,,,,,1,,,,3924,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,3,Dihydroxy-acid Dehydratase,1,condensation,"2,3-Dihydroxy-3-methylbutanoate hydro-lyase","2,3-Dihydroxy-3-methylbutanoate <=> 3-Methyl-2-oxobutanoic acid + H2O",R01209,4.2.1.9,K01687,Pyruvate,ilvD,Dihydroxy-acid Dehydratase,0,-36.9,-36.9,,,,,,,,,3920,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,4,(3S)-3-Methyl-2-oxopentanoate Carboxy-lyase,1,decarboxylation,24,4,R03894,4.1.1.72,kivD;pdc6;pdc5;pdc1,Pyruvate,kivD;pdc6;pdc5;pdc1,(3S)-3-Methyl-2-oxopentanoate Carboxy-lyase,0,-25.2,-8.1,,,,,,,,,,
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,1,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13951,Pyruvate,adh1_7,Alcohol Dehydrogenase 1,0,18.1,18.1,,,,,1,,,,,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,2,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13980,Pyruvate,adh4,Alcohol Dehydrogenase 2,0,18.1,18.1,,,,,1,,,,,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,3,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13952,Pyruvate,adh6,Alcohol Dehydrogenase 3,0,18.1,18.1,,,,,1,,,,,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,4,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13953,Pyruvate,adhP,Alcohol Dehydrogenase 4,0,18.1,18.1,,,,,1,,,,616,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,5,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K13954,Pyruvate,yiaY,Alcohol Dehydrogenase 5,0,18.1,18.1,,,,,1,,,,1394,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,6,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K00001,Pyruvate,adh,Alcohol Dehydrogenase 6,0,18.1,18.1,,,,,1,,,,1394,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,7,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K00121,Pyruvate,frmA;adh5;adhC,Alcohol Dehydrogenase 7,0,18.1,18.1,,,,,1,,,,2985,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,8,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K04072,Pyruvate,adhE,Alcohol Dehydrogenase 8,0,18.1,18.1,,,,,1,,,,,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,9,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K18857,Pyruvate,adh1,Alcohol Dehydrogenase 9,0,18.1,18.1,,,,,1,,,,,1
21,Pyruvate,Pyruvate Fermentation: Isobutanol,Degradation,1,5,Alcohol Dehydrogenase,10,reduction,ethanol:NAD+ oxidoreductase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,R00754,1.1.1.1,K04022,Pyruvate,eutG,Alcohol Dehydrogenase 10,0,18.1,18.1,,,,,1,,,,1394,1
14,Pyruvate,Pyruvate Fermentation: Lactate,Degradation,1,1,D-lactate dehydrogenase,1,reduction,(R)-Lactate:NAD+ oxidoreductase,(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,R00704,1.1.1.28,K03778,Pyruvate,ldhA,D-lactate dehydrogenase 1,0,-20.6,-20.6,,,,,1,,,,1895,1
14,Pyruvate,Pyruvate Fermentation: Lactate,Degradation,2,1,D-lactate dehydrogenase,2,reduction,(S)-Lactate:NAD+ oxidoreductase,(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+,R00703,1.1.1.27,K00016,Pyruvate,ldh,D-lactate dehydrogenase 2,0,-20.6,-20.6,,,,,1,,,,,1
22,Pyruvate,Pyruvate Fermentation: Opines,Degradation,1,1,D-octopine dehydrogenase,1,condensation/reduction,N2-(D-1-carboxyethyl)-L-arginine:NAD+ oxidoreductase (L-arginine-forming),Octopine + NAD+ + H2O <=> L-Arginine + Pyruvate + NADH + H+,R00562,1.5.1.11,K23233,Pyruvate,ogh1,D-octopine dehydrogenase,0,-11.2,-28.3,,,,,1,,,,,0
22,Pyruvate,Pyruvate Fermentation: Opines,Degradation,2,2,"2,2'-iminodipropanoate:NAD+ Oxidoreductase",1,condensation/reduction,"2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)",Alanopine + NAD+ + H2O <=> L-Alanine + Pyruvate + NADH + H+,R00398,1.5.1.17,AlDH,Pyruvate,aldH,"2,2'-iminodipropanoate:NAD+ Oxidoreductase",0,-13.9,-31.1,,,,,1,,,,,0
22,Pyruvate,Pyruvate Fermentation: Opines,Degradation,3,3,Tauropine dehydrogenase,1,condensation/reduction,tauropine:NAD+ oxidoreductase (taurine-forming),Tauropine + NAD+ + H2O <=> Taurine + Pyruvate + NADH + H+,R01683,1.5.1.23,K23235,Pyruvate,tadH,Tauropine dehydrogenase,0,-18.9,-36,,,,,1,,,,,0
23,Pyruvate,Pyruvate Fermentation: Propanoate,Degradation,1,1,Methylmalonyl-CoA carboxyltransferase,1,carboxyl transferase,(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase,(S)-Methylmalonyl-CoA + Pyruvate <=> Propanoyl-CoA + Oxaloacetate,R00930,2.1.3.1,K03416,Pyruvate,pycB,Methylmalonyl-CoA carboxyltransferase,0,-2.2,-2.2,,,,,,,,,1104,1
23,Pyruvate,Pyruvate Fermentation: Propanoate,Degradation,1,2,Malate Dehydrogenase,1,reduction,(S)-malate:NAD+ oxidoreductase,(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,R00342,1.1.1.37,K00025,Pyruvate,mdh1,Malate Dehydrogenase 1,0,-26.5,-26.5,,,,1,,,,,,1
23,Pyruvate,Pyruvate Fermentation: Propanoate,Degradation,1,2,Malate Dehydrogenase,2,reduction,(S)-malate:NAD+ oxidoreductase,(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,R00342,1.1.1.37,K00026,Pyruvate,mdh2,Malate Dehydrogenase 2,0,-26.5,-26.5,,,,1,,,,,,1
23,Pyruvate,Pyruvate Fermentation: Propanoate,Degradation,1,2,Malate Dehydrogenase,3,reduction,(S)-malate:NAD+ oxidoreductase,(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,R00342,1.1.1.37,K00024,Pyruvate,mdh,Malate Dehydrogenase 3,0,-26.5,-26.5,,,,1,,,,,3380,1
23,Pyruvate,Pyruvate Fermentation: Propanoate,Degradation,1,3,Fumarate hydratase,1,Hydrolysis,(S)-malate hydro-lyase (fumarate-forming),(S)-Malate <=> Fumarate + H2O,R01082,4.2.1.2,K01676;K01677,TCA,fumA,Fumarate hydratase,0,3.4,3.4,,,,,,,,,,1
23,Pyruvate,Pyruvate Fermentation: Propanoate,Degradation,1,3,Fumarate hydratase,1,Hydrolysis,(S)-malate hydro-lyase (fumarate-forming),(S)-Malate <=> Fumarate + H2O,R01082,4.2.1.2,K01676;K01678,TCA,fumB,Fumarate hydratase,0,3.4,3.4,,,,,,,,,,1
23,Pyruvate,Pyruvate Fermentation: Propanoate,Degradation,1,3,Fumarate hydratase,1,Hydrolysis,(S)-malate hydro-lyase (fumarate-forming),(S)-Malate <=> Fumarate + H2O,R01082,4.2.1.2,K01679,TCA,fumC,Fumarate hydratase,0,3.4,3.4,,,,,,,,,3061,1
