Pathway.Number,Metabolite,Broad.pathway.description,Kind.of.Metabolism..Synthesis..Degradation..Transport.,Subpathway,Step,StepName,Enzyme,Step.description,Name,Definition,KEGG.Reaction,KEGG.Enzyme,KO,Category.of.Metabolism,Gene,EnzymeName,Diagnostic,DeltaGm,DeltaG0,ATP.Requirement,ATP.Creation,O2.Requirement,NAD..NADP..Req.,NADH.NADPH.Requirement,FAD.Req.,FADH2.Requirement,Notes,Gene.Call.ID,Inferred Presence
111,Protein Degradation,Cysteine Protease,Degradation,1,2,Cysteine Protease 1,1,,,,,,cp1,Protein Degradation,cp1,Cysteine Protease 1,1,,,,,,,,,,grep  Blastfiltered_lessStringent.csv,3892,1
111,Protein Degradation,Cysteine Protease,Degradation,1,3,Cysteine Protease 26,1,,,,,,cp26,Protein Degradation,cp26,Cysteine Protease 26,1,,,,,,,,,,grep  Blastfiltered_lessStringent.csv,928,1
111,Protein Degradation,Cysteine Protease,Degradation,1,4,Cysteine Protease 93,1,,,,,,cp93,Protein Degradation,cp93,Cysteine Protease 93,1,,,,,,,,,,grep  Blastfiltered_lessStringent.csv,1554,1
111,Protein Degradation,Cysteine Protease,Degradation,1,5,Cysteine Protease 44,1,,,,,,cp44,Protein Degradation,cp44,Cysteine Protease 44,1,,,,,,,,,,grep  Blastfiltered_lessStringent.csv,3033,1
111,Protein Degradation,Cysteine Protease,Degradation,1,6,Cysteine Protease 56,1,,,,,,cp56,Protein Degradation,cp56,Cysteine Protease 56,1,,,,,,,,,,grep  Blastfiltered_lessStringent.csv,1000,1
111,Protein Degradation,Cysteine Protease,Degradation,1,7,Cysteine Protease 60,1,,,,,,cp60,Protein Degradation,cp60,Cysteine Protease 60,1,,,,,,,,,,grep  Blastfiltered_lessStringent.csv,2843,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,1,Cytidine-5'-monophosphate phosphohydrolase,1,5'-nucleotidase,inosine 5'-monophosphate phosphohydrolase,IMP + H2O <=> Inosine + Orthophosphate,R01126,3.1.3.5,K01081,Nucleotide Degradation,nt5c,Inosine 5'-monophosphate phosphohydrolase 1,0,-31.1,-13.9,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,1,Cytidine-5'-monophosphate phosphohydrolase,2,5'-nucleotidase,inosine 5'-monophosphate phosphohydrolase,IMP + H2O <=> Inosine + Orthophosphate,R01126,3.1.3.5,K02566,Nucleotide Degradation,nagD,Inosine 5'-monophosphate phosphohydrolase 2,0,-31.1,-13.9,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,1,Cytidine-5'-monophosphate phosphohydrolase,3,5'/3'-nucleotidase,inosine 5'-monophosphate phosphohydrolase,IMP + H2O <=> Inosine + Orthophosphate,R01126,3.1.3.5,K03787,Nucleotide Degradation,surE,Inosine 5'-monophosphate phosphohydrolase 3,0,-31.1,-13.9,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,1,Cytidine-5'-monophosphate phosphohydrolase,4,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase",inosine 5'-monophosphate phosphohydrolase,IMP + H2O <=> Inosine + Orthophosphate,R01126,3.1.3.5,K08693,Nucleotide Degradation,yfkN,Inosine 5'-monophosphate phosphohydrolase 4,0,-31.1,-13.9,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,1,Cytidine-5'-monophosphate phosphohydrolase,5,5'-nucleotidase / UDP-sugar diphosphatase,inosine 5'-monophosphate phosphohydrolase,IMP + H2O <=> Inosine + Orthophosphate,R01126,3.1.3.5,K11751,Nucleotide Degradation,ushA,Inosine 5'-monophosphate phosphohydrolase 5,0,-31.1,-13.9,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,1,Cytidine-5'-monophosphate phosphohydrolase,6,5'-nucleotidase,inosine 5'-monophosphate phosphohydrolase,IMP + H2O <=> Inosine + Orthophosphate,R01126,3.1.3.5,K20881,Nucleotide Degradation,yrfG,Inosine 5'-monophosphate phosphohydrolase 6,0,-31.1,-13.9,,,,,,,,,3870,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,2,Cytidine deaminase,1,,Cytidine aminohydrolase,Cytidine + H2O <=> Uridine + Ammonia,,3.5.4.5,K01489,Nucleotide Degradation,cdd,Cytidine deaminase,0,-31.4,-14.2,,,,,,,,,1839,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,3,Pyrimidine-nucleoside phosphorylase,1,,uridine:phosphate alpha-D-ribosyltransferase,Uridine + Orthophosphate <=> Uracil + alpha-D-Ribose 1-phosphate,R01876,2.4.2.2,K00756,Nucleotide Degradation,pdp,Pyrimidine-nucleoside phosphorylase 1,0,16,16,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,3,Pyrimidine-nucleoside phosphorylase,2,,uridine:phosphate alpha-D-ribosyltransferase,Uridine + Orthophosphate <=> Uracil + alpha-D-Ribose 1-phosphate,R01876,2.4.2.2,K09913,Nucleotide Degradation,ppnP,Pyrimidine-nucleoside phosphorylase 2,0,16,16,,,,,,,,,1088,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,3,Pyrimidine-nucleoside phosphorylase,3,,uridine:phosphate alpha-D-ribosyltransferase,Uridine + Orthophosphate <=> Uracil + alpha-D-Ribose 1-phosphate,R01876,2.4.2.3,K00757,Nucleotide Degradation,udp,Pyrimidine-nucleoside phosphorylase 3,0,16,16,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,3,Pyrimidine-nucleoside phosphorylase,4,,uridine ribohydrolase,Uridine + H2O <=> Uracil + D-Ribose,R01080,3.2.2.3,K25589,Nucleotide Degradation,inuH,Pyrimidine-nucleoside phosphorylase 4,0,16,16,,,,,,,,,2886,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,3,Pyrimidine-nucleoside phosphorylase,5,,uridine ribohydrolase,Uridine + H2O <=> Uracil + D-Ribose,R01080,3.2.2.8,K10213,Nucleotide Degradation,rihB,Pyrimidine-nucleoside phosphorylase 5,0,16,16,,,,,,,,,2886,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,4,Cytosine/creatinine deaminase,1,,Cytosine aminohydrolase,Cytosine + H2O <=> Uracil + Ammonia,R00974,3.5.4.1,K01485,Nucleotide Degradation,codA,Cytosine/creatinine deaminase 1,1,-46.2,-29.1,,,,,,,,,,1
107,Cytidine Monophosphate,Cytidine Monophosphate Degradation,Degradation,1,4,Cytosine/creatinine deaminase,2,,Cytosine aminohydrolase,Cytosine + H2O <=> Uracil + Ammonia,R00974,3.5.4.1,K03365,Nucleotide Degradation,fcy1,Cytosine/creatinine deaminase 2,1,-46.2,-29.1,,,,,,,,,998,1
6,Nitrate,Denitrification,Misc.,1,1,Nitrate reductase,1,nitrogen reduction to nitrate,nitrite:quinone oxidoreductase,Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O,R09497,1.7.5.1,K00370,Anaerobic Respiration,narG,Nitrate reductase 1,1,,,0,0,0,0,0,0,0,,679,1
6,Nitrate,Denitrification,Misc.,1,1,Nitrate reductase,1,nitrogen reduction to nitrate,nitrite:quinone oxidoreductase,Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O,R09497,1.7.5.1,K00371,Anaerobic Respiration,narH,Nitrate reductase 1,1,,,0,0,0,0,0,0,0,,,1
6,Nitrate,Denitrification,Misc.,1,1,Nitrate reductase,1,nitrogen reduction to nitrate,nitrite:quinone oxidoreductase,Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O,R09497,1.7.5.1,K00374,Anaerobic Respiration,narI,Nitrate reductase 1,1,,,0,0,0,0,0,0,0,,,1
6,Nitrate,Denitrification,Misc.,1,1,Nitrate reductase,2,nitrogen reduction to nitrate,ferrocytochrome:nitrate oxidoreductase,2 Ferrocytochrome + Nitrate <=> 2 Ferricytochrome + Nitrite + H2O,R03071,1.9.6.1,K02567,Anaerobic Respiration,napA,Nitrate reductase 2,1,,,0,0,0,0,0,0,0,,681,1
6,Nitrate,Denitrification,Misc.,1,1,Nitrate reductase,2,nitrogen reduction to nitrate,ferrocytochrome:nitrate oxidoreductase,2 Ferrocytochrome + Nitrate <=> 2 Ferricytochrome + Nitrite + H2O,R03071,1.9.6.1,K02568,Anaerobic Respiration,napB,Nitrate reductase 2,1,,,0,0,0,0,0,0,0,,,1
6,Nitrate,Denitrification,Misc.,1,2,Gammaproteobacteria Nitrate reductase,1,,nitrite:acceptor oxidoreductase," 	
Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor",R00798,1.7.99.4,K00372,Anaerobic Respiration,nasA,Gammaproteobacteria Nitrate reductase 1,1,-55.5,-55.5,,,,,,,,,681,1
6,Nitrate,Denitrification,Misc.,1,2,Gammaproteobacteria Nitrate reductase,2,,nitrite:acceptor oxidoreductase," 	
Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor",R00791,1.7.7.2,K00367,Anaerobic Respiration,narB,Gammaproteobacteria Nitrate reductase 2,1,-55.5,-55.5,,,,,,,,,681,1
6,Nitrate,Denitrification,Misc.,1,2,Gammaproteobacteria Nitrate reductase,3,,nitrite:acceptor oxidoreductase," 	
Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor",R00798,1.7.99.4,K00360,Anaerobic Respiration,nasB,Gammaproteobacteria Nitrate reductase 3,1,-55.5,-55.5,,,,,,,,,679,1
6,Nitrate,Denitrification,Misc.,1,3,Gammaproteobacteria Nitrite reductase,1,,ammonia:NAD+ oxidoreductase,Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+,R00787,1.7.1.15,K00362,Anaerobic Respiration,nirB,Nitrite Reductase,1,,,,,,,1,,,,679,1
6,Nitrate,Denitrification,Misc.,1,3,Gammaproteobacteria Nitrite reductase,1,,ammonia:NAD+ oxidoreductase,Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+,R00787,1.7.1.15,K00363,Anaerobic Respiration,nirD,Nitrite Reductase,1,,,,,,,1,,,,680,1
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,1,Acetyl-CoA C-acetyltransferase,1,acyltransferase,acetyl-CoA:acetyl-CoA C-acetyltransferase,2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,R00238,2.3.1.9,K00626,TCA,atoB,Acetyl-CoA C-acetyltransferase,0,25,25,,,,,,,,,1607,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,2,Acetoacetyl-CoA Reductase,1,reduction,(R)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,(R)-3-Hydroxybutanoyl-CoA + NADP+ <=> Acetoacetyl-CoA + NADPH + H+,R01977,1.1.1.36,K00023,TCA,phbB,Acetoacetyl-CoA Reductase,1,-14.3,-14.3,,,,,1,,,,3196,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,3,3-hydroxybutyryl-CoA Dehydratase,1,reduction,(3R)-3-hydroxybutanoyl-CoA hydro-lyase,(R)-3-Hydroxybutanoyl-CoA <=> Crotonoyl-CoA + H2O,R03027,4.2.1.55,K17865,TCA,croR,3-hydroxybutyryl-CoA Dehydratase,1,3.7,3.7,,,,,,,,,,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,4,Crotonyl-CoA Carboxylase,1,ethyl transfer,ethylmalonyl-CoA:NADP+ oxidoreductase (decarboxylating),(2S)-Ethylmalonyl-CoA + NADP+ <=> Crotonoyl-CoA + CO2 + NADPH + H+,R09291,1.3.1.85,K14446,TCA,ccr,Crotonyl-CoA Carboxylase,1,,,,,,,1,,,,2250,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,5,Methylmalonyl-CoA/Ethylmalonyl-CoA Epimerase,1,epimerization,(2S)-ethylmalonyl-CoA epimerase,(2S)-Ethylmalonyl-CoA <=> (2R)-Ethylmalonyl-CoA,R09979,5.1.99.1,K05606,TCA,epi,Methylmalonyl-CoA/Ethylmalonyl-CoA Epimerase,1,0.2,0.2,,,,,,,,,,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,6,Ethylmalonyl-CoA Mutase,1,epimerization,(2R)-ethylmalonyl-CoA CoA-carbonylmutase,(2R)-Ethylmalonyl-CoA <=> (2S)-Methylsuccinyl-CoA,R09292,5.4.99.63,K14447,TCA,ecm,Ethylmalonyl-CoA Mutase,1,,,,,,,,,,,,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,7,(2S)-methylsuccinyl-CoA Dehydrogenase,1,oxidation,(2S)-methylsuccinyl-CoA:electron-transfer flavoprotein oxidoreductase,(2S)-Methylsuccinyl-CoA + Electron-transferring flavoprotein <=> 2-Methylfumaryl-CoA + Reduced electron-transferring flavoprotein,R09293,1.3.8.12,K14448,TCA,mcd,(2S)-methylsuccinyl-CoA Dehydrogenase,1,,,,,,,,,,,,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,8,2-methylfumaryl-CoA Hydratase,1,hydrolysis,"(2R,3S)-2-methylmalyl-CoA hydro-lyase (2-methylfumaryl-CoA-forming)",L-erythro-3-Methylmalyl-CoA <=> 2-Methylfumaryl-CoA + H2O,R05076,4.2.1.148,K14449,TCA,mch,2-methylfumaryl-CoA Hydratase,1,,,,,,,,,,,,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,9,Malyl-CoA/(S)-citramalyl-CoA Lyase,1,glyoxylate formation,L-erythro-3-methylmalyl-CoA glyoxylate-lyase (propanoyl-CoA-forming),Propanoyl-CoA + Glyoxylate <=> L-erythro-3-Methylmalyl-CoA,R00934,4.1.3.24,K08691,TCA,mcl,Malyl-CoA/(S)-citramalyl-CoA Lyase,1,-2.1,15.1,,,,,,,,,,0
33,Ethyl-Malonyl,Ethyl-malonyl Pathway,Misc.,1,10,(3S)-malyl-CoA Thioesterase,1,co-A transfer,(S)-malyl-CoA hydrolase,L-Malyl-CoA + H2O <=> (S)-Malate + CoA,R10612,3.1.2.30,K14451,TCA,mcl2,(3S)-malyl-CoA Thioesterase,1,,,,,,,,,,,,0
68,,Fatty Acid Degradation,Degradation,1,1,Long-chain acyl-CoA synthetase,1,,Palmitate:CoA ligase (AMP-forming),ATP + Hexadecanoic acid + CoA <=> AMP + Palmitoyl-CoA + Diphosphate,R01280,6.2.1.3,K01897,Fatty Acid Degradation,acsL,Long-chain acyl-CoA synthetase 1,0,-13.5,-13.5,1,,,,,,,,744,1
68,,Fatty Acid Degradation,Degradation,1,2,Acyl-CoA dehydrogenase,1,,"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",Palmitoyl-CoA + FAD <=> trans-Hexadec-2-enoyl-CoA + FADH2,R01279,1.3.3.6,K00232,Fatty Acid Degradation,acox1;acox3,Acyl-CoA dehydrogenase 1,1,43.4,43.4,,,,,,1,,,,1
68,,Fatty Acid Degradation,Degradation,1,2,Acyl-CoA dehydrogenase,2,,"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",Palmitoyl-CoA + FAD <=> trans-Hexadec-2-enoyl-CoA + FADH2,R01279,1.3.8.7,K00249,Fatty Acid Degradation,acd,Acyl-CoA dehydrogenase 2,1,43.4,43.4,,,,,,1,,,81,1
68,,Fatty Acid Degradation,Degradation,1,2,Acyl-CoA dehydrogenase,3,,"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",Palmitoyl-CoA + FAD <=> trans-Hexadec-2-enoyl-CoA + FADH2,R01279,1.3.8.9,K09479,Fatty Acid Degradation,acadVL,Acyl-CoA dehydrogenase 3,1,43.4,43.4,,,,,,1,,,,1
68,,Fatty Acid Degradation,Degradation,1,2,Acyl-CoA dehydrogenase,4,,"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",Palmitoyl-CoA + FAD <=> trans-Hexadec-2-enoyl-CoA + FADH2,R01279,1.3.99.-,K06445,Fatty Acid Degradation,fadE,Acyl-CoA dehydrogenase 4,1,43.4,43.4,,,,,,1,,,2137,1
68,,Fatty Acid Degradation,Degradation,1,2,Acyl-CoA dehydrogenase,5,,"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",Palmitoyl-CoA + FAD <=> trans-Hexadec-2-enoyl-CoA + FADH2,R01279,1.3.8.8,K00255,Fatty Acid Degradation,acadL,Acyl-CoA dehydrogenase 5,1,43.4,43.4,,,,,,1,,,1605,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,1,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K01692,Fatty Acid Degradation,echA,Enoyl-CoA hydratase 1,0,-0.04,-0.4,,,,,,,,,2481,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,2,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K10527,Fatty Acid Degradation,mfp2,Enoyl-CoA hydratase 2,0,-0.04,-0.4,,,,,,,,,,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,3,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K01825,Fatty Acid Degradation,fadB,Enoyl-CoA hydratase 3,0,-0.04,-0.4,,,,,,,,,555,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,4,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K01782,Fatty Acid Degradation,fadJ,Enoyl-CoA hydratase 4,0,-0.04,-0.4,,,,,,,,,1248,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,5,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K07511,Fatty Acid Degradation,echs1,Enoyl-CoA hydratase 5,0,-0.04,-0.4,,,,,,,,,,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,6,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K13767,Fatty Acid Degradation,fadB2,Enoyl-CoA hydratase 6,0,-0.04,-0.4,,,,,,,,,1248,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,7,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K07514,Fatty Acid Degradation,ehhadh,Enoyl-CoA hydratase 7,0,-0.04,-0.4,,,,,,,,,,1
68,,Fatty Acid Degradation,Degradation,1,3,Enoyl-CoA hydratase,8,,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O,R04738,4.2.1.17,K07515,Fatty Acid Degradation,hadhA,Enoyl-CoA hydratase 8,0,-0.04,-0.4,,,,,,,,,,1
68,,Fatty Acid Degradation,Degradation,1,4,3-hydroxyacyl-CoA dehydrogenase,1,,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxyhexadecanoyl-CoA + NAD+ <=> 3-Oxopalmitoyl-CoA + NADH + H,R04737,1.1.1.35,K00022,Fatty Acid Degradation,hadH,3-hydroxyacyl-CoA dehydrogenase 1,0,15.6,15.6,,,,1,,,,,1681,1
68,,Fatty Acid Degradation,Degradation,1,4,3-hydroxyacyl-CoA dehydrogenase,2,,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxyhexadecanoyl-CoA + NAD+ <=> 3-Oxopalmitoyl-CoA + NADH + H,R04737,1.1.1.35,K07516,Fatty Acid Degradation,fadN,3-hydroxyacyl-CoA dehydrogenase 2,0,15.6,15.6,,,,1,,,,,1681,1
68,,Fatty Acid Degradation,Degradation,1,5,Acetyl-CoA acyltransferase,1,,myristoyl-CoA:acetylCoA C-myristoyltransferase,Tetradecanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxopalmitoyl-CoA,R03991,2.3.1.16,K00632,Fatty Acid Degradation,fadA,Acetyl-CoA acyltransferase 1,0,-30.2,-30.2,,,,,,,,,1247,1
68,,Fatty Acid Degradation,Degradation,1,5,Acetyl-CoA acyltransferase,2,,myristoyl-CoA:acetylCoA C-myristoyltransferase,Tetradecanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxopalmitoyl-CoA,R03993,2.3.1.16,K07509,Fatty Acid Degradation,hadhb,Acetyl-CoA acyltransferase 2,0,-30.2,-30.2,,,,,,,,,1247,1
82,Fructose,Fructose Degradation,Degradation,1,1,1-phosphofructokinase,1,,ATP:D-fructose-1-phosphate 6-phosphotransferase,"ATP + D-Fructose 1-phosphate <=> ADP + beta-D-Fructose 1,6-bisphosphate",R02071,2.7.1.56,K00882,Sugar/Alcohol Catabolism,fruK,1-phosphofructokinase,0,-17.6,-17.6,1,,,,,,,Bifunctional,,0
74,Fucoidan,Fucoidan Degradation,Degradation,1,1,Fucoidanase,1,,,,,3.2.1.212,fda1,Polysaccharide Degradation,fda1,Fucoidanase 1,0,,,,,,,,,,,,0
74,Fucoidan,Fucoidan Degradation,Degradation,1,1,Fucoidanase,2,,,,,3.2.1.212,fda2,Polysaccharide Degradation,fda2,Fucoidanase 2,0,,,,,,,,,,,,0
74,Fucoidan,Fucoidan Degradation,Degradation,1,2,α-fucosidase,1,,,,,3.2.1.51,gh29,Polysaccharide Degradation,gh29,α-fucosidase,0,,,,,,,,,,,,0
100,Fucose,Fucose Degradation,Degradation,1,1,L-fucose mutarotase,1,,alpha-L-fucopyranose 1-epimerase,alpha-L-Fucopyranose <=> beta-L-Fucopyranose,R10764,5.1.3.29,K02431,Sugar/Alcohol Catabolism,fucU,L-fucose mutarotase,1,,,,,,,,,,Not preesent,,0
100,Fucose,Fucose Degradation,Degradation,1,2,L-fucose/D-arabinose isomerase,1,,L-fucose aldose-ketose-isomerase,L-Fucose <=> L-Fuculose,R03163,5.3.1.25,K01818,Sugar/Alcohol Catabolism,fucI,L-fucose/D-arabinose isomerase,1,5.5,5.5,,,,,,,,Not preesent,,0
100,Fucose,Fucose Degradation,Degradation,1,3,L-fuculokinase,1,,ATP:L-fuculose 1-phosphotransferase,ATP + L-Fuculose <=> ADP + L-Fuculose 1-phosphate,R03241,2.7.1.51,K00879,Sugar/Alcohol Catabolism,fucK,L-fuculokinase,0,-20.4,-20.4,1,,,,,,,Bifunctional,191,1
100,Fucose,Fucose Degradation,Degradation,1,4,L-fuculose-phosphate aldolase,1,,L-Fuculose-1-phosphate lactaldehyde-lyase,L-Fuculose 1-phosphate <=> Glycerone phosphate + (S)-Lactaldehyde,R02262,4.1.2.17,K01628,Sugar/Alcohol Catabolism,fucA,L-fuculose-phosphate aldolase,1,2.6,19.8,,,,,,,,Bifunctional,,0
100,Fucose,Fucose Degradation,Degradation,1,5,L-fucose dehydrogenase,1,,beta-L-fucopyranose:NADP+ 1-oxidoreductase,"beta-L-Fucopyranose + NADP+ <=> L-Fucono-1,5-lactone + NADPH + H+",R13105,1.1.1.435,K18333,Sugar/Alcohol Catabolism,lvr,L-fucose dehydrogenase,0,,,,,,1,,,,nonspecific,1664,1
100,Fucose,Fucose Degradation,Degradation,1,6,"L-fucono-1,5-lactonase",1,,"L-fucono-1,5-lactone lactonohydrolase","L-Fucono-1,5-lactone + H2O <=> L-Fuconate",R10689,3.1.1.120,K07046,Sugar/Alcohol Catabolism,fucB,"L-fucono-1,5-lactonase",0,,,,,,,,,,nonspecific,704,1
100,Fucose,Fucose Degradation,Degradation,1,7,L-fuconate dehydratase,1,,L-fuconate hydro-lyase,L-Fuconate <=> 2-Dehydro-3-deoxy-L-fuconate + H2O,R03688,4.2.1.68,K18334,Sugar/Alcohol Catabolism,fucD,L-fuconate dehydratase,1,-41,-41,,,,,,,,nonspecific,,0
100,Fucose,Fucose Degradation,Degradation,1,8,2-dehydro-3-deoxy-L-fuconate aldolase,1,,,,,,fucH,Sugar/Alcohol Catabolism,fucH,2-dehydro-3-deoxy-L-fuconate aldolase,0,,,,,,,,,,nonspecific,2346,1
100,Fucose,Fucose Degradation,Degradation,1,9,2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase,1,,2-dehydro-3-deoxy-L-fuconate:NAD+ 4-oxidoreductase,"2-Dehydro-3-deoxy-L-fuconate + NAD+ <=> 2,4-Diketo-3-deoxy-L-fuconate + NADH + H+",R10690,1.1.1.434,K18335,Sugar/Alcohol Catabolism,ucpA,2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase,0,,,,,,1,,,,nonspecific,703,1
100,Fucose,Fucose Degradation,Degradation,1,10,"2,4-didehydro-3-deoxy-L-rhamnonate hydrolase",1,,,"2,4-Diketo-3-deoxy-L-fuconate + H2O <=> (S)-Lactate + Pyruvate",R10691,3.7.1.26,K18336,Sugar/Alcohol Catabolism,lra6,"2,4-didehydro-3-deoxy-L-rhamnonate hydrolase",0,,,,,,,,,,nonspecific,,0
45,GABA,GABA Shunt,Degradation,1,1,Glutamate decarboxylase,1,,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming),L-Glutamate <=> 4-Aminobutanoate + CO2,R00261,4.1.1.15,K01580,Amino Acid Catabolism,gad,Glutamate decarboxylase,1,-37.8,-20.7,,,,,,,,,3575,1
45,GABA,GABA Shunt,Degradation,1,2,4-aminobutyrate Aminotransferase,1,,4-aminobutanoate:pyruvate aminotransferase,4-Aminobutanoate + Pyruvate <=> Succinate semialdehyde + L-Alanine,R10178,2.6.1.96,K16871,Amino Acid Catabolism,pop2,4-aminobutyrate Aminotransferase 1,1,6.5,6.5,,,,,,,,,1334,1
45,GABA,GABA Shunt,Degradation,1,2,4-aminobutyrate Aminotransferase,2,,4-aminobutanoate:2-oxoglutarate aminotransferase,4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate,R01648,2.6.1.19,K00823,Amino Acid Catabolism,puuE,4-aminobutyrate Aminotransferase 2,1,6.5,6.5,,,,,,,,,421,1
45,GABA,GABA Shunt,Degradation,1,2,4-aminobutyrate Aminotransferase,3,,4-aminobutanoate:2-oxoglutarate aminotransferase,4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate,R01648,2.6.1.19,K07250,Amino Acid Catabolism,gabT,4-aminobutyrate Aminotransferase 3,1,6.5,6.5,,,,,,,,,421,1
45,GABA,GABA Shunt,Degradation,1,2,4-aminobutyrate Aminotransferase,4,,4-aminobutanoate:2-oxoglutarate aminotransferase,4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate,R01648,2.6.1.19,K13524,Amino Acid Catabolism,abaT,4-aminobutyrate Aminotransferase 4,1,6.5,6.5,,,,,,,,,421,1
