modelseed_id,kegg_id,equation,gene_id,ec_numbers,already_in_model,name,rxn_def,rev_dir
rxn00006,R00009,(2) H2O2[0] => (2) H2O[0] + (1) O2[0],TK37_RS07625;TK37_RS07380;TK37_RS14370;TK37_RS08115;TK37_RS18615,1.11.1.6;1.11.1.21,yes,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,"-2:cpd00025:0:0:""H2O2"";2:cpd00001:0:0:""H2O"";1:cpd00007:0:0:""O2""",>
rxn00011,R00014,(1) CO2[0] + (1) 2-Hydroxyethyl-ThPP[0] => (1) Pyruvate[0] + (1) TPP[0] + (1) H+[0],TK37_RS01135;TK37_RS14165;TK37_RS14160,1.2.4.1;2.2.1.6;4.1.1.1,yes,pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating),"-1:cpd00011:0:0:""CO2"";-1:cpd03049:0:0:""2-Hydroxyethyl-ThPP"";1:cpd00020:0:0:""Pyruvate"";1:cpd00056:0:0:""TPP"";1:cpd00067:0:0:""H+""",<
rxn00126,R00177,(1) H2O[0] + (1) ATP[0] + (1) L-Methionine[0] <= (1) Phosphate[0] + (1) PPi[0] + (1) S-Adenosyl-L-methionine[0] + (1) H+[0],TK37_RS04040,2.5.1.6,yes,ATP:L-methionine S-adenosyltransferase,"-1:cpd00001:0:0:""H2O"";-1:cpd00002:0:0:""ATP"";-1:cpd00060:0:0:""L-Methionine"";1:cpd00009:0:0:""Phosphate"";1:cpd00012:0:0:""PPi"";1:cpd00017:0:0:""S-Adenosyl-L-methionine"";1:cpd00067:0:0:""H+""",>
rxn00141,R00192,(1) H2O[0] + (1) S-Adenosyl-homocysteine[0] <=> (1) Homocysteine[0] + (1) Adenosine[0],TK37_RS13345,3.13.2.1;3.3.1.1,yes,S-Adenosyl-L-homocysteine hydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00019:0:0:""S-Adenosyl-homocysteine"";1:cpd00135:0:0:""Homocysteine"";1:cpd00182:0:0:""Adenosine""",=
rxn00147,R00199,(1) H2O[0] + (1) ATP[0] + (1) Pyruvate[0] => (1) Phosphate[0] + (1) AMP[0] + (1) Phosphoenolpyruvate[0] + (3) H+[0],TK37_RS06450,2.7.9.2,yes,"ATP:pyruvate,water phosphotransferase","-1:cpd00001:0:0:""H2O"";-1:cpd00002:0:0:""ATP"";-1:cpd00020:0:0:""Pyruvate"";1:cpd00009:0:0:""Phosphate"";1:cpd00018:0:0:""AMP"";1:cpd00061:0:0:""Phosphoenolpyruvate"";3:cpd00067:0:0:""H+""",>
rxn00148,R00200,(1) ATP[0] + (1) Pyruvate[0] <=> (1) ADP[0] + (1) Phosphoenolpyruvate[0] + (1) H+[0],TK37_RS10990,2.7.1.40,yes,ATP:pyruvate 2-O-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00020:0:0:""Pyruvate"";1:cpd00008:0:0:""ADP"";1:cpd00061:0:0:""Phosphoenolpyruvate"";1:cpd00067:0:0:""H+""",=
rxn00154,R00209,(1) NAD[0] + (1) CoA[0] + (1) Pyruvate[0] => (1) NADH[0] + (1) CO2[0] + (1) Acetyl-CoA[0],TK37_RS03470;TK37_RS03465,1.2.1.104;1.2.1.-;1.2.1.M10;1.2.4.1;1.8.1.4;2.3.1.12,no,pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating),"-1:cpd00003:0:0:""NAD"";-1:cpd00010:0:0:""CoA"";-1:cpd00020:0:0:""Pyruvate"";1:cpd00004:0:0:""NADH"";1:cpd00011:0:0:""CO2"";1:cpd00022:0:0:""Acetyl-CoA""",=
rxn00165,R00220,(1) L-Serine[0] => (1) NH3[0] + (1) Pyruvate[0],TK37_RS04390,4.3.1.17;4.2.1.13;4.3.1.19,yes,L-serine ammonia-lyase,"-1:cpd00054:0:0:""L-Serine"";1:cpd00013:0:0:""NH3"";1:cpd00020:0:0:""Pyruvate""",>
rxn15021,R00226,(1) CO2[0] + (1) (S)-2-Acetolactate[0] <= (2) Pyruvate[0] + (1) H+[0],TK37_RS01135;TK37_RS14165;TK37_RS14160,2.2.1.6;4.1.3.18,yes,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),"-1:cpd00011:0:0:""CO2"";-1:cpd19047:0:0:""(S)-2-Acetolactate"";2:cpd00020:0:0:""Pyruvate"";1:cpd00067:0:0:""H+""",<
rxn00171,R00228,(1) NAD[0] + (1) CoA[0] + (1) Acetaldehyde[0] <=> (1) NADH[0] + (1) Acetyl-CoA[0] + (1) H+[0],TK37_RS15745,1.2.1.10,yes,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),"-1:cpd00003:0:0:""NAD"";-1:cpd00010:0:0:""CoA"";-1:cpd00071:0:0:""Acetaldehyde"";1:cpd00004:0:0:""NADH"";1:cpd00022:0:0:""Acetyl-CoA"";1:cpd00067:0:0:""H+""",=
rxn00175,R00235,(1) ATP[0] + (1) CoA[0] + (1) Acetate[0] => (1) PPi[0] + (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0],TK37_RS08045,6.2.1.1,yes,Acetate:CoA ligase (AMP-forming),"-1:cpd00002:0:0:""ATP"";-1:cpd00010:0:0:""CoA"";-1:cpd00029:0:0:""Acetate"";1:cpd00012:0:0:""PPi"";1:cpd00018:0:0:""AMP"";1:cpd00022:0:0:""Acetyl-CoA"";1:cpd00067:0:0:""H+""",>
rxn00178,R00238,(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0],TK37_RS05595;TK37_RS17085;TK37_RS15255,2.3.1.9;2.3.1.16,yes,Acetyl-CoA:acetyl-CoA C-acetyltransferase,"-2:cpd00022:0:0:""Acetyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd00279:0:0:""Acetoacetyl-CoA""",=
rxn00179,R00239,(1) ATP[0] + (1) L-Glutamate[0] <=> (1) ADP[0] + (1) L-Glutamyl 5-phosphate[0],TK37_RS05240;TK37_RS11955,2.7.2.11,yes,ATP:L-glutamate 5-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00023:0:0:""L-Glutamate"";1:cpd00008:0:0:""ADP"";1:cpd02097:0:0:""L-Glutamyl 5-phosphate""",=
rxn00182,R00243,(1) H2O[0] + (1) NAD[0] + (1) L-Glutamate[0] <=> (1) NADH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0],TK37_RS04525,1.4.1.2;1.4.1.3;1.4.1.4,yes,L-glutamate:NAD+ oxidoreductase (deaminating),"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd00023:0:0:""L-Glutamate"";1:cpd00004:0:0:""NADH"";1:cpd00013:0:0:""NH3"";1:cpd00024:0:0:""2-Oxoglutarate"";1:cpd00067:0:0:""H+""",=
rxn00184,R00248,(1) H2O[0] + (1) NADP[0] + (1) L-Glutamate[0] <=> (1) NADPH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0],TK37_RS10415;TK37_RS11915;TK37_RS13525,1.4.1.4;1.4.1.3,yes,L-Glutamate:NADP+ oxidoreductase (deaminating),"-1:cpd00001:0:0:""H2O"";-1:cpd00006:0:0:""NADP"";-1:cpd00023:0:0:""L-Glutamate"";1:cpd00005:0:0:""NADPH"";1:cpd00013:0:0:""NH3"";1:cpd00024:0:0:""2-Oxoglutarate"";1:cpd00067:0:0:""H+""",=
rxn00189,R00256,(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0],TK37_RS12615,3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5,yes,L-Glutamine amidohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00053:0:0:""L-Glutamine"";1:cpd00013:0:0:""NH3"";1:cpd00023:0:0:""L-Glutamate""",>
rxn00191,R00258,(1) 2-Oxoglutarate[0] + (1) L-Alanine[0] <=> (1) Pyruvate[0] + (1) L-Glutamate[0],TK37_RS09410,2.6.1.2,yes,L-Alanine:2-oxoglutarate aminotransferase,"-1:cpd00024:0:0:""2-Oxoglutarate"";-1:cpd00035:0:0:""L-Alanine"";1:cpd00020:0:0:""Pyruvate"";1:cpd00023:0:0:""L-Glutamate""",=
rxn00194,R00261,(1) L-Glutamate[0] + (1) H+[0] => (1) CO2[0] + (1) GABA[0],TK37_RS18945,4.1.1.15,yes,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming),"-1:cpd00023:0:0:""L-Glutamate"";-1:cpd00067:0:0:""H+"";1:cpd00011:0:0:""CO2"";1:cpd00281:0:0:""GABA""",>
,R002740,,TK37_RS03070,5.3.1.9,no,,,
rxn00214,R00291,(1) UDP-glucose[0] <=> (1) UDP-galactose[0],TK37_RS02590,5.1.3.2,yes,UDP-glucose 4-epimerase,"-1:cpd00026:0:0:""UDP-glucose"";1:cpd00043:0:0:""UDP-galactose""",=
rxn00225,R00315,(1) ATP[0] + (1) Acetate[0] <=> (1) ADP[0] + (1) Acetylphosphate[0],TK37_RS07010,2.7.2.1;2.7.2.15,yes,ATP:acetate phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00029:0:0:""Acetate"";1:cpd00008:0:0:""ADP"";1:cpd00196:0:0:""Acetylphosphate""",=
rxn00247,R00341,(1) ATP[0] + (1) Oxaloacetate[0] => (1) ADP[0] + (1) CO2[0] + (1) Phosphoenolpyruvate[0],TK37_RS00180,4.1.1.49,yes,ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming),"-1:cpd00002:0:0:""ATP"";-1:cpd00032:0:0:""Oxaloacetate"";1:cpd00008:0:0:""ADP"";1:cpd00011:0:0:""CO2"";1:cpd00061:0:0:""Phosphoenolpyruvate""",=
rxn00248,R00342,(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0],TK37_RS07925,1.1.1.37;1.1.1.299,yes,(S)-malate:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00130:0:0:""L-Malate"";1:cpd00004:0:0:""NADH"";1:cpd00032:0:0:""Oxaloacetate"";1:cpd00067:0:0:""H+""",=
rxn00256,R00351,(1) CoA[0] + (1) H+[0] + (1) Citrate[0] <= (1) H2O[0] + (1) Acetyl-CoA[0] + (1) Oxaloacetate[0],TK37_RS15995,2.3.3.1;2.3.3.16;2.3.3.3;4.1.3.7,yes,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),"-1:cpd00010:0:0:""CoA"";-1:cpd00067:0:0:""H+"";-1:cpd00137:0:0:""Citrate"";1:cpd00001:0:0:""H2O"";1:cpd00022:0:0:""Acetyl-CoA"";1:cpd00032:0:0:""Oxaloacetate""",<
rxn00262,R00357,(1) H2O[0] + (1) O2[0] + (1) L-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0],TK37_RS05895,1.4.3.16;1.4.3.2,yes,L-Aspartic acid:oxygen oxidoreductase (deaminating),"-1:cpd00001:0:0:""H2O"";-1:cpd00007:0:0:""O2"";-1:cpd00041:0:0:""L-Aspartate"";1:cpd00013:0:0:""NH3"";1:cpd00025:0:0:""H2O2"";1:cpd00032:0:0:""Oxaloacetate""",>
rxn00274,R00371,(1) Acetyl-CoA[0] + (1) Glycine[0] <=> (1) CoA[0] + (1) L-2-Amino-acetoacetate[0],TK37_RS10760,2.3.1.29,yes,Acetyl-CoA:glycine C-acetyltransferase,"-1:cpd00022:0:0:""Acetyl-CoA"";-1:cpd00033:0:0:""Glycine"";1:cpd00010:0:0:""CoA"";1:cpd02211:0:0:""L-2-Amino-acetoacetate""",=
rxn00285,R00405,(1) ATP[0] + (1) CoA[0] + (1) Succinate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Succinyl-CoA[0],TK37_RS15955,6.2.1.5,yes,Succinate:CoA ligase (ADP-forming),"-1:cpd00002:0:0:""ATP"";-1:cpd00010:0:0:""CoA"";-1:cpd00036:0:0:""Succinate"";1:cpd00008:0:0:""ADP"";1:cpd00009:0:0:""Phosphate"";1:cpd00078:0:0:""Succinyl-CoA""",=
rxn00289,R00409,(1) Methylisocitrate[0] <=> (1) Pyruvate[0] + (1) Succinate[0],TK37_RS13105,4.1.3.30,yes,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)","-1:cpd02799:0:0:""Methylisocitrate"";1:cpd00020:0:0:""Pyruvate"";1:cpd00036:0:0:""Succinate""",=
rxn00291,R00411,(1) H2O[0] + (1) N-Succinyl-L-glutamate[0] <=> (1) L-Glutamate[0] + (1) Succinate[0],TK37_RS18835,3.5.1.96,yes,N-succinyl-L-glutamate amidohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd03525:0:0:""N-Succinyl-L-glutamate"";1:cpd00023:0:0:""L-Glutamate"";1:cpd00036:0:0:""Succinate""",=
rxn00324,R00465,(1) NADP[0] + (1) Glycolate[0] <=> (1) NADPH[0] + (1) Glyoxalate[0] + (1) H+[0],TK37_RS13260,1.1.1.79;1.1.1.26,no,glycolate:NADP+ oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00139:0:0:""Glycolate"";1:cpd00005:0:0:""NADPH"";1:cpd00040:0:0:""Glyoxalate"";1:cpd00067:0:0:""H+""",=
rxn00330,R00472,(1) CoA[0] + (1) H+[0] + (1) L-Malate[0] <= (1) H2O[0] + (1) Acetyl-CoA[0] + (1) Glyoxalate[0],TK37_RS12590,2.3.3.9;4.1.3.2,yes,"acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)","-1:cpd00010:0:0:""CoA"";-1:cpd00067:0:0:""H+"";-1:cpd00130:0:0:""L-Malate"";1:cpd00001:0:0:""H2O"";1:cpd00022:0:0:""Acetyl-CoA"";1:cpd00040:0:0:""Glyoxalate""",<
rxn00336,R00479,(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0],TK37_RS12600,4.1.3.1,yes,isocitrate glyoxylate-lyase (succinate-forming),"-1:cpd00260:0:0:""Isocitrate"";1:cpd00036:0:0:""Succinate"";1:cpd00040:0:0:""Glyoxalate""",=
rxn00342,R00485,(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0],TK37_RS16615,3.5.1.1;3.5.1.38,yes,L-Asparagine amidohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00132:0:0:""L-Asparagine"";1:cpd00013:0:0:""NH3"";1:cpd00041:0:0:""L-Aspartate""",>
rxn00348,R00491,(1) L-Aspartate[0] <=> (1) D-Aspartate[0],TK37_RS14985,5.1.1.13,no,aspartate racemase,"-1:cpd00041:0:0:""L-Aspartate"";1:cpd00320:0:0:""D-Aspartate""",=
rxn00377,R00527,(1) H2O[0] + (1) S-Formylglutathione[0] => (1) GSH[0] + (1) Formate[0] + (1) H+[0],TK37_RS16935,3.1.2.12,yes,S-Formylglutathione hydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00759:0:0:""S-Formylglutathione"";1:cpd00042:0:0:""GSH"";1:cpd00047:0:0:""Formate"";1:cpd00067:0:0:""H+""",=
rxn00441,R00621,(1) 2-Oxoglutarate[0] + (1) TPP[0] + (1) H+[0] => (1) CO2[0] + (1) 3-Carboxy-1-hydroxypropyl-ThPP[0],TK37_RS15970,1.2.4.2,yes,R00621,"-1:cpd00024:0:0:""2-Oxoglutarate"";-1:cpd00056:0:0:""TPP"";-1:cpd00067:0:0:""H+"";1:cpd00011:0:0:""CO2"";1:cpd03189:0:0:""3-Carboxy-1-hydroxypropyl-ThPP""",>
rxn00459,R00658,(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0],TK37_RS02495,4.2.1.11,yes,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),"-1:cpd00482:0:0:""2-Phospho-D-glycerate"";1:cpd00001:0:0:""H2O"";1:cpd00061:0:0:""Phosphoenolpyruvate""",=
rxn00478,R00678,(1) O2[0] + (1) L-Tryptophan[0] => (1) N-Formylkynurenine[0],TK37_RS11450,1.13.11.11;1.13.11.52,yes,"L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)","-1:cpd00007:0:0:""O2"";-1:cpd00065:0:0:""L-Tryptophan"";1:cpd01749:0:0:""N-Formylkynurenine""",>
rxn00500,R00704,(1) NAD[0] + (1) D-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0],TK37_RS04230,1.1.1.28,yes,(R)-Lactate:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00221:0:0:""D-Lactate"";1:cpd00004:0:0:""NADH"";1:cpd00020:0:0:""Pyruvate"";1:cpd00067:0:0:""H+""",=
rxn00501,R00705,(1) NAD[0] + (1) CoA[0] + (1) 3-Oxopropanoate[0] => (1) NADH[0] + (1) CO2[0] + (1) Acetyl-CoA[0],TK37_RS17625;TK37_RS07775,1.2.1.18;1.2.1.27,yes,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)","-1:cpd00003:0:0:""NAD"";-1:cpd00010:0:0:""CoA"";-1:cpd00191:0:0:""3-Oxopropanoate"";1:cpd00004:0:0:""NADH"";1:cpd00011:0:0:""CO2"";1:cpd00022:0:0:""Acetyl-CoA""",=
rxn00503,R00707,(2) H2O[0] + (1) NAD[0] + (1) 1-Pyrroline-5-carboxylate[0] <=> (1) NADH[0] + (1) L-Glutamate[0] + (1) H+[0],TK37_RS09770,1.2.1.88;1.5.1.12,no,(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase,"-2:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd02431:0:0:""1-Pyrroline-5-carboxylate"";1:cpd00004:0:0:""NADH"";1:cpd00023:0:0:""L-Glutamate"";1:cpd00067:0:0:""H+""",=
rxn00505,R00709,(1) NAD[0] + (1) Isocitrate[0] => (1) NADH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0],TK37_RS02655,1.1.1.41;1.1.1.286,no,Isocitrate:NAD+ oxidoreductase (decarboxylating),"-1:cpd00003:0:0:""NAD"";-1:cpd00260:0:0:""Isocitrate"";1:cpd00004:0:0:""NADH"";1:cpd00011:0:0:""CO2"";1:cpd00024:0:0:""2-Oxoglutarate""",>
rxn00507,R00711,(1) H2O[0] + (1) NADP[0] + (1) Acetaldehyde[0] => (1) NADPH[0] + (1) Acetate[0] + (2) H+[0],TK37_RS17600,1.2.1.4;1.2.1.3;1.2.1.5,yes,Acetaldehyde:NADP+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00006:0:0:""NADP"";-1:cpd00071:0:0:""Acetaldehyde"";1:cpd00005:0:0:""NADPH"";1:cpd00029:0:0:""Acetate"";2:cpd00067:0:0:""H+""",=
rxn00509,R00714,(1) H2O[0] + (1) NADP[0] + (1) 4-Oxobutanoate[0] <=> (1) NADPH[0] + (1) Succinate[0] + (2) H+[0],TK37_RS00095,1.2.1.79;1.2.1.79;1.2.1.16,no,Succinate-semialdehyde:NADP+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00006:0:0:""NADP"";-1:cpd00199:0:0:""4-Oxobutanoate"";1:cpd00005:0:0:""NADPH"";1:cpd00036:0:0:""Succinate"";2:cpd00067:0:0:""H+""",=
rxn00512,R00717,(1) NAD[0] + (1) Glycolate[0] <=> (1) NADH[0] + (1) Glyoxalate[0] + (1) H+[0],TK37_RS05250,1.1.1.29;1.1.1.26;1.1.99.14,no,Glycolate:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00139:0:0:""Glycolate"";1:cpd00004:0:0:""NADH"";1:cpd00040:0:0:""Glyoxalate"";1:cpd00067:0:0:""H+""",=
rxn00536,R00746,(1) NADP[0] + (1) Ethanol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Acetaldehyde[0],TK37_RS17935,1.1.1.2;1.1.1.71,no,Ethanol:NADP+ oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00363:0:0:""Ethanol"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00071:0:0:""Acetaldehyde""",=
rxn00543,R00754,(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0],TK37_RS09780;TK37_RS03035,1.1.1.1;1.1.1.71,yes,ethanol:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00363:0:0:""Ethanol"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00071:0:0:""Acetaldehyde""",=
rxn00547,R00760,(1) ATP[0] + (1) D-Fructose[0] => (1) ADP[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0],TK37_RS01185,2.7.1.4;2.7.1.1,yes,ATP:D-fructose 6-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00082:0:0:""D-Fructose"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00072:0:0:""D-fructose-6-phosphate""",=
rxn05890,R00785,(1) H2O[0] + (1) NO[0] + (1) Oxidized azurin[0] <= (1) H+[0] + (1) Nitrite[0] + (1) Reduced azurin[0],TK37_RS13800,4.4.1.13;1.7.2.1,no,nitric-oxide:oxidized azurin oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00418:0:0:""NO"";-1:cpd12711:0:0:""Oxidized azurin"";1:cpd00067:0:0:""H+"";1:cpd00075:0:0:""Nitrite"";1:cpd12712:0:0:""Reduced azurin""",?
rxn00568,R00787,(2) H2O[0] + (3) NAD[0] + (1) NH3[0] => (3) NADH[0] + (4) H+[0] + (1) Nitrite[0],TK37_RS08135;TK37_RS08140,1.7.1.15;1.6.6.-;1.7.1.4,yes,NIRBD-RXN.c,"-2:cpd00001:0:0:""H2O"";-3:cpd00003:0:0:""NAD"";-1:cpd00013:0:0:""NH3"";3:cpd00004:0:0:""NADH"";4:cpd00067:0:0:""H+"";1:cpd00075:0:0:""Nitrite""",<
rxn00569,R00789,(2) H2O[0] + (3) NADP[0] + (1) NH3[0] => (3) NADPH[0] + (4) H+[0] + (1) Nitrite[0],TK37_RS08135;TK37_RS08140,1.7.1.15;1.7.1.4,yes,Nitrite reductase (NAD(P)H),"-2:cpd00001:0:0:""H2O"";-3:cpd00006:0:0:""NADP"";-1:cpd00013:0:0:""NH3"";3:cpd00005:0:0:""NADPH"";4:cpd00067:0:0:""H+"";1:cpd00075:0:0:""Nitrite""",<
,R00798,,TK37_RS08145,1.7.99.4,no,,,
rxn00577,R00803,(1) Phosphate[0] + (1) Sucrose[0] => (1) D-Fructose[0] + (1) Glucose-1-phosphate[0],TK37_RS07410;TK37_RS18075,2.4.1.7,yes,sucrose:phosphate alpha-D-glucosyltransferase,"-1:cpd00009:0:0:""Phosphate"";-1:cpd00076:0:0:""Sucrose"";1:cpd00082:0:0:""D-Fructose"";1:cpd00089:0:0:""Glucose-1-phosphate""",=
rxn00598,R00829,(1) Acetyl-CoA[0] + (1) Succinyl-CoA[0] <= (1) CoA[0] + (1) 3-Oxoadipyl-CoA[0],TK37_RS15255,2.3.1.16;2.3.1.-;2.3.1.174,no,Succinyl-CoA:acetyl-CoA C-acyltransferase,"-1:cpd00022:0:0:""Acetyl-CoA"";-1:cpd00078:0:0:""Succinyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd01507:0:0:""3-Oxoadipyl-CoA""",=
rxn00601,R00832,(1) L-Arginine[0] + (1) Succinyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) N2-Succinyl-L-arginine[0],TK37_RS17385,2.3.1.109,yes,succinyl-CoA:L-arginine N2-succinyltransferase,"-1:cpd00051:0:0:""L-Arginine"";-1:cpd00078:0:0:""Succinyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd00067:0:0:""H+"";1:cpd02103:0:0:""N2-Succinyl-L-arginine""",>
rxn00604,R00835,(1) NADP[0] + (1) D-glucose-6-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 6-phospho-D-glucono-1-5-lactone[0],TK37_RS11000,1.1.1.363;1.1.1.49,yes,D-glucose-6-phosphate:NADP+ 1-oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00079:0:0:""D-glucose-6-phosphate"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00911:0:0:""6-phospho-D-glucono-1-5-lactone""",=
rxn00615,R00847,(1) ATP[0] + (1) Glycerol[0] => (1) ADP[0] + (1) H+[0] + (1) Glycerol-3-phosphate[0],TK37_RS14845,2.7.1.30,yes,ATP:glycerol 3-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00100:0:0:""Glycerol"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00080:0:0:""Glycerol-3-phosphate""",=
rxn14229,R00849,(1) Glycerol-3-phosphate[0] + (1) Chinone[0] <=> (1) Glycerone-phosphate[0] + (1) Quinol[0],TK37_RS14835,1.1.5.3,no,sn-glycerol 3-phosphate:quinone oxidoreductase,"-1:cpd00080:0:0:""Glycerol-3-phosphate"";-1:cpd00364:0:0:""Chinone"";1:cpd00095:0:0:""Glycerone-phosphate"";1:cpd00415:0:0:""Quinol""",=
rxn00649,R00897,(1) H2S[0] + (1) O-Acetyl-L-serine[0] <=> (1) Acetate[0] + (1) L-Cysteine[0],TK37_RS01300;TK37_RS18040,2.5.1.47;2.5.1.65,yes,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,"-1:cpd00239:0:0:""H2S"";-1:cpd00722:0:0:""O-Acetyl-L-serine"";1:cpd00029:0:0:""Acetate"";1:cpd00084:0:0:""L-Cysteine""",>
rxn00671,R00922,(1) NAD[0] + (1) CoA[0] + (1) 3-Oxo-2-methylpropanoate[0] => (1) NADH[0] + (1) CO2[0] + (1) Propionyl-CoA[0],TK37_RS17625;TK37_RS07775,1.2.1.27,yes,2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating),"-1:cpd00003:0:0:""NAD"";-1:cpd00010:0:0:""CoA"";-1:cpd00287:0:0:""3-Oxo-2-methylpropanoate"";1:cpd00004:0:0:""NADH"";1:cpd00011:0:0:""CO2"";1:cpd00086:0:0:""Propionyl-CoA""",=
rxn00676,R00927,(1) Acetyl-CoA[0] + (1) Propionyl-CoA[0] <=> (1) CoA[0] + (1) 2-Methylacetoacetyl-CoA[0],TK37_RS15255,2.3.1.16;2.3.1.9,yes,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase,"-1:cpd00022:0:0:""Acetyl-CoA"";-1:cpd00086:0:0:""Propionyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd02124:0:0:""2-Methylacetoacetyl-CoA""",=
rxn00679,R00931,(1) CoA[0] + (1) H+[0] + (1) 2-Methylcitrate[0] <= (1) H2O[0] + (1) Oxaloacetate[0] + (1) Propionyl-CoA[0],TK37_RS13110,2.3.3.5;4.1.3.31,yes,"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)","-1:cpd00010:0:0:""CoA"";-1:cpd00067:0:0:""H+"";-1:cpd01501:0:0:""2-Methylcitrate"";1:cpd00001:0:0:""H2O"";1:cpd00032:0:0:""Oxaloacetate"";1:cpd00086:0:0:""Propionyl-CoA""",<
