modelseed_id,kegg_id,equation,gene_id,ec_numbers,already_in_model,name,rxn_def,rev_dir
rxn01457,R01983,(1) D-Galacturonate[0] <=> (1) D-Tagaturonate[0],TK37_RS19140,5.3.1.12,yes,D-Galacturonate aldose-ketose-isomerase,"-1:cpd00280:0:0:""D-Galacturonate"";1:cpd00437:0:0:""D-Tagaturonate""",=
rxn01476,R02035,(1) H2O[0] + (1) 6-phospho-D-glucono-1-5-lactone[0] <=> (1) H+[0] + (1) 6-Phospho-D-gluconate[0],TK37_RS11005,3.1.1.31,yes,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase","-1:cpd00001:0:0:""H2O"";-1:cpd00911:0:0:""6-phospho-D-glucono-1-5-lactone"";1:cpd00067:0:0:""H+"";1:cpd00284:0:0:""6-Phospho-D-gluconate""",=
rxn01477,R02036,(1) 6-Phospho-D-gluconate[0] => (1) H2O[0] + (1) 2-Keto-3-deoxy-6-phosphogluconate[0],TK37_RS11010,4.2.1.12,yes,6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming),"-1:cpd00284:0:0:""6-Phospho-D-gluconate"";1:cpd00001:0:0:""H2O"";1:cpd02711:0:0:""2-Keto-3-deoxy-6-phosphogluconate""",>
rxn06090,R02055,(1) H+[0] + (1) ps_BS[0] => (1) CO2[0] + (1) Phosphatidylethanolamine[0],TK37_RS14210,4.1.1.65,no,Phsophatidyl-L-serine carboxy-lyase,"-1:cpd00067:0:0:""H+"";-1:cpd11455:0:0:""ps_BS"";1:cpd00011:0:0:""CO2"";1:cpd11456:0:0:""Phosphatidylethanolamine""",?
rxn01484,R02059,(1) H2O[0] + (1) N-Acetyl-D-glucosamine 6-phosphate[0] <=> (1) Acetate[0] + (1) D-Glucosamine phosphate[0],TK37_RS02295,3.5.1.25,yes,N-Acetyl-D-glucosamine-6-phosphate amidohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00293:0:0:""N-Acetyl-D-glucosamine 6-phosphate"";1:cpd00029:0:0:""Acetate"";1:cpd00288:0:0:""D-Glucosamine phosphate""",=
rxn01504,R02085,(1) HMG-CoA[0] <=> (1) H2O[0] + (1) 3-Methylglutaconyl-CoA[0],TK37_RS05575,4.2.1.18,yes,(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming),"-1:cpd00292:0:0:""HMG-CoA"";1:cpd00001:0:0:""H2O"";1:cpd02068:0:0:""3-Methylglutaconyl-CoA""",=
rxn01520,R02101,(1) 5-10-Methylenetetrahydrofolate[0] + (1) dUMP[0] => (1) dTMP[0] + (1) Dihydrofolate[0],TK37_RS09700;TK37_RS19220,2.1.1.45,yes,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase","-1:cpd00125:0:0:""5-10-Methylenetetrahydrofolate"";-1:cpd00299:0:0:""dUMP"";1:cpd00298:0:0:""dTMP"";1:cpd00330:0:0:""Dihydrofolate""",>
rxn01522,R02103,(1) H2O[0] + (1) NAD[0] + (1) XAN[0] <=> (1) NADH[0] + (1) H+[0] + (1) Urate[0],TK37_RS12290;TK37_RS12285;TK37_RS17535;TK37_RS17530,1.17.1.4;1.1.1.204,yes,xanthine:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd00309:0:0:""XAN"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00300:0:0:""Urate""",=
rxn06098,R02114,(1) Sterol[0] + (1) Lecithin[0] <=> (1) 2-Lysolecithin[0] + (1) Steryl ester[0],TK37_RS18460,3.1.1.4;2.3.1.43,no,Phosphatidylcholine:sterol O-acyltransferase,"-1:cpd00301:0:0:""Sterol"";-1:cpd11624:0:0:""Lecithin"";1:cpd02601:0:0:""2-Lysolecithin"";1:cpd11979:0:0:""Steryl ester""",?
rxn01548,R02147,(1) Phosphate[0] + (1) Guanosine[0] <=> (1) Guanine[0] + (1) Ribose 1-phosphate[0],TK37_RS12795,2.4.2.1;2.4.2.15,no,guanosine:phosphate alpha-D-ribosyltransferase,"-1:cpd00009:0:0:""Phosphate"";-1:cpd00311:0:0:""Guanosine"";1:cpd00207:0:0:""Guanine"";1:cpd00475:0:0:""Ribose 1-phosphate""",<
rxn06108,R02163,(1) NAD[0] + (1) QH2[0] <= (1) NADH[0] + (1) H+[0] + (1) Q[0],TK37_RS00615,1.6.5.9;1.6.5.3;1.6.5.8,no,NADH:ubiquinone oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd11665:0:0:""QH2"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd11669:0:0:""Q""",?
,R02362,,TK37_RS07700,3.1.1.11,no,,,
rxn01729,R02401,(1) H2O[0] + (1) NAD[0] + (1) 5-Oxopentanoate[0] <=> (1) NADH[0] + (2) H+[0] + (1) Glutarate[0],TK37_RS00095,1.2.1.20,no,glutarate-semialdehyde:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd02089:0:0:""5-Oxopentanoate"";1:cpd00004:0:0:""NADH"";2:cpd00067:0:0:""H+"";1:cpd00379:0:0:""Glutarate""",=
rxn01747,R02423,(1) H2O[0] + (2) H+[0] + (1) Allantoate[0] => (1) CO2[0] + (1) NH3[0] + (1) Ureidoglycine[0],TK37_RS17750,3.5.3.9,yes,allantoate amidinohydrolase (decarboxylating),"-1:cpd00001:0:0:""H2O"";-2:cpd00067:0:0:""H+"";-1:cpd00388:0:0:""Allantoate"";1:cpd00011:0:0:""CO2"";1:cpd00013:0:0:""NH3"";1:cpd01419:0:0:""Ureidoglycine""",=
rxn01761,R02437,(1) L-Rhamnose[0] <=> (1) L-Rhamnulose[0],TK37_RS15165,5.3.1.14,yes,L-Rhamnose ketol-isomerase,"-1:cpd00396:0:0:""L-Rhamnose"";1:cpd00642:0:0:""L-Rhamnulose""",=
rxn01825,R02519,(1) O2[0] + (1) Homogentisate[0] => (1) H+[0] + (1) 4-Maleylacetoacetate[0],TK37_RS17430,1.13.11.5,yes,"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)","-1:cpd00007:0:0:""O2"";-1:cpd00426:0:0:""Homogentisate"";1:cpd00067:0:0:""H+"";1:cpd00763:0:0:""4-Maleylacetoacetate""",>
rxn01827,R02521,(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) Homogentisate[0],TK37_RS17425,1.13.11.27,yes,"4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)","-1:cpd00007:0:0:""O2"";-1:cpd00868:0:0:""p-hydroxyphenylpyruvate"";1:cpd00011:0:0:""CO2"";1:cpd00426:0:0:""Homogentisate""",>
rxn01872,R02570,(1) Succinyl-CoA[0] + (1) Dihydrolipoamide[0] <=> (1) CoA[0] + (1) S-Succinyldihydrolipoamide[0],TK37_RS15965,2.3.1.61,yes,succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase,"-1:cpd00078:0:0:""Succinyl-CoA"";-1:cpd00449:0:0:""Dihydrolipoamide"";1:cpd00010:0:0:""CoA"";1:cpd00860:0:0:""S-Succinyldihydrolipoamide""",=
,R02661,,TK37_RS04250;TK37_RS20075;TK37_RS10875;TK37_RS09010;TK37_RS09355,1.3.8.1;1.3.8.7,no,,,
rxn01925,R02662,(1) Dihydrolipoamide[0] + (1) Isobutyryl-CoA[0] <=> (1) CoA[0] + (1) S-(2-Methylpropionyl)-dihydrolipoamide[0],TK37_RS04430,2.3.1.168,yes,2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase,"-1:cpd00449:0:0:""Dihydrolipoamide"";-1:cpd00481:0:0:""Isobutyryl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd02700:0:0:""S-(2-Methylpropionyl)-dihydrolipoamide""",=
rxn01930,R02668,(1) H2O[0] + (1) 3-Hydroxy-L-kynurenine[0] => (1) L-Alanine[0] + (1) H+[0] + (1) 3-Hydroxyanthranilate[0],TK37_RS05605,3.7.1.3,yes,3-Hydroxy-L-kynurenine hydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd02065:0:0:""3-Hydroxy-L-kynurenine"";1:cpd00035:0:0:""L-Alanine"";1:cpd00067:0:0:""H+"";1:cpd00483:0:0:""3-Hydroxyanthranilate""",>
rxn01975,R02736,(1) NADP[0] + (1) beta-D-Glucose 6-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 6-phospho-D-glucono-1-5-lactone[0],TK37_RS11000,1.1.1.363;1.1.1.49;1.1.1.49,no,beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00863:0:0:""beta-D-Glucose 6-phosphate"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00911:0:0:""6-phospho-D-glucono-1-5-lactone""",=
rxn15364,R02740,(1) alpha-D-Glucose 6-phosphate[0] <=> (1) beta-D-Fructose 6-phosphate[0],TK37_RS03070,5.3.1.9,no,alpha-D-Glucose 6-phosphate ketol-isomerase,"-1:cpd19006:0:0:""alpha-D-Glucose 6-phosphate"";1:cpd19035:0:0:""beta-D-Fructose 6-phosphate""",=
rxn11968,R02851,(1) D-Lysine[0] + (1) 2-Oxo acid[0] <=> (1) 2-Oxo-6-aminocaproate[0] + (1) D-Amino acid[0],TK37_RS09465,2.6.1.21,no,D-Lysine:2-oxocarboxylate aminotransferase,"-1:cpd00549:0:0:""D-Lysine"";-1:cpd11625:0:0:""2-Oxo acid"";1:cpd02074:0:0:""2-Oxo-6-aminocaproate"";1:cpd11673:0:0:""D-Amino acid""",?
rxn02085,R02914,(1) 4-Imidazolone-5-propanoate[0] <= (1) H2O[0] + (1) Urocanate[0],TK37_RS19275,4.2.1.49,yes,"4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase","-1:cpd02311:0:0:""4-Imidazolone-5-propanoate"";1:cpd00001:0:0:""H2O"";1:cpd00581:0:0:""Urocanate""",=
rxn02167,R03026,(1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) H2O[0] + (1) Crotonyl-CoA[0],TK37_RS11765;TK37_RS08915;TK37_RS01715,4.2.1.17;1.1.1.35;4.2.1.-;4.2.1.55,yes,(S)-3-Hydroxybutanoyl-CoA hydro-lyase,"-1:cpd00842:0:0:""(S)-3-Hydroxybutyryl-CoA"";1:cpd00001:0:0:""H2O"";1:cpd00650:0:0:""Crotonyl-CoA""",=
rxn02229,R03105,(1) Sulfite[0] + (1) Mercaptopyruvate[0] <=> (1) Pyruvate[0] + (1) H2S2O3[0],TK37_RS14240;TK37_RS13750,2.8.1.2,no,3-Mercaptopyruvate:cyanide sulfurtransferase,"-1:cpd00081:0:0:""Sulfite"";-1:cpd00706:0:0:""Mercaptopyruvate"";1:cpd00020:0:0:""Pyruvate"";1:cpd00268:0:0:""H2S2O3""",=
rxn02314,R03236,"(1) ATP[0] + (1) D-Tagatose 6-phosphate[0] => (1) ADP[0] + (1) H+[0] + (1) D-Tagatose 1,6-biphosphate[0]",TK37_RS04315,2.7.1.11;2.7.1.144;2.7.1.56,yes,ATP:D-tagatose-6-phosphate 1-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00805:0:0:""D-Tagatose 6-phosphate"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd02371:0:0:""D-Tagatose 1,6-biphosphate""",=
rxn02373,R03313,(1) NADP[0] + (1) Phosphate[0] + (1) L-Glutamate5-semialdehyde[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Glutamyl 5-phosphate[0],TK37_RS11960,1.2.1.41,yes,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating),"-1:cpd00006:0:0:""NADP"";-1:cpd00009:0:0:""Phosphate"";-1:cpd00858:0:0:""L-Glutamate5-semialdehyde"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd02097:0:0:""L-Glutamyl 5-phosphate""",<
rxn06493,R03815,(1) NAD[0] + (1) Dihydrolipolprotein[0] <=> (1) NADH[0] + (1) H+[0] + (1) Lipoylprotein[0],TK37_RS03470,1.8.1.4,no,dihydrolipoylprotein:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd12225:0:0:""Dihydrolipolprotein"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd12005:0:0:""Lipoylprotein""",?
rxn02749,R03896,(1) D-Citramalate[0] <=> (1) H2O[0] + (1) Citraconate[0],TK37_RS02475;TK37_RS02470,4.2.1.35,no,(R)-2-Methylmalate hydro-lyase,"-1:cpd01700:0:0:""D-Citramalate"";1:cpd00001:0:0:""H2O"";1:cpd01502:0:0:""Citraconate""",=
rxn02767,R03936,(1) H2O[0] + (1) N-Formylkynurenine[0] => (1) L-Alanine[0] + (1) H+[0] + (1) Formylanthranilate[0],TK37_RS05605,3.7.1.3,no,Formylkynurenine hydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd01749:0:0:""N-Formylkynurenine"";1:cpd00035:0:0:""L-Alanine"";1:cpd00067:0:0:""H+"";1:cpd03364:0:0:""Formylanthranilate""",>
rxn06538,R03940,(1) 10-Formyltetrahydrofolate[0] + (1) L-Methionyl-tRNA[0] => (1) H+[0] + (1) Tetrahydrofolate[0] + (1) N-Formylmethionyl-tRNA[0],TK37_RS04770;TK37_RS20335;TK37_RS20550,2.1.2.9,no,10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase,"-1:cpd00201:0:0:""10-Formyltetrahydrofolate"";-1:cpd12105:0:0:""L-Methionyl-tRNA"";1:cpd00067:0:0:""H+"";1:cpd00087:0:0:""Tetrahydrofolate"";1:cpd12285:0:0:""N-Formylmethionyl-tRNA""",?
rxn02804,R03991,(1) Acetyl-CoA[0] + (1) Myristoyl-CoA[0] <=> (1) CoA[0] + (1) 3-Oxopalmitoyl-CoA[0],TK37_RS15255,2.3.1.16;2.3.1.155,yes,myristoyl-CoA:acetylCoA C-myristoyltransferase,"-1:cpd00022:0:0:""Acetyl-CoA"";-1:cpd01695:0:0:""Myristoyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd03114:0:0:""3-Oxopalmitoyl-CoA""",=
rxn02850,R04059,"(2) NADP[0] + (1) (+/-)-trans-Acenaphthene-1,2-diol[0] <=> (2) NADPH[0] + (2) H+[0] + (1) Acenaphthoquinone[0]",TK37_RS05585,1.3.8.4;1.10.1.1,no,"(+/-)-trans-acenaphthene-1,2-diol:NADP+ oxidoreductase","-2:cpd00006:0:0:""NADP"";-1:cpd02564:0:0:""(+/-)-trans-Acenaphthene-1,2-diol"";2:cpd00005:0:0:""NADPH"";2:cpd00067:0:0:""H+"";1:cpd01816:0:0:""Acenaphthoquinone""",=
rxn06600,R04125,(1) Tetrahydrofolate[0] + (1) S-Aminomethyldihydrolipoylprotein[0] => (1) NH3[0] + (1) 5-10-Methylenetetrahydrofolate[0] + (1) Dihydrolipolprotein[0],TK37_RS12495,2.1.2.10,no,S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming),"-1:cpd00087:0:0:""Tetrahydrofolate"";-1:cpd11830:0:0:""S-Aminomethyldihydrolipoylprotein"";1:cpd00013:0:0:""NH3"";1:cpd00125:0:0:""5-10-Methylenetetrahydrofolate"";1:cpd12225:0:0:""Dihydrolipolprotein""",?
rxn02889,R04138,(1) ATP[0] + (1) H2CO3[0] + (1) Dimethylacryloyl-CoA[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) 3-Methylglutaconyl-CoA[0],TK37_RS05570;TK37_RS05580,6.4.1.4,yes,3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming),"-1:cpd00002:0:0:""ATP"";-1:cpd00242:0:0:""H2CO3"";-1:cpd01966:0:0:""Dimethylacryloyl-CoA"";1:cpd00008:0:0:""ADP"";1:cpd00009:0:0:""Phosphate"";1:cpd00067:0:0:""H+"";1:cpd02068:0:0:""3-Methylglutaconyl-CoA""",>
rxn02927,R04189,(2) H2O[0] + (2) H+[0] + (1) N2-Succinyl-L-arginine[0] => (1) CO2[0] + (2) NH3[0] + (1) N2-Succinyl-L-ornithine[0],TK37_RS19910,3.5.3.23;2.6.1.69,yes,N2-succinyl-L-arginine iminohydrolase (decarboxylating),"-2:cpd00001:0:0:""H2O"";-2:cpd00067:0:0:""H+"";-1:cpd02103:0:0:""N2-Succinyl-L-arginine"";1:cpd00011:0:0:""CO2"";2:cpd00013:0:0:""NH3"";1:cpd02160:0:0:""N2-Succinyl-L-ornithine""",>
rxn02933,R04203,(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0],TK37_RS01715,1.1.1.35;1.1.1.178,yes,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase","-1:cpd00003:0:0:""NAD"";-1:cpd02691:0:0:""2-methyl-3-hydroxy-butyryl-CoA"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd02124:0:0:""2-Methylacetoacetyl-CoA""",=
rxn02949,R04224,(1) H2O[0] + (1) Methacrylyl-CoA[0] <=> (1) (S)-3-Hydroxyisobutyryl-CoA[0],TK37_RS11765;TK37_RS08915;TK37_RS01715,4.2.1.17,yes,(S)-3-Hydroxyisobutyryl-CoA hydro-lyase,"-1:cpd00001:0:0:""H2O"";-1:cpd02187:0:0:""Methacrylyl-CoA"";1:cpd03572:0:0:""(S)-3-Hydroxyisobutyryl-CoA""",=
rxn03004,R04325,(1) 10-Formyltetrahydrofolate[0] + (1) GAR[0] => (1) H+[0] + (1) Tetrahydrofolate[0] + (1) N-Formyl-GAR[0],TK37_RS18125,2.1.2.2,yes,10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase,"-1:cpd00201:0:0:""10-Formyltetrahydrofolate"";-1:cpd02394:0:0:""GAR"";1:cpd00067:0:0:""H+"";1:cpd00087:0:0:""Tetrahydrofolate"";1:cpd02678:0:0:""N-Formyl-GAR""",=
rxn06680,R04401,(1) ATP[0] + (1) [Isocitrate dehydrogenase (NADP+)][0] <=> (1) ADP[0] + (1) H+[0] + (1) [Isocitrate dehydrogenase (NADP+)] phosphate[0],TK37_RS03000,2.7.11.5,no,ATP:[isocitrate dehydrogenase (NADP+)] phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd12467:0:0:""[Isocitrate dehydrogenase (NADP+)]"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:H+;1:cpd12573:0:0:""[Isocitrate dehydrogenase (NADP+)] phosphate""",?
rxn03061,R04425,(1) Methylisocitrate[0] <=> (1) H2O[0] + (1) cis-2-Methylaconitate[0],TK37_RS03615;TK37_RS08450,4.2.1.99,yes,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate hydro-lyase","-1:cpd02799:0:0:""Methylisocitrate"";1:cpd00001:0:0:""H2O"";1:cpd02597:0:0:""cis-2-Methylaconitate""",=
,R04432,,TK37_RS04250;TK37_RS20075,1.3.8.1,no,,,
rxn15466,R04439,"(1) NADP[0] + (1) (R)-2,3-Dihydroxy-3-methylbutanoate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) (S)-2-Acetolactate[0]",TK37_RS14860,1.1.1.86,yes,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)","-1:cpd00006:0:0:""NADP"";-1:cpd19030:0:0:""(R)-2,3-Dihydroxy-3-methylbutanoate"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd19047:0:0:""(S)-2-Acetolactate""",=
rxn03137,R04560,(1) 10-Formyltetrahydrofolate[0] + (1) AICAR[0] => (1) Tetrahydrofolate[0] + (1) FAICAR[0],TK37_RS00240,2.1.2.3,yes,10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase,"-1:cpd00201:0:0:""10-Formyltetrahydrofolate"";-1:cpd02851:0:0:""AICAR"";1:cpd00087:0:0:""Tetrahydrofolate"";1:cpd02884:0:0:""FAICAR""",=
rxn03239,R04737,(1) NAD[0] + (1) (S)-3-Hydroxyhexadecanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopalmitoyl-CoA[0],TK37_RS17080,1.1.1.35;1.1.1.211,yes,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd03113:0:0:""(S)-3-Hydroxyhexadecanoyl-CoA"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd03114:0:0:""3-Oxopalmitoyl-CoA""",=
rxn03240,R04738,(1) (S)-3-Hydroxyhexadecanoyl-CoA[0] <=> (1) H2O[0] + (1) (2E)-Hexadecenoyl-CoA[0],TK37_RS11765;TK37_RS08915;TK37_RS01715,4.2.1.17;4.2.1.74,yes,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,"-1:cpd03113:0:0:""(S)-3-Hydroxyhexadecanoyl-CoA"";1:cpd00001:0:0:""H2O"";1:cpd03126:0:0:""(2E)-Hexadecenoyl-CoA""",=
rxn15493,R04779,"(1) ATP[0] + (1) beta-D-Fructose 6-phosphate[0] => (1) ADP[0] + (1) H+[0] + (1) beta-D-Fructose 1,6-bisphosphate[0]",TK37_RS04315,2.7.1.11,no,ATP:D-fructose-6-phosphate 1-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd19035:0:0:""beta-D-Fructose 6-phosphate"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd19036:0:0:""beta-D-Fructose 1,6-bisphosphate""",=
rxn15494,R04780,"(1) H2O[0] + (1) beta-D-Fructose 1,6-bisphosphate[0] <=> (1) Phosphate[0] + (1) beta-D-Fructose 6-phosphate[0]",TK37_RS08530,3.1.3.11,no,"beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase","-1:cpd00001:0:0:""H2O"";-1:cpd19036:0:0:""beta-D-Fructose 1,6-bisphosphate"";1:cpd00009:0:0:""Phosphate"";1:cpd19035:0:0:""beta-D-Fructose 6-phosphate""",=
rxn03422,R05049,(1) H2O[0] + (1) NAD[0] + (1) N-Succinyl-L-glutamate 5-semialdehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) N-Succinyl-L-glutamate[0],TK37_RS17390,1.2.1.71;1.2.1.-,yes,N-succinyl-L-glutamate 5-semialdehyde:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd03526:0:0:""N-Succinyl-L-glutamate 5-semialdehyde"";1:cpd00004:0:0:""NADH"";2:cpd00067:0:0:""H+"";1:cpd03525:0:0:""N-Succinyl-L-glutamate""",=
rxn04453,R06601,"(1) H2O[0] + (1) 5-Hydroxyisourate[0] => (1) H+[0] + (1) 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate[0]",TK37_RS17515,3.5.2.17,yes,5-hydroxyisourate amidohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd08625:0:0:""5-Hydroxyisourate"";1:cpd00067:0:0:""H+"";1:cpd09027:0:0:""5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate""",=
rxn04456,R06604,"(1) H+[0] + (1) 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate[0] => (1) CO2[0] + (1) Allantoin[0]",TK37_RS17520,4.1.1.97;4.1.1.-,no,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,"-1:cpd00067:0:0:H+;-1:cpd09027:0:0:""5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate"";1:cpd00011:0:0:""CO2"";1:cpd01092:0:0:""Allantoin""",>
rxn04792,R06983,(1) NAD[0] + (1) S-(Hydroxymethyl)glutathione[0] <=> (1) NADH[0] + (1) H+[0] + (1) S-Formylglutathione[0],TK37_RS03035,1.1.1.284;1.-.-.-,yes,S-(hydroxymethyl)glutathione dehydrogenase,"-1:cpd00003:0:0:""NAD"";-1:cpd09879:0:0:""S-(Hydroxymethyl)glutathione"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00759:0:0:""S-Formylglutathione""",=
rxn04938,R07140,(1) NADP[0] + (1) S-(Hydroxymethyl)glutathione[0] <=> (1) NADPH[0] + (1) H+[0] + (1) S-Formylglutathione[0],TK37_RS03035,1.1.1.284,yes,S-(hydroxymethyl)glutathione:NADP+ oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd09879:0:0:""S-(Hydroxymethyl)glutathione"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00759:0:0:""S-Formylglutathione""",=
rxn04954,R07168,(1) NAD[0] + (1) 5-Methyltetrahydrofolate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-10-Methylenetetrahydrofolate[0],TK37_RS19405,1.5.1.54;1.5.1.20,yes,5-methyltetrahydrofolate:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00345:0:0:""5-Methyltetrahydrofolate"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00125:0:0:""5-10-Methylenetetrahydrofolate""",=
,R07291,,TK37_RS14285;TK37_RS07300,3.1.1.5,no,,,
rxn05124,R07415,(1) H2O[0] + (1) O2[0] + (1) gamma-L-Glutamylputrescine[0] => (1) NH3[0] + (1) H2O2[0] + (1) gamma-glutamyl-gamma-butyraldehyde[0],TK37_RS13205,1.4.3.-;1.4.3.M3,no,R07415,"-1:cpd00001:0:0:""H2O"";-1:cpd00007:0:0:""O2"";-1:cpd11340:0:0:""gamma-L-Glutamylputrescine"";1:cpd00013:0:0:""NH3"";1:cpd00025:0:0:""H2O2"";1:cpd11341:0:0:""gamma-glutamyl-gamma-butyraldehyde""",>
rxn07434,R07603,(1) TPP[0] + (1) H+[0] + (1) 3MOP[0] => (1) CO2[0] + (1) 2-Methyl-1-hydroxybutyl-TPP[0],TK37_RS04420;TK37_RS04425,1.2.4.4,yes,R07603,"-1:cpd00056:0:0:""TPP"";-1:cpd00067:0:0:""H+"";-1:cpd00508:0:0:""3MOP"";1:cpd00011:0:0:""CO2"";1:cpd14702:0:0:""2-Methyl-1-hydroxybutyl-TPP""",=
rxn15694,R07618,(1) NAD[0] + (1) Enzyme N6-(dihydrolipoyl)lysine[0] <=> (1) NADH[0] + (1) H+[0] + (1) Enzyme N6-(lipoyl)lysine[0],TK37_RS03470,1.8.1.4,no,enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd19172:0:0:""Enzyme N6-(dihydrolipoyl)lysine"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd19171:0:0:""Enzyme N6-(lipoyl)lysine""",?
rxn12204,R08639,(1) Glucose-1-phosphate[0] <=> (1) beta-D-Glucose 6-phosphate[0],TK37_RS18850,5.4.2.2,no,"alpha-D-glucose 1,6-phosphomutase","-1:cpd00089:0:0:""Glucose-1-phosphate"";1:cpd00863:0:0:""beta-D-Glucose 6-phosphate""",=
