ids,growth,status,essential_in_model,locus_tag_from_mut_lib
TK37_RS05940,-2.688977792805759e-16,optimal,True,MIT1002_02711
TK37_RS13155,1.0026378707138932,optimal,False,MIT1002_03139
TK37_RS06805,-1.4120885916387026e-15,optimal,True,MIT1002_03631
TK37_RS06010,0.0,optimal,True,MIT1002_02697
TK37_RS17510,1.010181036392442,optimal,False,MIT1002_01570
TK37_RS03730,1.010181036392455,optimal,False,MIT1002_00796
TK37_RS20290,1.010181036392455,optimal,False,MIT1002_02440
TK37_RS13275,1.010181036392455,optimal,False,MIT1002_03163
TK37_RS14475,-1.2943660345546197e-13,optimal,True,MIT1002_00533
TK37_RS05910,1.89974681603408e-16,optimal,True,MIT1002_02717
TK37_RS18925,1.0101810363924526,optimal,False,MIT1002_03700
TK37_RS13225,1.010181036392464,optimal,False,MIT1002_03153
TK37_RS07955,1.010181036392464,optimal,False,MIT1002_03498
TK37_RS09780,1.0101810363924515,optimal,False,MIT1002_00636
TK37_RS13200,1.0101810363924515,optimal,False,MIT1002_03148
TK37_RS19275,1.0101810363924515,optimal,False,MIT1002_00904
TK37_RS03535,1.0088010084642804,optimal,False,MIT1002_02989
TK37_RS05800,8.909934834597302e-16,optimal,True,MIT1002_02739
TK37_RS08540,1.0101810363924455,optimal,False,MIT1002_00167
TK37_RS20110,1.010181036392464,optimal,False,MIT1002_02528
TK37_RS13235,1.010181036392464,optimal,False,MIT1002_03155
TK37_RS17935,1.010181036392464,optimal,False,MIT1002_01507
TK37_RS05250,1.0101810363924657,optimal,False,MIT1002_04054
TK37_RS14415,6.18779269568401e-14,optimal,True,MIT1002_00521
TK37_RS00345,1.0101810363924515,optimal,False,MIT1002_03939
TK37_RS13895,1.0101810363924435,optimal,False,MIT1002_03179
TK37_RS04250,1.0101810363924435,optimal,False,MIT1002_01978
TK37_RS15645,1.0101810363924435,optimal,False,MIT1002_00377
TK37_RS02510,1.0101606269715897,optimal,False,MIT1002_00954
TK37_RS14880,-2.5237471481032054e-15,optimal,True,MIT1002_04041
TK37_RS12125,1.0101810363924433,optimal,False,MIT1002_01921
TK37_RS00560,4.177072283444959e-16,optimal,True,MIT1002_03896
TK37_RS15285,0.0,optimal,True,MIT1002_00580
TK37_RS05980,0.0,optimal,True,MIT1002_02703
TK37_RS06390,1.0101810363924408,optimal,False,MIT1002_01803
TK37_RS11325,-3.374956451864468e-16,optimal,True,MIT1002_01128
TK37_RS10790,0.0,optimal,True,MIT1002_00069
TK37_RS07675,1.0101810363924475,optimal,False,MIT1002_02454
TK37_RS11030,0.8951993098422919,optimal,False,MIT1002_02401
TK37_RS02870,1.1002233089950621e-13,optimal,True,MIT1002_01027
TK37_RS11450,1.0101810363924462,optimal,False,MIT1002_01154
TK37_RS17240,1.0101810363924406,optimal,False,MIT1002_03754
TK37_RS07350,1.0101810363924406,optimal,False,MIT1002_02519
TK37_RS07240,-1.0725119412443397e-15,optimal,True,MIT1002_01426
TK37_RS02220,0.0,optimal,True,MIT1002_01387
TK37_RS08320,0.0,optimal,True,MIT1002_00741
TK37_RS17120,-1.1940363672424848e-28,optimal,True,MIT1002_03730
TK37_RS01810,1.0101810363924382,optimal,False,MIT1002_01306
TK37_RS03700,-3.153817707669692e-16,optimal,True,MIT1002_00791
TK37_RS13975,0.0,optimal,True,MIT1002_03196
TK37_RS15260,1.0101810363924442,optimal,False,MIT1002_00575
TK37_RS09770,1.0090474664427194,optimal,False,MIT1002_00637
TK37_RS08530,1.0101810363924462,optimal,False,MIT1002_00169
TK37_RS16725,-1.2385586823646889e-15,optimal,True,MIT1002_01866
TK37_RS02740,-8.884659665783216e-30,optimal,True,MIT1002_01000
TK37_RS08215,1.0101810363924526,optimal,False,MIT1002_00719
TK37_RS02630,1.0101810363924226,optimal,False,MIT1002_00978
TK37_RS08185,1.0101810363924226,optimal,False,MIT1002_00711
TK37_RS04830,-9.228820290565308e-16,optimal,True,MIT1002_00007
TK37_RS11890,1.0101810363924468,optimal,False,MIT1002_02541
TK37_RS18040,1.0101810363924226,optimal,False,MIT1002_02237
TK37_RS16705,1.0101810363924226,optimal,False,MIT1002_01862
TK37_RS02540,1.0101810363924226,optimal,False,MIT1002_00960
TK37_RS16235,1.490126365151164e-15,optimal,True,MIT1002_02207
TK37_RS02295,1.0101810363924524,optimal,False,MIT1002_00910
TK37_RS15170,1.0101810363924226,optimal,False,MIT1002_03299
TK37_RS17630,1.0101810363924226,optimal,False,
TK37_RS17810,-9.228820290565308e-16,optimal,True,MIT1002_01603
TK37_RS16245,-8.121007603429292e-16,optimal,True,MIT1002_02205
TK37_RS11010,1.0101810363924475,optimal,False,MIT1002_02405
TK37_RS10910,-2.2229180946108882e-15,optimal,True,MIT1002_00093
TK37_RS15450,0.8686599273260991,optimal,False,MIT1002_00417
TK37_RS01380,1.0101810363924657,optimal,False,MIT1002_01217
TK37_RS01635,-1.5650764980711356e-14,optimal,True,MIT1002_01271
TK37_RS04115,1.0101810363924415,optimal,False,MIT1002_00875
TK37_RS13525,1.0101810363924446,optimal,False,MIT1002_03242
TK37_RS06130,1.0101810363924446,optimal,False,MIT1002_02673
TK37_RS18670,1.0101810363924446,optimal,False,MIT1002_02263
TK37_RS17290,1.0101810363924446,optimal,False,MIT1002_00455
TK37_RS17000,7.304810421365533e-16,optimal,True,MIT1002_01734
TK37_RS06585,0.0,optimal,True,MIT1002_03584
TK37_RS00500,1.0101810363924375,optimal,False,MIT1002_03908
TK37_RS15795,1.0101810363924446,optimal,False,MIT1002_02088
TK37_RS16075,7.760408259585744e-15,optimal,True,MIT1002_02647
TK37_RS18655,1.5712647685080973e-15,optimal,True,MIT1002_02266
TK37_RS09805,0.0,optimal,True,MIT1002_00631
TK37_RS15985,0.955654053681084,optimal,False,MIT1002_01945
TK37_RS03275,1.010181036392452,optimal,False,MIT1002_03040
TK37_RS19920,1.0101810363924473,optimal,False,MIT1002_01702
TK37_RS01710,1.0101810363924408,optimal,False,MIT1002_01286
TK37_RS06515,0.9760635570995388,optimal,False,MIT1002_01830
TK37_RS14390,1.0101810363924433,optimal,False,MIT1002_00516
TK37_RS13340,-1.0254939293626157e-15,optimal,True,MIT1002_03176
TK37_RS02185,1.0101810363924464,optimal,False,MIT1002_01380
TK37_RS11755,1.0101810363924408,optimal,False,MIT1002_02569
TK37_RS19800,1.0100789975325066,optimal,False,MIT1002_01713
TK37_RS15605,4.6699367626047575e-17,optimal,True,MIT1002_00384
TK37_RS08230,1.0101810363924462,optimal,False,MIT1002_00722
TK37_RS07925,0.9511583442960008,optimal,False,MIT1002_03492
TK37_RS15980,0.9556540536810804,optimal,False,MIT1002_01946
TK37_RS01455,1.010181036392436,optimal,False,MIT1002_01234
TK37_RS01645,1.0101810363924426,optimal,False,MIT1002_01273
TK37_RS03540,1.008801008464272,optimal,False,MIT1002_02988
TK37_RS02810,-4.2507267710116005e-16,optimal,True,MIT1002_01015
TK37_RS04770,0.0,optimal,True,MIT1002_00019
TK37_RS07785,1.010181036392449,optimal,False,MIT1002_03464
TK37_RS06025,1.212381000897552e-15,optimal,True,MIT1002_02694
TK37_RS08625,0.0,optimal,True,MIT1002_00150
TK37_RS09180,1.010181036392451,optimal,False,MIT1002_02352
TK37_RS07185,1.0101810363924415,optimal,False,MIT1002_01437
TK37_RS02765,6.344944176817793e-17,optimal,True,MIT1002_01006
TK37_RS05565,1.010181036392449,optimal,False,MIT1002_01665
TK37_RS14925,1.0101810363924415,optimal,False,MIT1002_04032
TK37_RS11660,1.0101810363924415,optimal,False,MIT1002_02588
TK37_RS04720,9.64449020365667e-16,optimal,True,MIT1002_00029
TK37_RS03860,-9.92047129108615e-16,optimal,True,MIT1002_00822
TK37_RS03610,1.010181036392446,optimal,False,MIT1002_00773
TK37_RS18240,1.0101810363924466,optimal,False,MIT1002_03559
TK37_RS11290,1.4251663320493776e-14,optimal,True,MIT1002_01121
TK37_RS07145,2.1148808916728083e-16,optimal,True,MIT1002_01445
TK37_RS19740,1.0101810363924442,optimal,False,MIT1002_00421
TK37_RS03525,1.0101810363924415,optimal,False,
TK37_RS19985,1.0101810363924415,optimal,False,MIT1002_01052
TK37_RS15800,1.0101810363924415,optimal,False,MIT1002_02087
TK37_RS04960,0.4603218273606259,optimal,False,MIT1002_04113
TK37_RS08125,1.0092021263929716,optimal,False,MIT1002_00697
TK37_RS00585,1.0101810363924544,optimal,False,MIT1002_03891
TK37_RS04280,1.0101810363924568,optimal,False,MIT1002_01984
TK37_RS12765,1.0101810363924568,optimal,False,MIT1002_02798
TK37_RS14255,1.0101810363924568,optimal,False,MIT1002_00485
TK37_RS08055,1.0092122645765855,optimal,False,MIT1002_03518
TK37_RS19910,1.010181036392442,optimal,False,MIT1002_01704
TK37_RS04870,-5.520040490527757e-16,optimal,True,MIT1002_04132
TK37_RS10490,1.0101810363924428,optimal,False,MIT1002_00275
TK37_RS10785,-5.575738099475346e-16,optimal,True,MIT1002_00068
TK37_RS04255,1.0101810363924428,optimal,False,MIT1002_01979
TK37_RS17765,1.0101606269716172,optimal,False,MIT1002_01594
TK37_RS07200,-1.9136831373159462e-16,optimal,True,MIT1002_01434
TK37_RS07130,1.010181036392447,optimal,False,MIT1002_01448
TK37_RS15010,1.0101810363924713,optimal,False,MIT1002_04016
TK37_RS03285,1.0101810363924713,optimal,False,MIT1002_03038
TK37_RS06840,1.0101810363924713,optimal,False,MIT1002_03638
TK37_RS01855,1.0101810363924713,optimal,False,MIT1002_01315
TK37_RS10945,-5.575738099475346e-16,optimal,True,MIT1002_00101
TK37_RS09455,1.010181036392446,optimal,False,MIT1002_02297
TK37_RS04835,0.0,optimal,True,MIT1002_00006
TK37_RS05570,1.0101810363924442,optimal,False,MIT1002_01666
TK37_RS03435,1.5614623969707609e-12,optimal,True,MIT1002_03008
TK37_RS18615,1.0101810363924475,optimal,False,MIT1002_03345
TK37_RS16665,8.249593200659749e-13,optimal,True,
TK37_RS04390,1.0101810363924422,optimal,False,MIT1002_02006
TK37_RS17385,1.0101810363924713,optimal,False,MIT1002_00436
TK37_RS10415,1.0101810363924713,optimal,False,MIT1002_00290
TK37_RS06135,1.0101810363924713,optimal,False,MIT1002_02672
TK37_RS01055,-9.000852499652352e-16,optimal,True,MIT1002_03796
TK37_RS17265,1.0101810363924513,optimal,False,MIT1002_03759
TK37_RS01925,0.0,optimal,True,MIT1002_01329
TK37_RS06155,0.0,optimal,True,MIT1002_02668
TK37_RS04220,1.010181036392446,optimal,False,MIT1002_01972
TK37_RS05575,1.0101810363924713,optimal,False,MIT1002_01667
TK37_RS18070,1.0101810363924713,optimal,False,MIT1002_02231
TK37_RS16420,1.0101810363924713,optimal,False,MIT1002_03373
TK37_RS14410,1.0101810363924713,optimal,False,MIT1002_00520
TK37_RS18985,1.0101810363924713,optimal,False,MIT1002_03688
TK37_RS08970,1.0101810363924713,optimal,False,MIT1002_02893
TK37_RS09025,7.590480760824791e-17,optimal,True,MIT1002_02881
TK37_RS14845,1.0101810363924502,optimal,False,MIT1002_00198
TK37_RS17650,1.0101810363924713,optimal,False,MIT1002_03331
TK37_RS17295,1.0101810363924713,optimal,False,MIT1002_00454
TK37_RS03050,-2.314201538615412e-15,optimal,True,MIT1002_03086
TK37_RS04055,0.8951993098423183,optimal,False,MIT1002_00863
TK37_RS13265,1.010181036392408,optimal,False,MIT1002_03161
TK37_RS10760,1.0046361057538271,optimal,False,MIT1002_00063
TK37_RS01600,1.0101810363924475,optimal,False,MIT1002_01264
TK37_RS13160,1.0026378707139922,optimal,False,MIT1002_03140
TK37_RS17125,-8.493296289439673e-16,optimal,True,MIT1002_03731
TK37_RS12485,1.0101810363924433,optimal,False,MIT1002_02971
TK37_RS09605,1.010181036392445,optimal,False,MIT1002_00671
