id	name	equation	equation_with_names	lower_bound	upper_bound	gene_reaction_rule	subsystem
rxn02201_c0	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c0]	cpd00443_c0 + cpd02920_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00683_c0	4-aminobenzoate + 2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate --> PPi + H+ + Dihydropteroate	0.0	1000.0	WP_049588708.1	
rxn00351_c0	gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming) [c0]	cpd00002_c0 + cpd00033_c0 + cpd00506_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00042_c0 + cpd00067_c0	ATP + Glycine + gamma-Glutamylcysteine --> ADP + Phosphate + GSH + H+	0.0	1000.0	WP_049586041.1 and WP_049587105.1	
rxn07431_c0	R07600 [c0]	cpd14700_c0 + cpd14954_c0 <=> cpd00056_c0 + cpd02700_c0	2-Methyl-1-hydroxypropyl-TPP + Protein N6-(lipoyl)lysine [c0] <=> TPP + S-(2-Methylpropionyl)-dihydrolipoamide	-1000.0	1000.0	WP_049586269.1 and WP_049586267.1	
rxn00836_c0	IMP:diphosphate phospho-D-ribosyltransferase [c0]	cpd00103_c0 + cpd00226_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00114_c0	PRPP + HYXN --> PPi + H+ + IMP	0.0	1000.0	WP_014949139.1	
rxn00423_c0	acetyl-CoA:L-serine O-acetyltransferase [c0]	cpd00022_c0 + cpd00054_c0 --> cpd00010_c0 + cpd00722_c0	Acetyl-CoA + L-Serine --> CoA + O-Acetyl-L-serine	0.0	1000.0	WP_049588012.1 and WP_049587097.1 and WP_049589131.1	
rxn00364_c0	ATP:CMP phosphotransferase [c0]	cpd00002_c0 + cpd00046_c0 + cpd00067_c0 --> cpd00008_c0 + cpd00096_c0	ATP + CMP + H+ --> ADP + CDP	0.0	1000.0	WP_014976668.1	
rxn05561_c0	Transport of dicarboxylates, extracellular [c0]	cpd00067_e0 + cpd00106_e0 <=> cpd00067_c0 + cpd00106_c0	H+ [e0] + Fumarate [e0] <=> H+ + Fumarate	-1000.0	1000.0	WP_014976833.1	
rxn03408_c0	UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase [c0]	cpd00037_c0 + cpd03494_c0 <=> cpd00014_c0 + cpd03495_c0	UDP-N-acetylglucosamine + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine <=> UDP + Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala	-1000.0	1000.0	WP_049586056.1	
rxn02177_c0	Isochorismate pyruvate-hydrolase [c0]	cpd00001_c0 + cpd00658_c0 --> cpd00020_c0 + cpd02566_c0	H2O + Isochorismate --> Pyruvate + 2,3-Dihydroxy-2,3-dihydrobenzoate	0.0	1000.0	WP_039225570.1 and WP_039225252.1	
rxn05250_c0	FACOAL160(ISO) [c0]	cpd00002_c0 + cpd00010_c0 + cpd11440_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11441_c0	ATP + CoA + fa6 --> PPi + AMP + 14-Methylpentadecanoyl-CoA	0.0	1000.0	WP_049587062.1 or WP_049587639.1 or WP_014950005.1 or WP_049586144.1 or WP_049588937.1	
rxn00646_c0	L-glutamate:L-cysteine gamma-ligase (ADP-forming) [c0]	cpd00002_c0 + cpd00023_c0 + cpd00084_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00506_c0	ATP + L-Glutamate + L-Cysteine --> ADP + Phosphate + H+ + gamma-Glutamylcysteine	0.0	1000.0	WP_080986367.1	
rxn01673_c0	ATP:dCDP phosphotransferase [c0]	cpd00002_c0 + cpd00533_c0 <=> cpd00008_c0 + cpd00356_c0	ATP + dCDP <=> ADP + dCTP	-1000.0	1000.0	WP_049588021.1	
rxn00247_c0	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming) [c0]	cpd00002_c0 + cpd00032_c0 --> cpd00008_c0 + cpd00011_c0 + cpd00061_c0	ATP + Oxaloacetate --> ADP + CO2 + Phosphoenolpyruvate	0.0	1000.0	WP_049585467.1	
rxn05625_c0	nitrite transport in via proton symport, reversible [c0]	cpd00067_e0 + cpd00075_e0 <=> cpd00067_c0 + cpd00075_c0	H+ [e0] + Nitrite [e0] <=> H+ + Nitrite	-1000.0	1000.0	WP_014949030.1 and WP_049588640.1	
rxn02342_c0	R03270 [c0]	cpd03049_c0 + cpd14954_c0 --> cpd00056_c0 + cpd00836_c0	2-Hydroxyethyl-TPP + Protein N6-(lipoyl)lysine [c0] --> TPP + S-Acetyldihydrolipoamide	0.0	1000.0	WP_049586085.1	
rxn00022_c0	maltose glucohydrolase [c0]	cpd00001_c0 + cpd00179_c0 --> 2.0 cpd00027_c0	H2O + Maltose --> 2.0 D-Glucose	0.0	1000.0	WP_049587157.1	
rxn02000_c0	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase [c0]	cpd00521_c0 <=> cpd00522_c0	dTDP-4-oxo-6-deoxy-D-glucose <=> dTDP-4-oxo-L-rhamnose	-1000.0	1000.0	WP_049588897.1	
rxn03239_c0	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd03113_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03114_c0	NAD + (S)-3-Hydroxyhexadecanoyl-CoA <=> NADH + H+ + 3-Oxohexadecanoyl-CoA	-1000.0	1000.0	(WP_049588521.1 and WP_024015658.1) or (WP_049585918.1 and WP_049585851.1) or WP_049588754.1 or WP_049588707.1	
rxn05457_c0	[Acyl-carrier-protein] acetyltransferase [c0]	cpd00010_c0 + cpd11466_c0 <=> cpd01695_c0 + cpd11493_c0	CoA + Tetradecanoyl-ACP <=> Tetradecanoyl-CoA + ACP	-1000.0	1000.0	WP_049588745.1	
rxn00107_c0	ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase [c0]	cpd00002_c0 + cpd07923_c0 --> cpd00008_c0 + cpd07924_c0	ATP + 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate --> ADP + 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate	0.0	1000.0	WP_049588021.1	
rxn12008_c0	R05611 [c0]	cpd00113_c0 + cpd02590_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02557_c0	Isopentenyldiphosphate + all-trans-Heptaprenyl diphosphate --> PPi + H+ + Farnesylfarnesylgeraniol	0.0	1000.0	WP_014948150.1	
rxn04070_c0	pyridoxine 5'-phosphate synthase [c0]	cpd08289_c0 + cpd08449_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0 + cpd00478_c0	1-deoxy-D-xylulose5-phosphate + 3-Amino-2-oxopropyl phosphate --> 2.0 H2O + Phosphate + H+ + Pyridoxine phosphate	0.0	1000.0	WP_049586133.1	
rxn00199_c0	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming) [c0]	cpd00067_c0 + cpd03187_c0 --> cpd00011_c0 + cpd00024_c0	H+ + Oxalosuccinate --> CO2 + 2-Oxoglutarate	0.0	1000.0	WP_049586716.1	
rxn03433_c0	(S)-3-Hydroxyisobutyryl-CoA hydrolase [c0]	cpd00001_c0 + cpd03572_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00876_c0	H2O + (S)-3-Hydroxyisobutyryl-CoA --> CoA + H+ + 3-Hydroxyisobutyrate	0.0	1000.0	WP_049586236.1	
rxn10231_c0	isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]	cpd00054_c0 + cpd15688_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15694_c0	L-Serine + CDP-1,2-di-14-methylpentadecanoylglycerol --> CMP + 2.0 H+ + Diisohexadecanoylphosphatidylserine	0.0	1000.0	WP_049586630.1	
rxn02944_c0	N2-succinyl-L-ornithine:2-oxoglutarate 5-aminotransferase [c0]	cpd00024_c0 + cpd02160_c0 <=> cpd00023_c0 + cpd03526_c0	2-Oxoglutarate + N2-Succinyl-L-ornithine <=> L-Glutamate + N-Succinyl-L-glutamate 5-semialdehyde	-1000.0	1000.0	WP_049588781.1	
rxn01867_c0	p-cumic alcohol:NAD+ oxidoreductase [c0]	cpd00001_c0 + cpd00003_c0 + cpd00447_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00540_c0	H2O + NAD + Betaine aldehyde --> NADH + 2.0 H+ + N,N,N-trimethylglycine [c0]	0.0	1000.0	WP_014950281.1 or WP_049588355.1	
rxn10270_c0	isohexadecanoyl-Phosphatidylglycerophosphate phosphohydrolase [c0]	cpd00001_c0 + cpd15721_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15727_c0	H2O + Diisohexadecanoylphosphatidylglycerophosphate --> Phosphate + H+ + 1,2-di-14-methylpentadecanoyl-sn-glycero-3-phosphoglycerol	0.0	1000.0	WP_049586604.1	
rxn09240_c0	Sulfate adenyltransferase [c0]	cpd00001_c0 + cpd00002_c0 + cpd00038_c0 + cpd00048_c0 --> cpd00009_c0 + cpd00012_c0 + cpd00031_c0 + cpd00067_c0 + cpd00193_c0	H2O + ATP + GTP + Sulfate --> Phosphate + PPi + GDP + H+ + 5'-Adenylyl sulfate [c0]	0.0	1000.0	WP_014948795.1 and WP_049585842.1	
rxn01219_c0	ATP:dCMP phosphotransferase [c0]	cpd00002_c0 + cpd00067_c0 + cpd00206_c0 --> cpd00008_c0 + cpd00533_c0	ATP + H+ + dCMP --> ADP + dCDP	0.0	1000.0	WP_014976668.1	
rxn00800_c0	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) [c0]	cpd02375_c0 <=> cpd00018_c0 + cpd00106_c0	Adenylosuccinate <=> AMP + Fumarate	-1000.0	1000.0	WP_039229483.1 or WP_039229483.1	
rxn01705_c0	dCTP:cytidine 5'-phosphotransferase [c0]	cpd00356_c0 + cpd00367_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd00533_c0	dCTP + Cytidine <=> CMP + H+ + dCDP	-1000.0	1000.0	WP_014950808.1	
rxn09177_c0	(R)-4'-Phosphopantothenate:L-cysteine ligase [c0]	cpd00052_c0 + cpd00084_c0 + cpd02201_c0 --> cpd00012_c0 + cpd00046_c0 + 2.0 cpd00067_c0 + cpd02666_c0	CTP + L-Cysteine + 4-phosphopantothenate --> PPi + CMP + 2.0 H+ + (R)-4'-Phosphopantothenoyl-L-cysteine	0.0	1000.0	WP_049587528.1	
rxn00211_c0	UDP-glucose:NAD+ 6-oxidoreductase [c0]	cpd00001_c0 + 2.0 cpd00003_c0 + cpd00026_c0 <=> 2.0 cpd00004_c0 + 3.0 cpd00067_c0 + cpd00144_c0	H2O + 2.0 NAD + UDP-glucose <=> 2.0 NADH + 3.0 H+ + UDPglucuronate	-1000.0	1000.0	WP_049588900.1	
rxn00179_c0	ATP:L-glutamate 5-phosphotransferase [c0]	cpd00002_c0 + cpd00023_c0 --> cpd00008_c0 + cpd02097_c0	ATP + L-Glutamate --> ADP + L-Glutamyl 5-phosphate	0.0	1000.0	WP_049587803.1 and WP_014951417.1	
rxn00587_c0	Catechol:oxygen 2,3-oxidoreductase (decyclizing) [c0]	cpd00007_c0 + cpd00077_c0 --> cpd00067_c0 + cpd00518_c0	O2 + Catechol --> H+ + 2-Hydroxymuconic semialdehyde	0.0	1000.0	WP_049588592.1	
rxn01210_c0	10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming) [c0]	cpd00002_c0 + cpd00023_c0 + cpd00201_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03524_c0	ATP + L-Glutamate + 10-Formyltetrahydrofolate --> ADP + Phosphate + H+ + 10-Formyl-THF-L-glutamate	0.0	1000.0	WP_049589172.1	
rxn00192_c0	acetyl-CoA:L-glutamate N-acetyltransferase [c0]	cpd00022_c0 + cpd00023_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00477_c0	Acetyl-CoA + L-Glutamate --> CoA + H+ + N-Acetyl-L-glutamate	0.0	1000.0	WP_049588331.1 or WP_014948049.1	
rxn01218_c0	2'-Deoxycytidine 5'-monophosphate phosphohydrolase [c0]	cpd00001_c0 + cpd00206_c0 --> cpd00009_c0 + cpd00654_c0	H2O + dCMP --> Phosphate + Deoxycytidine	0.0	1000.0	WP_049586202.1 and WP_049588338.1	
rxn00545_c0	ATP:D-fructose-6-phosphate 1-phosphotransferase [c0]	cpd00002_c0 + cpd00072_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00290_c0	ATP + D-fructose-6-phosphate --> ADP + H+ + D-fructose-1,6-bisphosphate	0.0	1000.0	WP_049586246.1	
rxn08807_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm) [c0]	cpd00001_c0 + cpd15317_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15237_c0	H2O + 1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl <=> H+ + Glycerophosphoethanolamine + (9Z)-Hexadecenoate [c0]	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn02316_c0	UTP:D-Tagatose 6-phosphate 1-phosphotransferase [c0]	cpd00062_c0 + cpd00805_c0 --> cpd00014_c0 + cpd00067_c0 + cpd02371_c0	UTP + D-Tagatose 6-phosphate --> UDP + H+ + D-Tagatose 1,6-biphosphate	0.0	1000.0	WP_049586246.1	
rxn00501_c0	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating) [c0]	cpd00003_c0 + cpd00010_c0 + cpd00191_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00022_c0	NAD + CoA + 3-Oxopropanoate <=> NADH + CO2 + Acetyl-CoA	-1000.0	1000.0	WP_020744244.1	
rxn02320_c0	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd00807_c0 <=> cpd00023_c0 + cpd00930_c0	2-Oxoglutarate + L-histidinol-phosphate <=> L-Glutamate + imidazole acetol-phosphate	-1000.0	1000.0	WP_049588647.1	
rxn03384_c0	Uroporphyrinogen I carboxy-lyase [c0]	4.0 cpd00067_c0 + cpd03414_c0 --> 4.0 cpd00011_c0 + cpd03416_c0	4.0 H+ + UroporphyrinogenI --> 4.0 CO2 + CoproporphyrinogenI	0.0	1000.0	WP_014951100.1	
rxn02504_c0	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase [c0]	cpd02961_c0 <=> cpd00229_c0 + cpd00954_c0	Dihydroneopterin <=> Glycolaldehyde + 6-hydroxymethyl dihydropterin	-1000.0	1000.0	WP_049587066.1	
rxn04996_c0	dimethyallyl diphosphate:NADP+ oxidoreductase [c0]	cpd00005_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00006_c0 + cpd00202_c0	NADPH + H+ + 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate --> H2O + NADP + DMAPP	0.0	1000.0	WP_049586577.1	
rxn00262_c0	L-Aspartic acid:oxygen oxidoreductase (deaminating) [c0]	cpd00001_c0 + cpd00007_c0 + cpd00041_c0 --> cpd00013_c0 + cpd00025_c0 + cpd00032_c0	H2O + O2 + L-Aspartate --> NH3 + H2O2 + Oxaloacetate	0.0	1000.0	WP_014976996.1	
rxn03173_c0	R04638 [c0]	cpd00001_c0 + cpd02978_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd03521_c0	H2O + 7,8-Dihydroneopterin 3'-triphosphate --> PPi + 2.0 H+ + Dihydroneopterin phosphate	0.0	1000.0	WP_049585873.1	
rxn03039_c0	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase [c0]	cpd00012_c0 + cpd00067_c0 + cpd02851_c0 <=> cpd00103_c0 + cpd02506_c0	PPi + H+ + AICAR <=> PRPP + 5-Amino-4-imidazolecarboxyamide	-1000.0	1000.0	WP_014950051.1	
rxn10262_c0	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c0]	cpd00080_c0 + cpd15686_c0 <=> cpd00046_c0 + cpd15719_c0	Glycerol-3-phosphate + CDP-1,2-di-13-methyltetradecanoylglycerol <=> CMP + Diisopentadecanoylphosphatidylglycerophosphate	-1000.0	1000.0	WP_049588224.1	
rxn10209_c0	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase [c0]	cpd00080_c0 + cpd11439_c0 --> cpd00010_c0 + cpd15675_c0	Glycerol-3-phosphate + 12-Methyltetradecanoyl-CoA --> CoA + 1-12-methyltetradecanoyl-sn-glycerol-3-phosphate	0.0	1000.0	WP_014951390.1	
rxn08084_c0	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0) [c0]	cpd00067_c0 + cpd11466_c0 + cpd15331_c0 --> cpd11493_c0 + cpd15522_c0	H+ + Tetradecanoyl-ACP + 1-tetradecanoyl-sn-glycerol 3-phosphate --> ACP + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate	0.0	1000.0	WP_049588248.1	
rxn10225_c0	isohexadecanoyl-phosphatidate cytidylyltransferase [c0]	cpd00052_c0 + cpd15682_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15688_c0	CTP + 1,2-di-14-methylpentadecanoyl-sn-glycerol-3-phosphate --> PPi + H+ + CDP-1,2-di-14-methylpentadecanoylglycerol	0.0	1000.0	WP_014948557.1	
rxn00898_c0	2,3-Dihydroxy-3-methylbutanoate hydro-lyase [c0]	cpd02498_c0 --> cpd00001_c0 + cpd00123_c0	2,3-Dihydroxy-isovalerate --> H2O + 3-Methyl-2-oxobutanoate	0.0	1000.0	WP_014977810.1	
rxn05334_c0	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c0]	cpd11483_c0 <=> cpd00001_c0 + cpd11471_c0	(3R)-3-Hydroxyoctanoyl-ACP <=> H2O + (2E)-Octenoyl-ACP	-1000.0	1000.0	WP_014949559.1 or WP_014948562.1	
rxn10205_c0	isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase [c0]	cpd00080_c0 + cpd11432_c0 --> cpd00010_c0 + cpd15671_c0	Glycerol-3-phosphate + 15-Methylhexadecanoyl-CoA --> CoA + 1-14-methylpentadecanoyl-sn-glycerol-3-phosphate	0.0	1000.0	WP_014951390.1	
rxn05040_c0	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming) [c0]	cpd00171_c0 --> cpd00047_c0 + cpd00067_c0 + cpd11225_c0	D-Ribulose5-phosphate --> Formate + H+ + 3-4-dihydroxy-2-butanone4-phosphate	0.0	1000.0	WP_014950089.1	
rxn00890_c0	3-O-alpha-D-Galactosyl-1D-myo-inositol galactohydrolase [c0]	cpd00001_c0 + cpd00910_c0 <=> cpd00108_c0 + cpd00121_c0	H2O + Galactinol <=> Galactose + L-Inositol	-1000.0	1000.0	WP_049589075.1	
rxn05377_c0	12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase [c0]	cpd11513_c0 <=> cpd00001_c0 + cpd11514_c0	(3R)-3-hydroxy-12-methyltetradecanoyl-ACP [c0] <=> H2O + (2E)-12-methyltetradecenoyl-ACP [c0]	-1000.0	1000.0	WP_014949559.1	
rxn08556_c0	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase [c0]	cpd00080_c0 + cpd15560_c0 --> cpd00095_c0 + cpd15561_c0	Glycerol-3-phosphate + Ubiquinone-8 --> Glycerone-phosphate + Ubiquinol-8	0.0	1000.0	WP_049588435.1	
rxn01843_c0	2-phenylacetamide amidohydrolase [c0]	cpd00001_c0 + cpd00067_c0 + cpd01647_c0 <=> cpd00013_c0 + cpd00430_c0	H2O + H+ + 2-Phenylacetamide <=> NH3 + PACT	-1000.0	1000.0	WP_039229281.1	
rxn00816_c0	Lactose galactohydrolase [c0]	cpd00001_c0 + cpd00208_c0 <=> cpd00027_c0 + cpd00108_c0	H2O + LACT <=> D-Glucose + Galactose	-1000.0	1000.0	WP_049588403.1	
rxn02988_c0	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing) [c0]	cpd00095_c0 + cpd03470_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd02333_c0	Glycerone-phosphate + Iminoaspartate --> 2.0 H2O + Phosphate + Quinolinate	0.0	1000.0	WP_049585876.1	
rxn04792_c0	S-(hydroxymethyl)glutathione dehydrogenase [c0]	cpd00003_c0 + cpd09879_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00759_c0	NAD + S-(Hydroxymethyl)glutathione <=> NADH + H+ + S-Formylglutathione	-1000.0	1000.0	WP_049586019.1	
rxn01021_c0	Methylthioadenosine methylthioribohydrolase [c0]	cpd00001_c0 + cpd00147_c0 <=> cpd00128_c0 + cpd01981_c0	H2O + 5-Methylthioadenosine <=> Adenine + 5-Methylthio-D-ribose	-1000.0	1000.0	WP_049585588.1 and WP_014950548.1	
rxn00165_c0	L-serine ammonia-lyase [c0]	cpd00054_c0 --> cpd00013_c0 + cpd00020_c0	L-Serine --> NH3 + Pyruvate	0.0	1000.0	WP_014977809.1 or WP_049586260.1 or WP_049588717.1	
rxn10228_c0	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]	cpd00054_c0 + cpd15685_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15691_c0	L-Serine + CDP-1,2-di-12-methyltridecanoylglycerol --> CMP + 2.0 H+ + Diisotetradecanoylphosphatidylserine	0.0	1000.0	WP_049586630.1	
rxn01117_c0	D-arabinose-5-phosphate aldose-ketose-isomerase [c0]	cpd00817_c0 <=> cpd00171_c0	D-Arabinose5-phosphate <=> D-Ribulose5-phosphate	-1000.0	1000.0	WP_049586168.1	
rxn08137_c0	P1,P5-bis(5'-adenosyl)pentaphosphate nucleotidohydrolase (ATP-forming) [c0]	cpd00001_c0 + cpd02511_c0 <=> cpd00002_c0 + cpd00008_c0	H2O + Bis(5'-adenosyl) pentaphosphate <=> ATP + ADP	-1000.0	1000.0	WP_049586127.1	
rxn00001_c0	diphosphate phosphohydrolase [c0]	cpd00001_c0 + cpd00012_c0 --> 2.0 cpd00009_c0 + cpd00067_c0	H2O + PPi --> 2.0 Phosphate + H+	0.0	1000.0	WP_014947861.1	
rxn05369_c0	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase [c0]	cpd11505_c0 <=> cpd00001_c0 + cpd11506_c0	(3R)-3-hydroxy-8-methyldecanoyl-ACP [c0] <=> H2O + (2E)-8-methyldecenoyl-ACP [c0]	-1000.0	1000.0	WP_014949559.1	
rxn01331_c0	D-erythrose 4-phosphate:NAD+ oxidoreductase [c0]	cpd00001_c0 + cpd00003_c0 + cpd00236_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd02147_c0	H2O + NAD + D-Erythrose4-phosphate --> NADH + 2.0 H+ + 4-Phosphoerythronate	0.0	1000.0	WP_049586190.1	
rxn08895_c0	murein D,D-endopeptidase (murein4px4p) (periplasm) [c0]	cpd00001_c0 + cpd15506_c0 <=> cpd15505_c0	H2O + two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain) <=> two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)	-1000.0	1000.0	WP_049587825.1 and WP_014949348.1	
rxn00671_c0	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating) [c0]	cpd00003_c0 + cpd00010_c0 + cpd00287_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00086_c0	NAD + CoA + 3-Oxo-2-methylpropanoate <=> NADH + CO2 + Propionyl-CoA	-1000.0	1000.0	WP_020744244.1	
rxn11268_c0	phosphate ABC transporter permease protein [c0]	cpd00012_c0 + cpd00067_c0 --> cpd00012_e0 + cpd00067_e0	PPi + H+ --> PPi [e0] + H+ [e0]	0.0	1000.0	WP_039224609.1	
rxn00710_c0	orotidine-5'-phosphate carboxy-lyase (UMP-forming) [c0]	cpd00067_c0 + cpd00810_c0 --> cpd00011_c0 + cpd00091_c0	H+ + Orotidylic acid --> CO2 + UMP	0.0	1000.0	WP_039234640.1	
rxn08817_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0) [c0]	cpd00001_c0 + cpd15350_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd01741_c0	H2O + 2-dodecanoyl-sn-glycerol 3-phosphate <=> 2.0 H+ + Glycerol-3-phosphate + Dodecanoate	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn00910_c0	5-methyltetrahydrofolate:NADP+ oxidoreductase [c0]	cpd00006_c0 + cpd00345_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00125_c0	NADP + 5-Methyltetrahydrofolate <=> NADPH + H+ + 5-10-Methylenetetrahydrofolate	-1000.0	1000.0	WP_014950980.1	
rxn11944_c0	Methyltransferase [c0]	cpd00017_c0 + cpd02555_c0 --> cpd00019_c0 + cpd00067_c0 + cpd02738_c0	S-Adenosyl-L-methionine + Tetrahydropteroyltri-L-glutamate --> S-Adenosyl-homocysteine + H+ + 5-Methyltetrahydropteroyltri-L-glutamate	0.0	1000.0	WP_049587218.1	
rxn01129_c0	dATP:uridine 5'-phosphotransferase [c0]	cpd00115_c0 + cpd00249_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00177_c0	dATP + Uridine <=> H+ + UMP + dADP	-1000.0	1000.0	WP_014950808.1	
rxn08296_c0	diacylglycerol kinase (n-C14:1) [c0]	cpd00002_c0 + cpd15308_c0 --> cpd00008_c0 + cpd15523_c0	ATP + 1,2-di-(7Z)-tetradecenoylglycerol --> ADP + 1,2-di-(7Z)-tetradecenoyl-sn-glycerol-3-phosphate	0.0	1000.0	WP_015066029.1 and WP_014976618.1	
rxn01297_c0	hypoxanthine:NAD+ oxidoreductase [c0]	cpd00001_c0 + cpd00003_c0 + cpd00226_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00309_c0	H2O + NAD + HYXN <=> NADH + H+ + XAN	-1000.0	1000.0	WP_049588804.1 and WP_049588805.1	
rxn01962_c0	XTP pyrophosphohydrolase [c0]	cpd00001_c0 + cpd00530_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00497_c0	H2O + XTP --> PPi + 2.0 H+ + XMP	0.0	1000.0	WP_014948475.1	
rxn10254_c0	anteisoheptadecanoyl-Diacylglycerol kinase [c0]	cpd00002_c0 + cpd15702_c0 <=> cpd00008_c0 + cpd15678_c0	ATP + 1,2-di-14-methylhexadecanoylglycerol <=> ADP + 1,2-di-14-methylhexadecanoyl-sn-glycerol-3-phosphate	-1000.0	1000.0	WP_015066029.1 and WP_014976618.1	
rxn01682_c0	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase [c0]	cpd02210_c0 <=> cpd00102_c0 + cpd00359_c0	Indoleglycerol phosphate <=> Glyceraldehyde3-phosphate + indol	-1000.0	1000.0	WP_049586836.1 and WP_049586837.1	
