id	name	equation	equation_with_names	lower_bound	upper_bound	gene_reaction_rule	subsystem
EX_cpd00100_e0	Exchange for Glycerol [e0]	cpd00100_e0 --> 	Glycerol [e0] --> 	0.0	1000.0		
EX_cpd00540_e0	Exchange for BET [e0]	cpd00540_e0 --> 	BET [e0] --> 	0.0	1000.0		
EX_cpd00654_e0	Exchange for Deoxycytidine [e0]	cpd00654_e0 --> 	Deoxycytidine [e0] --> 	0.0	1000.0		
EX_cpd00020_e0	Exchange for Pyruvate [e0]	cpd00020_e0 --> 	Pyruvate [e0] --> 	0.0	1000.0		
EX_cpd00092_e0	Exchange for Uracil [e0]	cpd00092_e0 --> 	Uracil [e0] --> 	0.0	1000.0		
EX_cpd00116_e0	Exchange for Methanol [e0]	cpd00116_e0 --> 	Methanol [e0] --> 	0.0	1000.0		
EX_cpd00166_e0	Exchange for Calomide [e0]	cpd00166_e0 --> 	Calomide [e0] --> 	0.0	1000.0		
EX_cpd00161_e0	Exchange for L-Threonine [e0]	cpd00161_e0 --> 	L-Threonine [e0] --> 	0.0	1000.0		
EX_cpd10516_e0	Exchange for fe3 [e0]	cpd10516_e0 <=> 	fe3 [e0] <=> 	-1000.0	1000.0		
EX_cpd00159_e0	Exchange for L-Lactate [e0]	cpd00159_e0 --> 	L-Lactate [e0] --> 	0.0	1000.0		
EX_cpd00322_e0	Exchange for L-Isoleucine [e0]	cpd00322_e0 --> 	L-Isoleucine [e0] --> 	0.0	1000.0		
EX_cpd00023_e0	Exchange for L-Glutamate [e0]	cpd00023_e0 --> 	L-Glutamate [e0] --> 	0.0	1000.0		
EX_cpd00418_e0	Exchange for NO [e0]	cpd00418_e0 --> 	NO [e0] --> 	0.0	1000.0		
EX_cpd00249_e0	Exchange for Uridine [e0]	cpd00249_e0 --> 	Uridine [e0] --> 	0.0	1000.0		
EX_cpd00311_e0	Exchange for Guanosine [e0]	cpd00311_e0 --> 	Guanosine [e0] --> 	0.0	1000.0		
EX_cpd00058_e0	Exchange for Cu2+ [e0]	cpd00058_e0 <=> 	Cu2+ [e0] <=> 	-1000.0	1000.0		
EX_cpd00009_e0	Exchange for Phosphate [e0]	cpd00009_e0 <=> 	Phosphate [e0] <=> 	-1000.0	1000.0		
EX_cpd00129_e0	Exchange for L-Proline [e0]	cpd00129_e0 --> 	L-Proline [e0] --> 	0.0	1000.0		
EX_cpd00184_e0	Exchange for Thymidine [e0]	cpd00184_e0 --> 	Thymidine [e0] --> 	0.0	1000.0		
EX_cpd00027_e0	Exchange for D-Glucose [e0]	cpd00027_e0 --> 	D-Glucose [e0] --> 	0.0	1000.0		
EX_cpd00128_e0	Exchange for Adenine [e0]	cpd00128_e0 --> 	Adenine [e0] --> 	0.0	1000.0		
EX_cpd00081_e0	Exchange for Sulfite [e0]	cpd00081_e0 --> 	Sulfite [e0] --> 	0.0	1000.0		
EX_cpd00007_e0	Exchange for O2 [e0]	cpd00007_e0 <=> 	O2 [e0] <=> 	-20.0	1000.0		
EX_cpd00211_e0	Exchange for Butyrate [e0]	cpd00211_e0 --> 	Butyrate [e0] --> 	0.0	1000.0		
EX_cpd00266_e0	Exchange for Carnitine [e0]	cpd00266_e0 --> 	Carnitine [e0] --> 	0.0	1000.0		
EX_cpd00030_e0	Exchange for Mn2+ [e0]	cpd00030_e0 <=> 	Mn2+ [e0] <=> 	-1000.0	1000.0		
EX_cpd03847_e0	Exchange for Myristic acid [e0]	cpd03847_e0 --> 	Tetradecanoate [c0] --> 	0.0	1000.0		
EX_cpd00071_e0	Exchange for Acetaldehyde [e0]	cpd00071_e0 --> 	Acetaldehyde [e0] --> 	0.0	1000.0		
EX_cpd00797_e0	Exchange for (R)-3-Hydroxybutanoate [e0]	cpd00797_e0 --> 	(R)-3-Hydroxybutanoate [e0] --> 	0.0	1000.0		
EX_cpd00971_e0	Exchange for Na+ [e0]	cpd00971_e0 <=> 	Na+ [e0] <=> 	-1000.0	1000.0		
DM_cpd11416_c0	Demand for Biomass [c0]	cpd11416_c0 --> 	Biomass --> 	0.0	1000.0		
DM_cpd02701_c0	Demand for S-Adenosyl-4-methylthio-2-oxobutanoate [c0]	cpd02701_c0 --> 	S-Adenosyl-4-methylthio-2-oxobutanoate --> 	0.0	1000.0		
DM_cpd15302_c0	Demand for glycogen(n-1) [c0]	cpd15302_c0 --> 	glycogen(n-1) --> 	0.0	1000.0		
EX_cpd00149_e0	exchange	cpd00149_e0 <=> 	Co2+ [e0] <=> 	-1000.0	1000.0		
octanoyl_xfer	Octanoyl transferase	cpd11470_c0 --> cpd11493_c0 + cpd14953_c0	Octanoyl-ACP --> ACP + Protein N6-(octanoyl)lysine	0.0	1000.0	WP_049588698.1	
lipoyl_synth	Lipoyl synthase	2.0 cpd00017_c0 + 4.0 cpd00067_c0 + cpd11620_c0 + cpd14953_c0 + cpd24682_c0 --> 2.0 cpd00060_c0 + 2.0 cpd00239_c0 + 2.0 cpd03091_c0 + 4.0 cpd10515_c0 + cpd11621_c0 + cpd16584_c0	2.0 S-Adenosyl-L-methionine + 4.0 H+ + Reducedferredoxin + Protein N6-(octanoyl)lysine + 4Fe4S iron-sulfur cluster --> 2.0 L-Methionine + 2.0 Bisulfide (HS-) + 2.0 5'-Deoxyadenosine + 4.0 Fe2+ + Oxidizedferredoxin + Protein N6-(dihydrolipoyl)lysine	0.0	1000.0	(WP_014977033.1 or WP_014979828.1) and WP_049588697.1	
FeS_cluster_biosynth	[4Fe4S] iron-sulfur cluster biosynthesis	cpd00001_c0 + cpd00002_c0 + 4.0 cpd00084_c0 + 3.0 cpd00982_c0 + 4.0 cpd10515_c0 --> cpd00008_c0 + cpd00009_c0 + 3.0 cpd00015_c0 + 4.0 cpd00035_c0 + 10.0 cpd00067_c0 + cpd24682_c0	H2O + ATP + 4.0 L-Cysteine + 3.0 FADH2 + 4.0 Fe2+ --> ADP + Phosphate + 3.0 FAD + 4.0 L-Alanine + 10.0 H+ + 4Fe4S iron-sulfur cluster	0.0	1000.0	WP_049588017.1 and WP_049588020.1 and WP_014950176.1 and WP_049588018.1 and WP_039228366.1	
rxn08013_c0	5'-deoxyadenosine ribohydrolase	cpd00001_c0 + cpd03091_c0 --> cpd00128_c0 + cpd15380_c0	H2O + 5'-Deoxyadenosine --> Adenine + 5'-deoxyribose	0.0	1000.0	WP_014950548.1	
cpd15380_transport	5'-deoxyribose transport by diffusion	cpd15380_c0 <=> cpd15380_e0	5'-deoxyribose <=> 5'-deoxyribose [e0]	-1000.0	1000.0		
EX_cpd15380_e0	Exchange of 5'-deoxyribose [e0]	cpd15380_e0 --> 	5'-deoxyribose [e0] --> 	0.0	1000.0		
rxn06937_c0	L-glutamate:tRNA(Glu) ligase (AMP-forming)	cpd00002_c0 + cpd00023_c0 + cpd11912_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd12227_c0	ATP + L-Glutamate + tRNA-Glu --> PPi + AMP + H+ + L-Glutamyl-tRNA-Glu	0.0	1000.0	WP_049589208.1	
rxn06591_c0	L-glutamate-semialdehyde: NADP+ oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd12227_c0 --> cpd00006_c0 + cpd02345_c0 + cpd11912_c0	NADPH + H+ + L-Glutamyl-tRNA-Glu --> NADP + L-Glutamate1-semialdehyde + tRNA-Glu	0.0	1000.0	WP_014949017.1	
rxn02304_c0	Protoporphyrinogen-IX:oxygen oxidoreductase	3.0 cpd00007_c0 + 2.0 cpd00791_c0 --> 6.0 cpd00001_c0 + 2.0 cpd01476_c0	3.0 O2 + 2.0 ProtoporphyrinogenIX --> 6.0 H2O + 2.0 Protoporphyrin	0.0	1000.0		
fe3_reduction	Reduction of Fe3+ by bacterioferritin-associated ferredoxin	2.0 cpd10516_c0 + cpd11620_c0 --> 2.0 cpd10515_c0 + cpd11621_c0	2.0 fe3 + Reducedferredoxin --> 2.0 Fe2+ + Oxidizedferredoxin	0.0	1000.0	WP_014948769.1	
rxn05039_c0	5-amino-6-(5-phosphoribitylamino)uracil phosphatase	cpd00001_c0 + cpd02720_c0 --> cpd00009_c0 + cpd02882_c0	H2O + 5-Amino-6--5-phosphoribitylaminouracil --> Phosphate + 5-Amino-6-(1-D-ribitylamino)uracil	0.0	1000.0	WP_049587094.1	
rxn00346_c0	L-aspartate 1-carboxy-lyase (beta-alanine-forming)	cpd00041_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00085_c0	L-Aspartate + H+ --> CO2 + beta-Alanine	0.0	1000.0	WP_014977595.1	
rxn03397_c0	2-octaprenyl-6-methoxy-benzoquinol methylase	cpd00017_c0 + cpd03447_c0 --> cpd00019_c0 + cpd00067_c0 + cpd03448_c0	S-Adenosyl-L-methionine + 2-Octaprenyl-6-methoxy-1,4-benzoquinone --> S-Adenosyl-homocysteine + H+ + 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	0.0	1000.0	WP_014950941.1	
rxn01213_c0	Geranyl diphosphate synthase	cpd00113_c0 + cpd00202_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00283_c0	Isopentenyldiphosphate + DMAPP --> PPi + H+ + Geranyldiphosphate	0.0	1000.0	WP_014950084.1	
rxn03087_c0	N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase	cpd00023_c0 + cpd02724_c0 <=> cpd00024_c0 + cpd02698_c0	L-Glutamate + N-Succinyl-L-2-amino-6-oxopimelate <=> 2-Oxoglutarate + N-Succinyl-L-2,6-diaminopimelate	-1000.0	1000.0	WP_049588781.1	
rxn01637_c0	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase	cpd00023_c0 + cpd00918_c0 <=> cpd00024_c0 + cpd00342_c0	L-Glutamate + 2-Acetamido-5-oxopentanoate <=> 2-Oxoglutarate + N-acetylornithine [c0]	-1000.0	1000.0	WP_049588781.1	
rxn00469_c0	N2-Acetyl-L-ornithine amidohydrolase	cpd00001_c0 + cpd00342_c0 --> cpd00029_c0 + cpd00064_c0	H2O + N-acetylornithine [c0] --> Acetate + Ornithine	0.0	1000.0		
rxn16823_c0	thiazole tautomerase	cpd21479_c0 --> cpd21480_c0	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate --> 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate	0.0	1000.0		
cpd01042_transport	p-Cresol transport by diffusion	cpd01042_c0 --> cpd01042_e0	p-Cresol --> p-Cresol [e0]	0.0	1000.0		
EX_cpd01042_e0	Exchange of p-Cresol [e0]	cpd01042_e0 --> 	p-Cresol [e0] --> 	0.0	1000.0		
rxn05464_c0	Octadecanoyl-ACP:NADP+ oxidoreductase	cpd00004_c0 + cpd00067_c0 + cpd11572_c0 --> cpd00003_c0 + cpd15268_c0	NADH + H+ + (2E)-Octadecenoyl-ACP --> NAD + Octadecanoyl-ACP	0.0	1000.0	WP_049586958.1	
rxn08239_c0	Cobalt (Co+2) ABC transporter	cpd00001_c0 + cpd00002_c0 + cpd00149_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00149_c0	H2O + ATP + Co2+ [e0] --> ADP + Phosphate + H+ + Co2+	0.0	1000.0	WP_049586595.1	
rxn08642_c0	Glycerol-3-phosphate:phosphate antiport	cpd00009_c0 + cpd00080_e0 --> cpd00009_e0 + cpd00080_c0	Phosphate + Glycerol-3-phosphate [e0] --> Phosphate [e0] + Glycerol-3-phosphate	0.0	1000.0		
rxn05301_c0	L-Tyrosine:Na+ symport	cpd00069_e0 + cpd00971_e0 <=> cpd00069_c0 + cpd00971_c0	L-Tyrosine [e0] + Na+ [e0] <=> L-Tyrosine + Na+	-1000.0	1000.0		
rxn05242_c0	L-Valine:sodium symport	cpd00156_e0 + cpd00971_e0 --> cpd00156_c0 + cpd00971_c0	L-Valine [e0] + Na+ [e0] --> L-Valine + Na+	0.0	1000.0		
EX_cpd00080_e0	Exchange of glycerol-3-phosphate [e0]	cpd00080_e0 --> 	Glycerol-3-phosphate [e0] --> 	0.0	1000.0		
EX_cpd00069_e0	Exchange of L-tyrosine [e0]	cpd00069_e0 --> 	L-Tyrosine [e0] --> 	0.0	1000.0		
rxn05171_c0	nitrate-transporting ATPase	cpd00001_c0 + cpd00002_c0 + cpd00209_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00209_c0	H2O + ATP + Nitrate [e0] --> ADP + Phosphate + H+ + Nitrate	0.0	1000.0	WP_049587005.1 and WP_049587006.1 and WP_049587007.1	
EX_cpd00209_e0	Nitrate exchange	cpd00209_e0 <=> 	Nitrate [e0] <=> 	-1000.0	1000.0		
rxn00333_c0	Glycolate:oxygen 2-oxidoreductase	cpd00007_c0 + cpd00139_c0 --> cpd00025_c0 + cpd00040_c0	O2 + Glycolate --> H2O2 + Glyoxalate	0.0	1000.0	WP_039227034.1	
rxn00979_c0	glycolaldehyde:NAD+ oxidoreductase	cpd00001_c0 + cpd00003_c0 + cpd00229_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00139_c0	H2O + NAD + Glycolaldehyde <=> NADH + 2.0 H+ + Glycolate	-1000.0	1000.0	WP_014950281.1 or WP_049588355.1 or WP_049588591.1	
EX_cpd23538_e0	Exchange of (S)-2,3-dihydroxypropane-1-sulfonate [e0]	cpd23538_e0 --> 	(S)-2,3-dihydroxypropane-1-sulfonate [e0] --> 	0.0	1000.0		
cpd23538_trans	(S)-2,3-dihydroxypropane-1-sulfonate:sodium symport	cpd23538_e0 <=> cpd23538_c0	(S)-2,3-dihydroxypropane-1-sulfonate [e0] <=> (S)-2,3-dihydroxypropane-1-sulfonate	-1000.0	1000.0		
rxn22083_c0	(S)-sulfopropanediol 2-dehydrogenase [c0]	cpd00006_c0 + cpd23538_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd23539_c0	NADP + (S)-2,3-dihydroxypropane-1-sulfonate <=> NADPH + H+ + 2-oxo-3-hydroxy-propane-1-sulfonate	-1000.0	1000.0		
rxn22084_c0	(R)-sulfopropanediol 2-dehydrogenase [c0]	cpd00004_c0 + cpd00067_c0 + cpd23539_c0 <=> cpd00003_c0 + cpd20923_c0	NADH + H+ + 2-oxo-3-hydroxy-propane-1-sulfonate <=> NAD + (R)-2,3-dihydroxypropane-1-sulfonate	-1000.0	1000.0		
rxn16387_c0	(R)-2,3-dihydroxypropane-1-sulfonate:NAD+ 3-oxidoreductase	cpd00001_c0 + 2.0 cpd00003_c0 + cpd20923_c0 <=> 2.0 cpd00004_c0 + 3.0 cpd00067_c0 + cpd08367_c0	H2O + 2.0 NAD + (R)-2,3-dihydroxypropane-1-sulfonate <=> 2.0 NADH + 3.0 H+ + (2R)-3-Sulfolactate	-1000.0	1000.0		
rxn04934_c0	(2R)-3-sulfolactate:NAD+ oxidoreductase	cpd00003_c0 + cpd08367_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03285_c0	NAD + (2R)-3-Sulfolactate <=> NADH + H+ + 3-Sulfopyruvate	-1000.0	1000.0		
rxn07450_c0	L-cysteate bisulfite-lyase (deaminating)	cpd00001_c0 + cpd00395_c0 --> cpd00013_c0 + cpd00020_c0 + cpd00081_c0	H2O + L-Cysteate --> NH3 + Pyruvate + Sulfite	0.0	1000.0		
rxn40037_c0	L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing; (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming] [c0]	cpd00020_c0 + cpd00346_c0 --> cpd00001_c0 + cpd00067_c0 + cpd21488_c0	Pyruvate + L-Aspartate4-semialdehyde --> H2O + H+ + (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	0.0	1000.0	WP_049587081.1 and WP_014949660.1	
rxn39451_c0	2,3,4,5-tetrahydrodipicolinate:NADP+ 4-oxidoreductase [c0]	cpd00004_c0 + cpd00067_c0 + cpd21488_c0 <=> cpd00001_c0 + cpd00003_c0 + cpd02465_c0	NADH + H+ + (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate <=> H2O + NAD + tetrahydrodipicolinate	-1000.0	1000.0	WP_014976121.1	
rxn10480_c0	CO transporter via diffusion	cpd00204_c0 <=> cpd00204_e0	CO <=> CO [e0]	-1000.0	1000.0		
EX_cpd00204_e0	CO exchange	cpd00204_e0 --> 	CO [e0] --> 	0.0	1000.0		
rxn09799_c0	Transport of (R)-2-oxoisovalerate, mitochondrial	cpd00123_c0 <=> cpd00123_e0	3-Methyl-2-oxobutanoate <=> 3-Methyl-2-oxobutanoate [e0]	-1000.0	1000.0		
EX_cpd00123_e0	3-Methyl-2-oxobutanoate exchange	cpd00123_e0 --> 	3-Methyl-2-oxobutanoate [e0] --> 	0.0	1000.0		
rxn25279_c0	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)	cpd01501_c0 --> cpd00001_c0 + cpd25681_c0	2-Methylcitrate --> H2O + 2-methyl-trans-aconitate	0.0	1000.0	WP_049588093.1	
rxn25278_c0	2-methylaconitate isomerase	cpd25681_c0 <=> cpd02597_c0	2-methyl-trans-aconitate <=> cis-2-Methylaconitate	-1000.0	1000.0	WP_049588095.1	
rxn47974_c0	3-Mercaptopyruvate:sulfide sulfurtransferase	cpd00706_c0 + cpd11421_c0 <=> cpd00020_c0 + cpd00067_c0 + cpd00239_c0 + cpd11420_c0	Mercaptopyruvate + Reduced thioredoxin <=> Pyruvate + H+ + Bisulfide (HS-) + Oxidized thioredoxin	-1000.0	1000.0	WP_049588222.1 and WP_014948070.1	
rxn05708_c0	Formamide transport via proton symport	cpd00067_c0 + cpd00378_c0 <=> cpd00067_e0 + cpd00378_e0	H+ + Formamide <=> H+ [e0] + Formamide [e0]	-1000.0	1000.0		
EX_cpd00378_e0	Exchange of formamide [e0]	cpd00378_e0 --> 	Formamide [e0] --> 	0.0	1000.0		
rxn00510_c0	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	cpd00004_c0 + cpd00024_c0 + cpd00039_c0 + cpd00067_c0 <=> cpd00001_c0 + cpd00003_c0 + cpd00351_c0	NADH + 2-Oxoglutarate + L-Lysine + H+ <=> H2O + NAD + Saccharopine	-1000.0	1000.0	WP_014950514.1	
rxn01664_c0	(S)-2-Amino-6-oxohexanoate hydro-lyase (spontaneous)	cpd02522_c0 <=> cpd00001_c0 + cpd00067_c0 + cpd00352_c0	2-Aminoadipate 6-semialdehyde <=> H2O + H+ + delta1-Piperideine-6-L-carboxylate [c0]	-1000.0	1000.0		
rxn45861_c0	Reduction of delta1-Piperideine-6-L-carboxylate to L-pipecolate with NADPH	cpd00005_c0 + 2.0 cpd00067_c0 + cpd00352_c0 <=> cpd00006_c0 + cpd00323_c0	NADPH + 2.0 H+ + delta1-Piperideine-6-L-carboxylate [c0] <=> NADP + L-Pipecolate [c0]	-1000.0	1000.0	WP_049586037.1	
DM_cpd00323_c0	Sink for L-pipecolate [c0]	cpd00323_c0 --> 	L-Pipecolate [c0] --> 	0.0	1000.0		
rxn00275_c0	Glycine:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd00033_c0 <=> cpd00023_c0 + cpd00040_c0	2-Oxoglutarate + Glycine <=> L-Glutamate + Glyoxalate	-1000.0	1000.0	WP_049588781.1	
rxn00320_c0	lysine racemase [c0]	cpd00039_c0 <=> cpd00549_c0	L-Lysine <=> D-Lysine [c0]	-1000.0	1000.0	WP_080760048.1 or WP_049588368.1	
rxn00324_c0	glycolate:NADP+ oxidoreductase [c0]	cpd00006_c0 + cpd00139_c0 <=> cpd00005_c0 + cpd00040_c0 + cpd00067_c0	NADP + Glycolate <=> NADPH + Glyoxalate + H+	-1000.0	1000.0	WP_049587342.1 or WP_080986362.1 or WP_049588854.1 or WP_039227754.1 or WP_049586098.1 or WP_049588126.1	
rxn00512_c0	Glycolate:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00139_c0 <=> cpd00004_c0 + cpd00040_c0 + cpd00067_c0	NAD + Glycolate <=> NADH + Glyoxalate + H+	-1000.0	1000.0	WP_049587342.1 or WP_049586860.1 or WP_049586233.1	
rxn00598_c0	Succinyl-CoA:acetyl-CoA C-acyltransferase [c0]	cpd00010_c0 + cpd01507_c0 <=> cpd00022_c0 + cpd00078_c0	CoA + 3-Oxoadipyl-CoA <=> Acetyl-CoA + Succinyl-CoA	-1000.0	1000.0	WP_049585851.1 or WP_049588755.1 or WP_024015658.1	
rxn00654_c0	N-Carbamoyl-beta-alanine amidohydrolase [c0]	cpd00001_c0 + 2.0 cpd00067_c0 + cpd01720_c0 --> cpd00011_c0 + cpd00013_c0 + cpd00085_c0	H2O + 2.0 H+ + 3-Ureidopropanoate [c0] --> CO2 + NH3 + beta-Alanine	0.0	1000.0	WP_039229281.1 or WP_049588841.1	
rxn00762_c0	glycerol:NAD+ 2-oxidoreductase [c0]	cpd00003_c0 + cpd00100_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00157_c0	NAD + Glycerol <=> NADH + H+ + Glycerone	-1000.0	1000.0	WP_049587342.1 or WP_049586860.1	
rxn00779_c0	D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase [c0]	cpd00001_c0 + cpd00006_c0 + cpd00102_c0 --> cpd00005_c0 + 2.0 cpd00067_c0 + cpd00169_c0	H2O + NADP + Glyceraldehyde3-phosphate --> NADPH + 2.0 H+ + 3-Phosphoglycerate	0.0	1000.0	WP_014950281.1 or WP_049585722.1	
rxn00875_c0	Butanoyl-CoA:acetate CoA-transferase [c0]	cpd00029_c0 + cpd00120_c0 <=> cpd00022_c0 + cpd00211_c0	Acetate + Butyryl-CoA <=> Acetyl-CoA + Butyrate	-1000.0	1000.0	WP_049586255.1 and WP_049586254.1	
rxn00994_c0	Butanoyl-CoA:acetoacetate CoA-transferase [c0]	cpd00120_c0 + cpd00142_c0 <=> cpd00211_c0 + cpd00279_c0	Butyryl-CoA + Acetoacetate <=> Butyrate + Acetoacetyl-CoA	-1000.0	1000.0	WP_049586255.1 and WP_049586254.1	
rxn01201_c0	4-Hydroxybutanoate:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00728_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00199_c0	NAD + 4-Hydroxybutanoate [c0] <=> NADH + H+ + 4-Oxobutanoate	-1000.0	1000.0	WP_049587342.1 or WP_049586860.1 or WP_049588907.1	
rxn01560_c0	D-Mannitol-1-phosphate phosphohydrolase [c0]	cpd00001_c0 + cpd27436_c0 <=> cpd00009_c0 + cpd00314_c0	H2O + D-Mannitol-1-phosphate [c0] <=> Phosphate + D-Mannitol [c0]	-1000.0	1000.0	WP_014977981.1 or WP_049587310.1	
rxn01685_c0	Acetoin:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00361_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00551_c0	NAD + (S)-Acetoin [c0] --> NADH + H+ + Diacetyl [c0]	0.0	1000.0	WP_014976326.1 or WP_049588500.1	
rxn01753_c0	D-Xylonate hydro-lyase [c0]	cpd00391_c0 --> cpd00001_c0 + cpd02386_c0	D-Xylonate [c0] --> H2O + 2-Dehydro-3-deoxy-D-xylonate [c0]	0.0	1000.0	WP_014975676.1 or WP_014977810.1	
rxn01906_c0	3-sulfino-L-alanine:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd00467_c0 <=> cpd00023_c0 + cpd03284_c0	2-Oxoglutarate + 3-Sulfinoalanine [c0] <=> L-Glutamate + 3-Sulfinopyruvate [c0]	-1000.0	1000.0	WP_049587271.1 or WP_014949721.1	
rxn02749_c0	(R)-2-Methylmalate hydro-lyase [c0]	cpd01700_c0 <=> cpd00001_c0 + cpd01502_c0	D-Citramalate [c0] <=> H2O + Citraconate [c0]	-1000.0	1000.0	WP_049585948.1 and WP_049585947.1	
rxn11732_c0	(R)-2-hydroxyglutarate:NAD+ 2-oxidireductase [c0]	cpd00003_c0 + cpd01709_c0 <=> cpd00004_c0 + cpd00024_c0 + cpd00067_c0	NAD + 2-Hydroxyglutarate [c0] <=> NADH + 2-Oxoglutarate + H+	-1000.0	1000.0	WP_049587342.1 or WP_049586860.1 or WP_049586233.1	
rxn05890_c0	nitric-oxide:oxidized azurin oxidoreductase [c0]	2.0 cpd00067_c0 + cpd00075_c0 + cpd12712_c0 <=> cpd00001_c0 + cpd00418_c0 + cpd12711_c0	2.0 H+ + Nitrite + Reduced azurin [c0] <=> H2O + NO + Oxidized azurin [c0]	-1000.0	1000.0	WP_049588230.1	
aminopent_redox	5-aminopentanal:NAD+ 1-oxidoreductase [c0]	cpd00001_c0 + cpd00003_c0 + cpd09206_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00339_c0	H2O + NAD + 5-Aminopentanal [c0] <=> NADH + 2.0 H+ + 5-Aminopentanoate	-1000.0	1000.0	WP_014950281.1 or WP_049588355.1 or WP_014950684.1	
cadaverine_amino_xfer	Cadaverine:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd01155_c0 <=> cpd00023_c0 + cpd09206_c0	2-Oxoglutarate + Cadaverine [c0] <=> L-Glutamate + 5-Aminopentanal [c0]	-1000.0	1000.0	WP_049588781.1	
rxn00322_c0	L-lysine carboxy-lyase (cadaverine-forming) [c0]	cpd00039_c0 + cpd00067_c0 --> cpd00011_c0 + cpd01155_c0	L-Lysine + H+ --> CO2 + Cadaverine [c0]	0.0	1000.0	WP_049587155.1	
rxn00327_c0	(S)-ureidoglycolate amidohydrolase (decarboxylating) [c0]	cpd00001_c0 + 2.0 cpd00067_c0 + cpd00465_c0 --> cpd00011_c0 + 2.0 cpd00013_c0 + cpd00040_c0	H2O + 2.0 H+ + Ureidoglycolate --> CO2 + 2.0 NH3 + Glyoxalate	0.0	1000.0	WP_049588841.1	
rxn00347_c0	L-Aspartate ammonia-lyase [c0]	cpd00041_c0 <=> cpd00013_c0 + cpd00106_c0	L-Aspartate <=> NH3 + Fumarate	-1000.0	1000.0	WP_049588132.1	
rxn00348_c0	aspartate racemase [c0]	cpd00041_c0 <=> cpd00320_c0	L-Aspartate <=> D-Aspartate [c0]	-1000.0	1000.0	WP_080760048.1	
rxn00467_c0	L-Ornithine:2-oxo-acid aminotransferase [c0]	cpd00024_c0 + cpd00064_c0 <=> cpd00023_c0 + cpd00858_c0	2-Oxoglutarate + Ornithine <=> L-Glutamate + L-Glutamate5-semialdehyde	-1000.0	1000.0	WP_049588781.1	
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming) [c0]	cpd00064_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00118_c0	Ornithine + H+ --> CO2 + Putrescine	0.0	1000.0	WP_039226879.1	
rxn00495_c0	L-phenylalanine ammonia-lyase (trans-cinnamate-forming) [c0]	cpd00066_c0 --> cpd00013_c0 + cpd00333_c0	L-Phenylalanine --> NH3 + (E)-Cinnamate [c0]	0.0	1000.0	WP_049589036.1	
rxn00584_c0	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating) [c0]	cpd00003_c0 + cpd03762_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00077_c0	NAD + cis-1,2-dihydroxybenzoate [c0] --> NADH + CO2 + Catechol	0.0	1000.0	WP_049588500.1	
rxn00657_c0	beta-alanine:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd00085_c0 <=> cpd00023_c0 + cpd00191_c0	2-Oxoglutarate + beta-Alanine <=> L-Glutamate + 3-Oxopropanoate	-1000.0	1000.0	WP_049588781.1	
