,minimum,maximum
cpd11589_c0_dilution,0.0,1.9980019980019983
cpd00041_c0_dilution,-1.9913974017364938e-33,13.966053926093885
cpd00038_c0_dilution,6.653041771144233e-34,1.9980019980019985
cpd00048_c0_dilution,0.0,4.016020032036042
cpd00031_c0_dilution,0.0,5.984025964045831
cpd00193_c0_dilution,0.0,4.0040040040040035
cpd00206_c0_dilution,0.0,-5.033868220532369e-14
cpd02375_c0_dilution,0.0,2.002002002002002
cpd00367_c0_dilution,0.0,7.992007992007993
cpd00052_c0_dilution,0.0,5.801168603748452
cpd02201_c0_dilution,-5.158523699362176e-34,0.0
cpd02666_c0_dilution,0.0,0.0
cpd00026_c0_dilution,0.0,6.006006006006005
cpd00144_c0_dilution,0.0,1.9980019980019985
cpd02097_c0_dilution,0.0,1.9980019980019978
cpd00007_c0_dilution,3.467672435232036e-49,3.992011984019977
cpd00077_c0_dilution,0.0,0.0
cpd00518_c0_dilution,0.0,0.0
cpd00201_c0_dilution,0.0,0.0
cpd03524_c0_dilution,0.0,0.0
cpd00477_c0_dilution,0.0,0.0
cpd00654_c0_dilution,0.0,1.9980019980019978
cpd00036_e0_dilution,0.0,3.9920119840199764
cpd00036_c0_dilution,0.0,5.986021970037954
cpd00072_c0_dilution,0.0,11.980027964043959
cpd00290_c0_dilution,7.028088548918176e-34,3.996003996003996
cpd15317_c0_dilution,0.0,0.0
cpd00908_c0_dilution,0.0,0.0
cpd15237_c0_dilution,0.0,0.0
cpd00062_c0_dilution,0.0,3.9960039960039926
cpd00805_c0_dilution,0.0,0.0
cpd02371_c0_dilution,0.0,0.0
cpd00191_c0_dilution,0.0,0.0
cpd04097_c0_dilution,0.0,0.0
cpd04097_e0_dilution,0.0,1.9980019980019978
cpd00807_c0_dilution,0.0,1.998001998001998
cpd00930_c0_dilution,0.0,2.002002002002002
cpd03414_c0_dilution,0.0,0.0
cpd03416_c0_dilution,0.0,0.0
cpd02961_c0_dilution,0.0,2.0020020020020026
cpd00229_c0_dilution,0.0,1.9980019980019978
cpd00954_c0_dilution,0.0,1.998001998001998
cpd00013_c0_dilution,0.0,20.25811985845153
cpd00025_c0_dilution,0.0,2.9769943441525273
cpd02978_c0_dilution,0.0,2.0100100180180256
cpd03521_c0_dilution,0.0,0.0
cpd02851_c0_dilution,0.0,4.004004004003977
cpd02506_c0_dilution,0.0,1.9980019980019983
cpd00080_c0_dilution,0.0,20.020020020020016
cpd15686_c0_dilution,0.0,0.0
cpd15719_c0_dilution,0.0,0.0
cpd00982_c0_dilution,0.0,0.0
cpd15560_c0_dilution,0.0,0.0
cpd00015_c0_dilution,0.0,0.0
cpd15561_c0_dilution,0.0,0.0
cpd11439_c0_dilution,0.0,0.0
cpd15675_c0_dilution,0.0,0.0
cpd15331_c0_dilution,0.0,1.998001998001998
cpd15522_c0_dilution,0.0,0.0
cpd15682_c0_dilution,0.0,0.0
cpd02498_c0_dilution,0.0,0.0
cpd00123_c0_dilution,0.0,5.994005994005994
cpd11483_c0_dilution,0.0,0.0
cpd11471_c0_dilution,0.0,0.0
cpd11432_c0_dilution,0.0,0.0
cpd15671_c0_dilution,0.0,0.0
cpd00171_c0_dilution,0.0,6.006006006006006
cpd00047_c0_dilution,0.0,6.022030046054072
cpd11225_c0_dilution,0.0,0.0
cpd00910_c0_dilution,0.0,0.0
cpd00108_c0_dilution,0.0,11.97204394007591
cpd00121_c0_dilution,0.0,0.0
cpd11513_c0_dilution,0.0,0.0
cpd11514_c0_dilution,0.0,0.0
cpd00095_c0_dilution,0.0,13.982021974029964
cpd01647_c0_dilution,0.0,0.0
cpd00430_c0_dilution,0.0,0.0
cpd00208_c0_dilution,0.0,3.996003996003996
cpd02333_c0_dilution,0.0,0.436402150759214
cpd03470_c0_dilution,0.0,0.4372758287387092
cpd09879_c0_dilution,0.0,5.990013982021973
cpd00759_c0_dilution,0.0,5.986021970037955
cpd00147_c0_dilution,0.0,0.0
cpd00128_c0_dilution,0.0,1.9980019980241797
cpd01981_c0_dilution,0.0,0.0
cpd15685_c0_dilution,0.0,0.0
cpd15691_c0_dilution,0.0,0.0
cpd00817_c0_dilution,0.0,1.998001998001998
cpd02511_c0_dilution,0.0,1.998001998001998
cpd11505_c0_dilution,0.0,0.0
cpd11506_c0_dilution,0.0,0.0
cpd00236_c0_dilution,0.0,5.994005994005994
cpd02147_c0_dilution,0.0,2.002002002002002
cpd15506_c0_dilution,0.0,0.0
cpd15505_c0_dilution,0.0,0.0
cpd00287_c0_dilution,0.0,-2.175098109401496e-14
cpd00086_c0_dilution,0.0,0.0
cpd00012_e0_dilution,0.0,2.0020020020020017
cpd00810_c0_dilution,0.0,0.0
cpd00091_c0_dilution,0.0,8.008008008007996
cpd02654_c0_dilution,0.0,0.0
cpd02894_c0_dilution,0.0,3.8997335927291847e-19
cpd00793_c0_dilution,0.0,0.0
cpd15350_c0_dilution,0.0,-1.825815132553094e-30
cpd01741_c0_dilution,0.0,-6.204417092140312e-14
cpd00006_c0_dilution,0.0,45.28724399487474
cpd00345_c0_dilution,0.0,5.630588284269646e-17
cpd00005_c0_dilution,0.0,43.26771036275939
cpd00125_c0_dilution,0.0,6.759636022017401e-16
cpd00019_c0_dilution,0.0,6.9622960079610504e-12
cpd02738_c0_dilution,0.0,-3.1572803120387714e-11
cpd00017_c0_dilution,0.0,-4.3871582810818406e-14
cpd02555_c0_dilution,0.0,0.0
cpd00115_c0_dilution,0.0,0.0
cpd00249_c0_dilution,0.0,9.990009990009991
cpd00177_c0_dilution,0.0,0.0
cpd15308_c0_dilution,0.0,0.0
cpd15523_c0_dilution,0.0,0.0
cpd00309_c0_dilution,0.0,6.006006006006005
cpd00530_c0_dilution,0.0,0.0
cpd00497_c0_dilution,0.0,1.9980019980019983
cpd15702_c0_dilution,0.0,0.0
cpd15678_c0_dilution,0.0,0.0
cpd02210_c0_dilution,0.0,2.002002002002002
cpd00102_c0_dilution,0.0,16.02004806811216
cpd00359_c0_dilution,0.0,1.998001998001998
cpd15325_c0_dilution,0.0,-4.876790359810257e-15
cpd15495_c0_dilution,0.0,0.0
cpd00089_c0_dilution,0.0,5.994005994005993
cpd01399_c0_dilution,0.0,0.0
cpd03002_c0_dilution,0.0,-4.134964349810268e-15
cpd02993_c0_dilution,0.0,0.0
cpd00773_c0_dilution,0.0,0.0
cpd15387_c0_dilution,0.0,0.0
cpd15579_c0_dilution,0.0,0.0
cpd02730_c0_dilution,0.0,-1.8475728079006068e-16
cpd15605_c0_dilution,0.0,1.9980019980019972
cpd00066_c0_dilution,0.0,3.9920119840199764
cpd01977_c0_dilution,0.0,1.9980019980019983
cpd00129_e0_dilution,0.0,3.9960039960039957
cpd00971_e0_dilution,0.0,13.978019313131014
cpd00129_c0_dilution,0.0,5.994005994005994
cpd00971_c0_dilution,0.0,12.004001333777923
cpd15422_c0_dilution,0.0,0.0
cpd02065_c0_dilution,0.0,0.0
cpd00035_c0_dilution,0.0,29.942085886146888
cpd00483_c0_dilution,0.0,0.0
cpd00493_c0_dilution,0.0,0.0
cpd00016_c0_dilution,0.0,0.0
cpd15357_c0_dilution,0.0,0.0
cpd15269_c0_dilution,0.0,0.0
cpd00446_c0_dilution,0.0,2.0020020020020017
cpd11464_c0_dilution,0.0,0.0
cpd11492_c0_dilution,0.0,0.0
cpd11486_c0_dilution,0.0,0.0
cpd00119_c0_dilution,0.0,2.009834974157836
cpd00581_c0_dilution,0.0,2.0020020020020017
cpd00135_c0_dilution,0.0,2.3644160373549177e-13
cpd00060_c0_dilution,0.0,-4.0056690889249345e-13
cpd03124_c0_dilution,0.0,-1.4293082751771738e-16
cpd03121_c0_dilution,0.0,-3.6629324356924755e-14
cpd11522_c0_dilution,0.0,0.0
cpd11523_c0_dilution,0.0,0.0
cpd01012_c0_dilution,0.0,1.9980019980019978
cpd01012_e0_dilution,0.0,3.9920119840199764
cpd00268_c0_dilution,0.0,1.9980019980019983
cpd11421_c0_dilution,0.0,0.0
cpd00029_c0_dilution,0.0,10.010010010010019
cpd00081_c0_dilution,0.0,0.0
cpd11420_c0_dilution,0.0,-4.517686073222915e-16
cpd00053_c0_dilution,0.0,11.972043940075908
cpd00132_c0_dilution,0.0,3.992011984019977
cpd00232_c0_dilution,0.0,0.0
cpd00112_c0_dilution,0.0,0.0
cpd00760_c0_dilution,0.0,2.9161943007369727e-31
cpd02125_c0_dilution,0.0,1.0942222324090793e-15
cpd15423_c0_dilution,0.0,3.0892114712026563e-13
cpd15553_c0_dilution,0.0,0.0
cpd03189_c0_dilution,0.0,4.174222476443529e-15
cpd00860_c0_dilution,0.0,0.0
cpd15239_c0_dilution,0.0,0.0
cpd15418_c0_dilution,0.0,0.0
cpd15556_c0_dilution,0.0,0.0
cpd02090_c0_dilution,0.0,0.0
cpd00100_c0_dilution,0.0,5.986021970037953
cpd01646_c0_dilution,0.0,9.093045449164951e-13
cpd00242_c0_dilution,0.0,1.9980019980019983
cpd12848_c0_dilution,0.0,1.3463337159460182e-12
cpd12543_c0_dilution,0.0,5.3785340677234e-15
cpd00239_c0_dilution,0.0,1.9980019980019976
cpd00383_c0_dilution,0.0,1.998001998001998
cpd02030_c0_dilution,0.0,2.0020020020020017
cpd00873_c0_dilution,0.0,4.004004004004004
cpd03471_c0_dilution,0.0,0.0
cpd00219_c0_dilution,0.0,0.934260973055855
cpd00868_c0_dilution,0.0,2.9200893201141747
cpd00485_c0_dilution,0.0,1.998001998001998
cpd00083_c0_dilution,0.0,0.0
cpd00044_c0_dilution,0.0,1.9980019980019983
cpd01335_c0_dilution,0.0,0.0
cpd03130_c0_dilution,0.0,0.0
cpd00508_c0_dilution,0.0,4.004004004004004
cpd14702_c0_dilution,0.0,-7.282291273782518e-17
cpd00504_c0_dilution,0.0,0.0
cpd00516_c0_dilution,0.0,0.0
cpd00905_c0_dilution,0.0,1.9900259500818527
cpd11585_c0_dilution,0.0,1.9980019980019983
cpd00075_c0_dilution,0.0,1.9880369186475118
cpd15500_c0_dilution,0.0,0.0
cpd15499_c0_dilution,0.0,0.0
cpd00246_e0_dilution,0.0,3.996003996003996
cpd00246_c0_dilution,0.0,4.004004004004004
cpd00058_c0_dilution,0.0,1.9980019980020034
cpd00058_e0_dilution,0.0,3.9920119840199764
cpd00689_c0_dilution,0.0,0.0
cpd00755_c0_dilution,0.0,0.0
cpd00196_c0_dilution,0.0,1.998001998001998
cpd11472_c0_dilution,0.0,8.277220302760869e-15
cpd11490_c0_dilution,0.0,0.0
cpd15529_c0_dilution,0.0,0.0
cpd15336_c0_dilution,0.0,0.0
cpd01101_c0_dilution,0.0,0.0
cpd00655_c0_dilution,0.0,0.0
cpd01795_c0_dilution,0.0,0.0
cpd02441_c0_dilution,0.0,0.0
cpd00068_c0_dilution,0.0,7.9920079920079665
cpd01775_c0_dilution,0.0,0.031984063968095666
cpd00498_c0_dilution,0.0,2.002002002002002
cpd10162_c0_dilution,0.0,3.992011984019976
cpd11526_c0_dilution,0.0,0.0
cpd11527_c0_dilution,0.0,0.0
cpd15352_c0_dilution,0.0,0.0
cpd15353_c0_dilution,0.0,0.0
cpd00203_c0_dilution,0.0,3.9960039960039957
cpd00867_c0_dilution,0.0,0.0
cpd00023_e0_dilution,0.0,5.9940059940059935
cpd00282_c0_dilution,0.0,1.998001998001998
cpd00247_c0_dilution,0.0,0.0
cpd02508_c0_dilution,0.0,1.998001998001998
cpd02663_c0_dilution,0.0,3.9920119840199857
cpd00774_c0_dilution,0.0,0.0
cpd00367_e0_dilution,0.0,3.996003996003997
cpd15557_c0_dilution,0.0,0.0
cpd15533_c0_dilution,0.0,0.0
cpd00842_c0_dilution,0.0,0.0
cpd00279_c0_dilution,0.0,0.0
cpd00286_c0_dilution,0.0,0.0
cpd02862_c0_dilution,0.0,0.0
cpd02948_c0_dilution,0.0,0.0
cpd00063_c0_dilution,0.0,1.998001998001998
cpd00063_e0_dilution,0.0,3.9920119840199764
cpd02857_c0_dilution,0.0,0.9556760853055911
cpd00699_c0_dilution,0.0,0.9537666425777104
cpd00387_c0_dilution,0.0,0.0
cpd11468_c0_dilution,0.0,-6.685414479858541e-32
cpd11469_c0_dilution,0.0,0.0
cpd03915_c0_dilution,0.0,0.0
cpd00421_c0_dilution,0.0,7.992007992007991
cpd03916_c0_dilution,0.0,0.0
cpd00087_c0_dilution,0.0,0.0
cpd02152_c0_dilution,0.0,0.0
cpd00051_c0_dilution,0.0,0.0
cpd01260_c0_dilution,0.0,0.0
cpd00641_c0_dilution,0.0,2.002002002002002
cpd15328_c0_dilution,0.0,0.0
cpd00426_c0_dilution,0.0,0.9222334500005153
cpd00763_c0_dilution,0.0,2.002002002002002
cpd15687_c0_dilution,0.0,0.0
cpd15693_c0_dilution,0.0,0.0
cpd02060_c0_dilution,0.0,0.0
cpd00126_c0_dilution,0.0,3.948126885437473
cpd00311_c0_dilution,0.0,4.004004004004004
cpd00626_c0_dilution,0.0,0.016000032000047897
cpd00220_c0_dilution,0.0,-3.547603201650762e-18
cpd00739_c0_dilution,0.0,0.0
cpd12547_c0_dilution,0.0,0.0
cpd00071_c0_dilution,0.0,7.988015980023972
cpd08286_c0_dilution,0.0,1.9980019980019978
cpd00767_c0_dilution,0.0,1.9980019980019983
cpd03163_c0_dilution,0.0,0.0
cpd03392_c0_dilution,0.0,0.0
cpd11478_c0_dilution,0.0,0.0
cpd11465_c0_dilution,0.0,0.0
cpd03666_c0_dilution,0.0,1.998001998001998
cpd00107_e0_dilution,0.0,1.9980019980019983
cpd00107_c0_dilution,0.0,6.00600600600601
cpd03607_c0_dilution,0.0,3.9920119840199764
cpd04539_c0_dilution,0.0,1.9980019980019985
cpd00184_e0_dilution,0.0,3.992011984019976
cpd00184_c0_dilution,0.0,3.9920119840199755
cpd02183_c0_dilution,0.0,0.0
cpd00461_c0_dilution,0.0,0.0
cpd00357_c0_dilution,0.0,1.9980019980019983
cpd00297_c0_dilution,0.0,3.9920119840199764
cpd02691_c0_dilution,0.0,0.0
cpd02124_c0_dilution,0.0,1.3325798265135392e-13
cpd00216_c0_dilution,0.0,2.9372603125367984
cpd00093_c0_dilution,0.0,2.01801803403405
cpd15746_c0_dilution,0.0,0.0
cpd15764_c0_dilution,0.0,0.0
cpd11588_c0_dilution,0.0,0.0
cpd00241_c0_dilution,0.0,0.0
cpd00295_c0_dilution,0.0,0.0
cpd15546_c0_dilution,0.0,0.0
cpd15539_c0_dilution,0.0,0.0
cpd00296_c0_dilution,0.0,0.0
cpd00277_c0_dilution,0.0,0.0
cpd11438_c0_dilution,0.0,0.0
cpd11488_c0_dilution,0.0,0.0
cpd01017_e0_dilution,0.0,1.9980019980019983
cpd01017_c0_dilution,0.0,4.0040040040038996
cpd15339_c0_dilution,0.0,0.0
cpd00214_c0_dilution,0.0,5.986021970037955
cpd11570_c0_dilution,0.0,0.0
cpd11571_c0_dilution,0.0,0.0
cpd00797_e0_dilution,0.0,3.9960039960039966
cpd00797_c0_dilution,0.0,3.996003996004017
cpd01324_c0_dilution,0.0,1.998001998001998
cpd00871_c0_dilution,0.0,0.0
cpd15679_c0_dilution,0.0,0.0
cpd15720_c0_dilution,0.0,0.0
cpd01651_c0_dilution,0.0,0.0
cpd03407_c0_dilution,0.0,0.0
cpd00013_e0_dilution,0.0,3.9960039960039975
cpd15322_c0_dilution,0.0,0.0
cpd15398_c0_dilution,0.0,0.0
cpd00122_c0_dilution,0.0,0.0
cpd15401_c0_dilution,0.0,0.0
cpd15343_c0_dilution,0.0,6.839459395381654e-21
cpd11836_c0_dilution,0.0,0.0
cpd00957_c0_dilution,0.0,0.008008016016023755
cpd00449_c0_dilution,0.0,0.0
cpd00481_c0_dilution,0.0,0.0
cpd00159_c0_dilution,0.0,5.990013982021976
cpd01669_c0_dilution,0.0,0.0
cpd00362_c0_dilution,0.0,0.0
cpd00143_c0_dilution,0.0,2.002002002002002
cpd03480_c0_dilution,0.0,0.0
cpd00244_e0_dilution,0.0,1.9980019980019978
cpd00244_c0_dilution,0.0,0.0
cpd15327_c0_dilution,0.0,1.998001998002063
cpd00822_c0_dilution,0.0,2.4028286116346628e-35
cpd11484_c0_dilution,0.0,0.0
cpd11467_c0_dilution,0.0,0.0
cpd03518_c0_dilution,0.0,2.0020020020020017
cpd03519_c0_dilution,0.0,3.9920119840199764
cpd15268_c0_dilution,0.0,0.0
cpd15329_c0_dilution,0.0,1.998001998001998
cpd15704_c0_dilution,0.0,0.0
cpd15680_c0_dilution,0.0,0.0
cpd01501_c0_dilution,0.0,0.0
cpd00507_c0_dilution,0.0,0.0
cpd00098_c0_dilution,0.0,3.992011984019976
cpd00040_c0_dilution,0.0,5.986021970037955
cpd15753_c0_dilution,0.0,0.0
cpd15771_c0_dilution,0.0,0.0
cpd15419_c0_dilution,0.0,0.0
cpd15545_c0_dilution,0.0,0.0
cpd00790_c0_dilution,0.0,0.0
cpd00205_e0_dilution,0.0,7.976047920119833
cpd00205_c0_dilution,0.0,5.990013982021973
cpd11474_c0_dilution,0.0,0.0
cpd11489_c0_dilution,0.0,0.0
cpd03118_c0_dilution,0.0,-2.9231605666209987e-35
cpd03129_c0_dilution,0.0,0.0
cpd03449_c0_dilution,0.0,0.0
cpd00292_c0_dilution,0.0,0.0
cpd02068_c0_dilution,0.0,0.0
cpd00347_c0_dilution,0.0,0.0
cpd11476_c0_dilution,0.0,2.305496794354402e-18
cpd00134_c0_dilution,0.0,2.990383204857265e-14
cpd15312_c0_dilution,0.0,0.0
cpd15527_c0_dilution,0.0,0.0
cpd00875_c0_dilution,0.0,-8.481530315097167e-15
cpd00346_c0_dilution,0.0,4.02802805205208
cpd02120_c0_dilution,0.0,2.002002002002002
cpd15309_c0_dilution,0.0,0.0
cpd15524_c0_dilution,0.0,0.0
cpd03116_c0_dilution,0.0,0.0
cpd00223_c0_dilution,0.0,4.0040040040040035
cpd00843_c0_dilution,0.0,5.994005994005995
cpd00100_e0_dilution,0.0,3.992011984019974
cpd15606_c0_dilution,0.0,1.998001998001998
cpd00069_c0_dilution,0.0,3.992011984019977
cpd15420_c0_dilution,0.0,0.0
cpd15548_c0_dilution,0.0,0.0
cpd02431_c0_dilution,0.0,6.0060060060060065
cpd15358_c0_dilution,0.0,3.992011984019976
cpd01080_c0_dilution,0.0,7.972055908135869
cpd02746_c0_dilution,0.0,0.0
cpd02229_c0_dilution,0.0,0.0
cpd11437_c0_dilution,0.0,0.0
cpd15674_c0_dilution,0.0,0.0
cpd11491_c0_dilution,0.0,0.0
cpd00300_c0_dilution,0.0,0.0
cpd00260_c0_dilution,0.0,0.0
cpd00906_c0_dilution,0.0,0.0
cpd00343_c0_dilution,0.0,2.002002002002002
cpd00327_c0_dilution,0.0,0.0
cpd01298_c0_dilution,0.0,1.8595019109503452
cpd00428_c0_dilution,0.0,4.004004004004004
cpd00009_e0_dilution,0.0,3.996003996003996
cpd00078_c0_dilution,0.0,0.0
cpd00227_c0_dilution,0.0,3.9960039960039966
cpd02740_c0_dilution,0.0,1.9940099860179776
cpd00130_c0_dilution,0.0,3.9960039960039935
cpd15342_c0_dilution,0.0,0.0
cpd00090_c0_dilution,0.0,6.006006006006007
cpd02799_c0_dilution,0.0,3.9920119840199764
cpd14698_c0_dilution,0.0,0.0
cpd14699_c0_dilution,0.0,0.0
cpd00050_c0_dilution,0.0,0.0
cpd00349_c0_dilution,0.0,2.0020020020020017
cpd03487_c0_dilution,0.0,0.0
cpd03488_c0_dilution,0.0,0.0
cpd00338_c0_dilution,0.0,0.0
cpd00070_c0_dilution,0.0,0.0
cpd15526_c0_dilution,0.0,1.9980019980019978
cpd11580_c0_dilution,0.0,1.9980019980019983
cpd03115_c0_dilution,0.0,0.0
cpd12689_c0_dilution,0.0,0.0
cpd06707_c0_dilution,0.0,0.0
cpd00153_c0_dilution,0.0,0.0
cpd00834_c0_dilution,0.0,0.0
cpd00438_e0_dilution,0.0,3.9920119840199764
cpd00438_c0_dilution,0.0,1.9980019980019978
cpd15399_c0_dilution,0.0,-6.169646078881481e-19
cpd15391_c0_dilution,0.0,1.9980019980019974
cpd01777_c0_dilution,0.0,2.0020020020020017
cpd02979_c0_dilution,0.0,3.9920119840199764
cpd02711_c0_dilution,0.0,2.002002002002002
cpd01620_c0_dilution,0.0,-5.94743272361861e-32
cpd03426_c0_dilution,0.0,0.0
cpd15337_c0_dilution,0.0,0.0
cpd03847_c0_dilution,0.0,5.986021970037953
cpd00322_c0_dilution,0.0,4.004004004004043
cpd11534_c0_dilution,0.0,0.0
cpd11535_c0_dilution,0.0,0.0
cpd00233_c0_dilution,0.0,0.0
cpd00231_c0_dilution,0.0,0.0
cpd03126_c0_dilution,0.0,2.3009418494953812e-17
cpd00332_c0_dilution,0.0,0.0
cpd00288_c0_dilution,0.0,5.986021970037955
cpd02535_c0_dilution,0.0,1.998001998001998
cpd02882_c0_dilution,0.0,0.0
cpd02656_c0_dilution,0.0,0.0
cpd15700_c0_dilution,0.0,0.0
cpd02227_c0_dilution,0.0,0.0
cpd11582_c0_dilution,0.0,1.9980019980019983
cpd00161_c0_dilution,0.0,5.9701017146765585
cpd11501_c0_dilution,0.0,0.0
cpd11502_c0_dilution,0.0,0.0
cpd00117_c0_dilution,0.0,5.990013982021976
cpd00186_c0_dilution,0.0,1.998001998001998
cpd00094_c0_dilution,0.0,2.0339860659700975
cpd15341_c0_dilution,0.0,1.015319850358166e-15
cpd00249_e0_dilution,0.0,3.996003996003997
cpd00214_e0_dilution,0.0,3.9920119840199764
cpd02345_c0_dilution,0.0,0.0
cpd00101_c0_dilution,0.0,8.008008008007993
cpd01716_c0_dilution,0.0,2.0020020020020017
cpd00027_e0_dilution,0.0,1.9980019980019983
cpd11475_c0_dilution,0.0,0.0
cpd00654_e0_dilution,0.0,3.992011984019976
cpd00663_c0_dilution,0.0,0.0
cpd15360_c0_dilution,0.0,0.0
cpd01973_c0_dilution,0.0,0.0
cpd00762_c0_dilution,0.0,0.0
cpd01217_c0_dilution,0.0,2.0020020020020017
cpd00105_c0_dilution,0.0,5.994005994005995
cpd01982_c0_dilution,0.0,-1.0721774801599576e-15
cpd08288_c0_dilution,0.0,2.002002002002002
cpd08301_c0_dilution,0.0,1.998001998001998
cpd15366_c0_dilution,0.0,0.0
cpd15569_c0_dilution,0.0,0.0
cpd00145_c0_dilution,0.0,3.996003996003997
cpd15421_c0_dilution,0.0,2.0020020020020017
cpd02991_c0_dilution,0.0,1.9980019980019983
cpd15684_c0_dilution,0.0,0.0
cpd15690_c0_dilution,0.0,0.0
cpd11481_c0_dilution,0.0,0.0
cpd11485_c0_dilution,0.0,0.0
cpd00293_c0_dilution,0.0,3.9920119840199764
cpd12370_c0_dilution,0.0,0.0
cpd00176_c0_dilution,0.0,3.992011984019988
cpd00150_c0_dilution,0.0,0.0
cpd01211_c0_dilution,0.0,0.0
cpd02311_c0_dilution,0.0,1.9980019980019983
cpd00344_c0_dilution,0.0,0.0
cpd00182_c0_dilution,0.0,1.9615506675225811
cpd00156_c0_dilution,0.0,6.006006006005991
cpd00221_c0_dilution,0.0,6.006006006006006
cpd15510_c0_dilution,0.0,0.0
cpd03517_c0_dilution,0.0,0.0
cpd12847_c0_dilution,0.0,0.0
cpd15302_c0_dilution,0.0,0.0
cpd00155_c0_dilution,0.0,0.0
cpd15323_c0_dilution,0.0,0.0
cpd00412_c0_dilution,0.0,2.002002002002002
cpd00299_c0_dilution,0.0,3.9920119840199764
cpd15370_c0_dilution,0.0,0.0
cpd15568_c0_dilution,0.0,0.0
cpd15603_c0_dilution,0.0,1.9980019980019983
cpd15330_c0_dilution,0.0,0.0
cpd15298_c0_dilution,0.0,0.0
cpd00136_c0_dilution,0.0,0.0
cpd02172_c0_dilution,0.0,0.0
cpd02419_c0_dilution,0.0,0.0
cpd15395_c0_dilution,0.0,0.0
cpd15531_c0_dilution,0.0,0.0
cpd11959_c0_dilution,0.0,0.0
cpd15521_c0_dilution,0.0,0.0
cpd15417_c0_dilution,0.0,0.0
cpd15354_c0_dilution,0.0,0.0
cpd00532_c0_dilution,0.0,0.0
cpd11517_c0_dilution,0.0,0.0
cpd11518_c0_dilution,0.0,0.0
cpd11480_c0_dilution,0.0,0.0
cpd00630_c0_dilution,0.0,-3.092313261192087e-16
cpd01507_c0_dilution,0.0,0.0
cpd00152_c0_dilution,0.0,0.0
cpd02083_c0_dilution,0.0,0.0
cpd00791_c0_dilution,0.0,0.0
cpd03091_c0_dilution,0.0,0.0
cpd04122_c0_dilution,0.0,0.0
cpd00939_c0_dilution,0.0,0.0
cpd02775_c0_dilution,0.0,0.0
cpd00154_e0_dilution,0.0,3.992011984019972
cpd00154_c0_dilution,0.0,1.9980019980019978
cpd01441_c0_dilution,0.0,0.0
cpd11587_c0_dilution,0.0,1.9980019980019983
cpd02835_c0_dilution,0.0,-1.8528208664470117e-14
cpd02930_c0_dilution,0.0,0.0
cpd00706_c0_dilution,0.0,1.9980019980019983
cpd15538_c0_dilution,0.0,0.0
cpd15346_c0_dilution,0.0,0.0
cpd01329_c0_dilution,0.0,0.0
cpd00355_c0_dilution,0.0,3.996003996003996
cpd02016_c0_dilution,0.0,0.0
cpd11583_c0_dilution,0.0,0.0
cpd00358_c0_dilution,0.0,5.994005994005996
cpd00978_c0_dilution,0.0,7.9800319560559165
cpd00809_c0_dilution,0.0,1.9860498742575392
cpd02103_c0_dilution,0.0,0.0
cpd00039_c0_dilution,0.0,0.0
cpd00840_c0_dilution,0.0,0.0
cpd00041_e0_dilution,0.0,3.9960039960039966
cpd08287_c0_dilution,0.0,0.008008016016024157
cpd15552_c0_dilution,0.0,0.0
cpd15528_c0_dilution,0.0,0.0
cpd00169_c0_dilution,0.0,6.0060060060060065
cpd11592_c0_dilution,0.0,1.9980019980019985
cpd02484_c0_dilution,0.0,0.0
cpd00280_c0_dilution,0.0,0.0
cpd00437_c0_dilution,0.0,0.0
cpd00932_c0_dilution,0.0,1.998001998001998
cpd11542_c0_dilution,0.0,0.0
cpd11543_c0_dilution,0.0,0.0
cpd00065_c0_dilution,0.0,0.0
cpd11463_c0_dilution,0.0,0.0
cpd11433_c0_dilution,0.0,0.0
cpd11434_c0_dilution,0.0,0.0
cpd00043_c0_dilution,0.0,4.004004004004004
cpd00035_e0_dilution,0.0,5.994005994005995
cpd00924_c0_dilution,0.0,0.0
cpd00104_c0_dilution,0.0,0.0
cpd15314_c0_dilution,0.0,0.0
cpd00492_c0_dilution,0.0,0.0
cpd15295_c0_dilution,0.0,0.0
cpd02552_c0_dilution,0.0,0.0
cpd15699_c0_dilution,0.0,0.0
cpd03128_c0_dilution,0.0,0.0
cpd00525_c0_dilution,0.0,0.0
cpd02964_c0_dilution,0.0,0.0
cpd00298_c0_dilution,0.0,3.9920119840199777
cpd15369_c0_dilution,0.0,0.0
cpd15571_c0_dilution,0.0,0.0
cpd03192_c0_dilution,0.0,0.0
cpd03171_c0_dilution,0.0,0.0
cpd15532_c0_dilution,0.0,0.0
cpd00309_e0_dilution,0.0,3.996003996003996
cpd00199_c0_dilution,0.0,0.0
cpd08615_c0_dilution,0.0,0.0
cpd00202_c0_dilution,0.0,0.0
cpd15547_c0_dilution,0.0,1.9980019980019983
cpd15540_c0_dilution,0.0,0.0
cpd00275_c0_dilution,0.0,1.9980019980019983
cpd15348_c0_dilution,0.0,0.0
cpd00180_c0_dilution,0.0,1.998001998001998
cpd15544_c0_dilution,0.0,0.0
cpd15537_c0_dilution,0.0,0.0
cpd15320_c0_dilution,0.0,0.0
cpd01092_e0_dilution,0.0,3.992011984019976
cpd01092_c0_dilution,0.0,1.9980019980019978
cpd11482_c0_dilution,0.0,0.0
cpd11487_c0_dilution,0.0,0.0
cpd02843_c0_dilution,0.0,0.015984031968047423
cpd15716_c0_dilution,0.0,0.0
cpd15722_c0_dilution,0.0,0.0
