,source,target
0,rxn03182_c0,rxn00365_c0
1,rxn03182_c0,rxn00368_c0
2,rxn03182_c0,rxn00369_c0
3,rxn03182_c0,rxn09207_c0
4,rxn03182_c0,rxn09209_c0
5,rxn03182_c0,rxn01705_c0
6,rxn03182_c0,rxn09210_c0
7,rxn03182_c0,rxn09113_c0
8,rxn03182_c0,rxn09108_c0
9,rxn03182_c0,rxn01515_c0
10,rxn03182_c0,rxn01706_c0
11,rxn03182_c0,rxn10262_c0
12,rxn03182_c0,rxn10260_c0
13,rxn03182_c0,rxn10227_c0
14,rxn03182_c0,rxn16609_c0
15,rxn03182_c0,rxn02405_c0
16,rxn03182_c0,rxn03181_c0
17,rxn03182_c0,rxn10231_c0
18,rxn03182_c0,rxn09109_c0
19,rxn03182_c0,rxn10261_c0
20,rxn03182_c0,rxn10264_c0
21,rxn03182_c0,rxn09111_c0
22,rxn03182_c0,rxn10226_c0
23,rxn03182_c0,rxn10228_c0
24,rxn03182_c0,rxn09114_c0
25,rxn03182_c0,rxn09208_c0
26,rxn03182_c0,rxn09110_c0
27,rxn03182_c0,rxn00707_c0
28,rxn03182_c0,rxn01128_c0
29,rxn03182_c0,rxn01510_c0
30,rxn03182_c0,rxn03910_c0
31,rxn03182_c0,rxn03439_c0
32,rxn03182_c0,rxn09206_c0
33,rxn03182_c0,rxn09211_c0
34,rxn03182_c0,rxn09205_c0
35,rxn03182_c0,rxn10263_c0
36,rxn03182_c0,rxn09112_c0
37,rxn03182_c0,rxn10229_c0
38,rxn03182_c0,rxn10259_c0
39,rxn03182_c0,rxn08954_c0
40,rxn03182_c0,rxn10230_c0
41,rxn00830_c0,rxn03892_c0
42,rxn00830_c0,rxn04308_c0
43,rxn00830_c0,rxn01466_c0
44,rxn00830_c0,rxn09037_c0
45,rxn00830_c0,rxn01213_c0
46,rxn00830_c0,rxn03843_c0
47,rxn00830_c0,rxn00829_c0
48,rxn00830_c0,rxn03891_c0
49,rxn00830_c0,rxn05287_c0
50,rxn01073_c0,rxn08798_c0
51,rxn01073_c0,rxn08807_c0
52,rxn01073_c0,rxn08843_c0
53,rxn01073_c0,rxn08805_c0
54,rxn01073_c0,rxn08841_c0
55,rxn01073_c0,rxn08669_c0
56,rxn01073_c0,rxn08821_c0
57,rxn01073_c0,rxn08548_c0
58,rxn01073_c0,rxn08800_c0
59,rxn01073_c0,rxn08806_c0
60,rxn01073_c0,rxn08839_c0
61,rxn01073_c0,rxn08820_c0
62,rxn01073_c0,rxn09113_c0
63,rxn01073_c0,rxn09108_c0
64,rxn01073_c0,rxn08668_c0
65,rxn01073_c0,rxn08819_c0
66,rxn01073_c0,rxn10262_c0
67,rxn01073_c0,rxn10260_c0
68,rxn01073_c0,rxn08809_c0
69,rxn01073_c0,rxn09109_c0
70,rxn01073_c0,rxn08817_c0
71,rxn01073_c0,rxn08808_c0
72,rxn01073_c0,rxn10261_c0
73,rxn01073_c0,rxn10264_c0
74,rxn01073_c0,rxn09111_c0
75,rxn01073_c0,rxn09114_c0
76,rxn01073_c0,rxn09110_c0
77,rxn01073_c0,rxn08799_c0
78,rxn01073_c0,rxn00758_c0
79,rxn01073_c0,rxn00611_c0
80,rxn01073_c0,rxn08797_c0
81,rxn01073_c0,rxn08546_c0
82,rxn01073_c0,rxn08844_c0
83,rxn01073_c0,rxn00612_c0
84,rxn01073_c0,rxn08840_c0
85,rxn01073_c0,rxn10263_c0
86,rxn01073_c0,rxn08803_c0
87,rxn01073_c0,rxn09112_c0
88,rxn01073_c0,rxn08838_c0
89,rxn01073_c0,rxn08822_c0
90,rxn01073_c0,rxn08823_c0
91,rxn01073_c0,rxn10259_c0
92,rxn01073_c0,rxn08796_c0
93,rxn01073_c0,rxn08802_c0
94,rxn01073_c0,rxn08801_c0
95,rxn01073_c0,rxn08549_c0
96,rxn01073_c0,rxn08818_c0
97,rxn01073_c0,rxn08804_c0
98,rxn01073_c0,rxn00615_c0
99,rxn01073_c0,rxn08842_c0
100,EX_cpd00007_e0,rxn05468_c0
101,rxn03933_c0,rxn00117_c0
102,rxn03933_c0,rxn00293_c0
103,rxn03933_c0,rxn03408_c0
104,rxn03933_c0,rxn08583_c0
105,rxn03933_c0,rxn06729_c0
106,rxn03933_c0,rxn00368_c0
107,rxn03933_c0,rxn03903_c0
108,rxn03933_c0,rxn08618_c0
109,rxn03933_c0,rxn08619_c0
110,rxn03933_c0,rxn00461_c0
111,rxn03933_c0,rxn08620_c0
112,rxn03933_c0,rxn03159_c0
113,rxn03933_c0,rxn00460_c0
114,rxn03933_c0,rxn00712_c0
115,rxn03933_c0,bio1_biomass
116,rxn08783_c0,rxn11946_c0
117,rxn08783_c0,rxn00157_c0
118,rxn08783_c0,rxn00411_c0
119,rxn08783_c0,rxn00148_c0
120,rxn08783_c0,rxn00011_c0
121,rxn08783_c0,rxn00566_c0
122,rxn08783_c0,rxn01306_c0
123,rxn08783_c0,rxn00165_c0
124,rxn08783_c0,rxn01354_c0
125,rxn08783_c0,rxn02185_c0
126,rxn08783_c0,rxn08044_c0
127,rxn08783_c0,rxn00278_c0
128,rxn08783_c0,rxn01644_c0
129,rxn08783_c0,rxn00289_c0
130,rxn08783_c0,rxn00727_c0
131,rxn08783_c0,rxn01274_c0
132,rxn08783_c0,rxn00460_c0
133,rxn08783_c0,rxn03909_c0
134,rxn08783_c0,rxn10122_c0
135,rxn08783_c0,rxn40037_c0
136,rxn08783_c0,rxn14421_c0
137,rxn08783_c0,rxn00500_c0
138,rxn08783_c0,rxn00304_c0
139,rxn08783_c0,rxn01151_c0
140,rxn08783_c0,rxn04675_c0
141,rxn08783_c0,rxn02229_c0
142,rxn08783_c0,rxn11258_c0
143,rxn08783_c0,rxn00840_c0
144,rxn08783_c0,bio1_biomass
145,rxn08783_c0,rxn05226_c0
146,rxn08618_c0,rxn00117_c0
147,rxn08618_c0,rxn03408_c0
148,rxn08618_c0,rxn08583_c0
149,rxn08618_c0,rxn00368_c0
150,rxn08618_c0,rxn00213_c0
151,rxn08618_c0,rxn08619_c0
152,rxn08618_c0,rxn08620_c0
153,rxn08618_c0,rxn03159_c0
154,rxn08618_c0,rxn00460_c0
155,rxn08618_c0,rxn00712_c0
156,rxn08618_c0,rxn09225_c0
157,rxn08618_c0,rxn00211_c0
158,rxn08618_c0,rxn00214_c0
159,rxn09201_c0,rxn09209_c0
160,rxn02402_c0,rxn08310_c0
161,rxn02402_c0,rxn00213_c0
162,rxn02402_c0,rxn10663_c0
163,rxn02402_c0,rxn05736_c0
164,rxn02402_c0,rxn00711_c0
165,rxn02402_c0,rxn01675_c0
166,rxn02402_c0,rxn00770_c0
167,rxn02402_c0,rxn00104_c0
168,rxn02402_c0,rxn04308_c0
169,rxn02402_c0,rxn08312_c0
170,rxn02402_c0,rxn02155_c0
171,rxn02402_c0,rxn08308_c0
172,rxn02402_c0,rxn08306_c0
173,rxn02402_c0,rxn00789_c0
174,rxn02402_c0,rxn02834_c0
175,rxn02402_c0,rxn00175_c0
176,rxn02402_c0,rxn08311_c0
177,rxn02402_c0,rxn08333_c0
178,rxn02402_c0,rxn03843_c0
179,rxn02402_c0,rxn10225_c0
180,rxn02402_c0,rxn00300_c0
181,rxn02402_c0,rxn08015_c0
182,rxn02402_c0,rxn09310_c0
183,rxn02402_c0,rxn10223_c0
184,rxn02402_c0,rxn03264_c0
185,rxn02402_c0,rxn01213_c0
186,rxn02402_c0,rxn00065_c0
187,rxn02402_c0,rxn02175_c0
188,rxn02402_c0,rxn00791_c0
189,rxn02402_c0,rxn00340_c0
190,rxn02402_c0,rxn03537_c0
191,rxn02402_c0,rxn10224_c0
192,rxn02402_c0,rxn01362_c0
193,rxn02402_c0,rxn01466_c0
194,rxn02402_c0,rxn00122_c0
195,rxn02402_c0,rxn00105_c0
196,rxn02402_c0,rxn44539_c0
197,rxn02402_c0,rxn00293_c0
198,rxn02402_c0,rxn08020_c0
199,rxn02402_c0,rxn05034_c0
200,rxn02402_c0,rxn02201_c0
201,rxn02402_c0,rxn00695_c0
202,rxn02402_c0,rxn26361_c0
203,rxn02402_c0,rxn00379_c0
204,rxn02402_c0,rxn05287_c0
205,rxn02402_c0,rxn16574_c0
206,rxn02402_c0,rxn09240_c0
207,rxn02402_c0,rxn12868_c0
208,rxn02402_c0,rxn45996_c0
209,rxn02402_c0,rxn06937_c0
210,rxn02402_c0,rxn01669_c0
211,rxn02402_c0,rxn02305_c0
212,rxn02402_c0,rxn01791_c0
213,rxn02402_c0,rxn03893_c0
214,rxn02402_c0,rxn02989_c0
215,rxn02402_c0,rxn03892_c0
216,rxn02402_c0,rxn10221_c0
217,rxn02402_c0,rxn00139_c0
218,rxn02402_c0,rxn08014_c0
219,rxn02402_c0,rxn00790_c0
220,rxn02402_c0,rxn09176_c0
221,rxn02402_c0,rxn01434_c0
222,rxn02402_c0,rxn08021_c0
223,rxn02402_c0,rxn02897_c0
224,rxn02402_c0,rxn10222_c0
225,rxn02402_c0,rxn02405_c0
226,rxn02402_c0,rxn03891_c0
227,rxn02402_c0,rxn10220_c0
228,rxn02402_c0,rxn08017_c0
229,rxn02402_c0,rxn26021_c0
230,rxn02402_c0,rxn00001_c0
231,rxn02402_c0,rxn03907_c0
232,rxn02402_c0,rxn09037_c0
233,rxn02402_c0,rxn02988_c0
234,rxn02402_c0,rxn10052_c0
235,rxn02402_c0,rxn03916_c0
236,rxn02402_c0,rxn08309_c0
237,rxn02402_c0,rxn03039_c0
238,rxn02402_c0,rxn02831_c0
239,rxn02402_c0,rxn08307_c0
240,rxn02402_c0,bio1_biomass
241,rxn08810_c0,rxn08848_c0
242,rxn08810_c0,rxn08669_c0
243,rxn08810_c0,rxn08850_c0
244,rxn08810_c0,rxn08020_c0
245,rxn08810_c0,rxn08440_c0
246,rxn08810_c0,rxn08849_c0
247,rxn08810_c0,rxn08845_c0
248,rxn08810_c0,rxn08813_c0
249,rxn08810_c0,rxn08847_c0
250,rxn08810_c0,rxn08846_c0
251,rxn08810_c0,rxn08817_c0
252,rxn08810_c0,rxn08851_c0
253,rxn08810_c0,rxn08814_c0
254,rxn08810_c0,rxn08812_c0
255,rxn08810_c0,rxn08803_c0
256,rxn08810_c0,rxn08811_c0
257,rxn08810_c0,rxn08838_c0
258,rxn08810_c0,rxn08796_c0
259,rxn08810_c0,rxn08815_c0
260,rxn08810_c0,rxn08816_c0
261,rxn45425_c0,rxn09240_c0
262,rxn45425_c0,rxn26021_c0
263,rxn45425_c0,rxn17731_c0
264,rxn45425_c0,rxn45996_c0
265,rxn45425_c0,rxn00304_c0
266,rxn45425_c0,rxn00237_c0
267,rxn45425_c0,rxn00369_c0
268,rxn45425_c0,rxn00838_c0
269,rxn45425_c0,rxn00299_c0
270,rxn45425_c0,rxn00713_c0
271,rxn45425_c0,rxn44539_c0
272,rxn45425_c0,bio1_biomass
273,rxn45425_c0,rxn00300_c0
274,rxn45425_c0,rxn03537_c0
275,rxn00139_c0,rxn08310_c0
276,rxn00139_c0,rxn00213_c0
277,rxn00139_c0,rxn10663_c0
278,rxn00139_c0,rxn00137_c0
279,rxn00139_c0,rxn05736_c0
280,rxn00139_c0,rxn00711_c0
281,rxn00139_c0,rxn01675_c0
282,rxn00139_c0,rxn00770_c0
283,rxn00139_c0,rxn00104_c0
284,rxn00139_c0,rxn04308_c0
285,rxn00139_c0,rxn08312_c0
286,rxn00139_c0,rxn02155_c0
287,rxn00139_c0,rxn08308_c0
288,rxn00139_c0,rxn08306_c0
289,rxn00139_c0,rxn00789_c0
290,rxn00139_c0,rxn02834_c0
291,rxn00139_c0,rxn00175_c0
292,rxn00139_c0,rxn08311_c0
293,rxn00139_c0,rxn08333_c0
294,rxn00139_c0,rxn03843_c0
295,rxn00139_c0,rxn10225_c0
296,rxn00139_c0,rxn00300_c0
297,rxn00139_c0,rxn08015_c0
298,rxn00139_c0,rxn09310_c0
299,rxn00139_c0,rxn10223_c0
300,rxn00139_c0,rxn03264_c0
301,rxn00139_c0,rxn01213_c0
302,rxn00139_c0,rxn00065_c0
303,rxn00139_c0,rxn00926_c0
304,rxn00139_c0,rxn02175_c0
305,rxn00139_c0,rxn00791_c0
306,rxn00139_c0,rxn00340_c0
307,rxn00139_c0,rxn03537_c0
308,rxn00139_c0,rxn10224_c0
309,rxn00139_c0,rxn01362_c0
310,rxn00139_c0,rxn05256_c0
311,rxn00139_c0,rxn01466_c0
312,rxn00139_c0,rxn00122_c0
313,rxn00139_c0,rxn00105_c0
314,rxn00139_c0,rxn44539_c0
315,rxn00139_c0,rxn00293_c0
316,rxn00139_c0,rxn08020_c0
317,rxn00139_c0,rxn05034_c0
318,rxn00139_c0,rxn02201_c0
319,rxn00139_c0,rxn00695_c0
320,rxn00139_c0,rxn26361_c0
321,rxn00139_c0,rxn00379_c0
322,rxn00139_c0,rxn05287_c0
323,rxn00139_c0,rxn16574_c0
324,rxn00139_c0,rxn09240_c0
325,rxn00139_c0,rxn12868_c0
326,rxn00139_c0,rxn00675_c0
327,rxn00139_c0,rxn45996_c0
328,rxn00139_c0,rxn06937_c0
329,rxn00139_c0,rxn02305_c0
330,rxn00139_c0,rxn01791_c0
331,rxn00139_c0,rxn03893_c0
332,rxn00139_c0,rxn03892_c0
333,rxn00139_c0,rxn00800_c0
334,rxn00139_c0,rxn10221_c0
335,rxn00139_c0,rxn00097_c0
336,rxn00139_c0,rxn08014_c0
337,rxn00139_c0,rxn00790_c0
338,rxn00139_c0,rxn09176_c0
339,rxn00139_c0,rxn08021_c0
340,rxn00139_c0,rxn01434_c0
341,rxn00139_c0,rxn10222_c0
342,rxn00139_c0,rxn02405_c0
343,rxn00139_c0,rxn03891_c0
344,rxn00139_c0,rxn10220_c0
345,rxn00139_c0,rxn08017_c0
346,rxn00139_c0,rxn26021_c0
347,rxn00139_c0,rxn00001_c0
348,rxn00139_c0,rxn03907_c0
349,rxn00139_c0,rxn09037_c0
350,rxn00139_c0,rxn10052_c0
351,rxn00139_c0,rxn03916_c0
352,rxn00139_c0,rxn08309_c0
353,rxn00139_c0,rxn03039_c0
354,rxn00139_c0,rxn02831_c0
355,rxn00139_c0,rxn08307_c0
356,rxn00139_c0,bio1_biomass
357,rxn00104_c0,rxn08310_c0
358,rxn00104_c0,rxn00213_c0
359,rxn00104_c0,rxn10663_c0
360,rxn00104_c0,rxn05736_c0
361,rxn00104_c0,rxn00711_c0
362,rxn00104_c0,rxn01675_c0
363,rxn00104_c0,rxn04308_c0
364,rxn00104_c0,rxn08312_c0
365,rxn00104_c0,rxn02155_c0
366,rxn00104_c0,rxn08308_c0
367,rxn00104_c0,rxn08306_c0
368,rxn00104_c0,rxn02834_c0
369,rxn00104_c0,rxn00789_c0
370,rxn00104_c0,rxn00175_c0
371,rxn00104_c0,rxn08311_c0
372,rxn00104_c0,rxn08333_c0
373,rxn00104_c0,rxn03843_c0
374,rxn00104_c0,rxn10225_c0
375,rxn00104_c0,rxn00300_c0
376,rxn00104_c0,rxn08015_c0
377,rxn00104_c0,rxn09310_c0
378,rxn00104_c0,rxn10223_c0
379,rxn00104_c0,rxn03264_c0
380,rxn00104_c0,rxn01213_c0
381,rxn00104_c0,rxn00065_c0
382,rxn00104_c0,rxn01084_c0
383,rxn00104_c0,rxn02175_c0
384,rxn00104_c0,rxn00791_c0
385,rxn00104_c0,rxn00340_c0
386,rxn00104_c0,rxn03537_c0
387,rxn00104_c0,rxn10224_c0
388,rxn00104_c0,rxn01362_c0
389,rxn00104_c0,rxn01466_c0
390,rxn00104_c0,rxn00122_c0
391,rxn00104_c0,rxn00105_c0
392,rxn00104_c0,rxn44539_c0
393,rxn00104_c0,rxn00293_c0
394,rxn00104_c0,rxn08020_c0
395,rxn00104_c0,rxn05034_c0
396,rxn00104_c0,rxn02201_c0
397,rxn00104_c0,rxn00695_c0
398,rxn00104_c0,rxn26361_c0
399,rxn00104_c0,rxn00379_c0
400,rxn00104_c0,rxn05287_c0
401,rxn00104_c0,rxn16574_c0
402,rxn00104_c0,rxn09240_c0
403,rxn00104_c0,rxn12868_c0
404,rxn00104_c0,rxn45996_c0
405,rxn00104_c0,rxn06937_c0
406,rxn00104_c0,rxn02305_c0
407,rxn00104_c0,rxn01791_c0
408,rxn00104_c0,rxn03893_c0
409,rxn00104_c0,rxn03535_c0
410,rxn00104_c0,rxn03892_c0
411,rxn00104_c0,rxn10221_c0
412,rxn00104_c0,rxn42230_c0
413,rxn00104_c0,rxn08014_c0
414,rxn00104_c0,rxn00790_c0
415,rxn00104_c0,rxn09176_c0
416,rxn00104_c0,rxn01434_c0
417,rxn00104_c0,rxn08021_c0
418,rxn00104_c0,rxn10222_c0
419,rxn00104_c0,rxn02405_c0
420,rxn00104_c0,rxn05029_c0
421,rxn00104_c0,rxn10220_c0
422,rxn00104_c0,rxn03891_c0
423,rxn00104_c0,rxn08017_c0
424,rxn00104_c0,rxn26021_c0
425,rxn00104_c0,rxn00001_c0
426,rxn00104_c0,rxn03907_c0
427,rxn00104_c0,rxn09037_c0
428,rxn00104_c0,rxn10052_c0
429,rxn00104_c0,rxn03916_c0
430,rxn00104_c0,rxn08309_c0
431,rxn00104_c0,rxn03039_c0
432,rxn00104_c0,rxn02831_c0
433,rxn00104_c0,rxn08307_c0
434,rxn00104_c0,bio1_biomass
435,rxn03436_c0,rxn03194_c0
436,rxn03436_c0,rxn03435_c0
437,rxn08895_c0,rxn08890_c0
438,rxn08895_c0,rxn08893_c0
439,rxn00558_c0,rxn02380_c0
440,rxn00558_c0,rxn00548_c0
441,rxn00558_c0,rxn00547_c0
442,rxn00558_c0,rxn01333_c0
443,rxn00558_c0,rxn05226_c0
444,rxn00558_c0,rxn00545_c0
445,rxn00558_c0,rxn00555_c0
446,rxn00558_c0,rxn00785_c0
447,rxn04453_c0,rxn04132_c0
448,rxn04453_c0,rxn04457_c0
449,rxn04453_c0,rxn04133_c0
450,rxn03194_c0,rxn00011_c0
451,rxn03194_c0,rxn02185_c0
452,rxn03194_c0,rxn00949_c0
453,rxn03194_c0,rxn00438_c0
454,rxn03194_c0,rxn00735_c0
455,rxn03194_c0,rxn00441_c0
456,rxn03194_c0,rxn02342_c0
457,rxn03194_c0,rxn00737_c0
458,rxn03194_c0,rxn02376_c0
459,rxn03194_c0,bio1_biomass
460,rxn00712_c0,rxn00117_c0
461,rxn00712_c0,rxn00293_c0
462,rxn00712_c0,rxn01679_c0
463,rxn00712_c0,rxn03408_c0
464,rxn00712_c0,rxn00368_c0
465,rxn00712_c0,rxn00715_c0
466,rxn00712_c0,rxn00213_c0
467,rxn00712_c0,rxn03904_c0
468,rxn00712_c0,rxn01674_c0
469,rxn00712_c0,rxn03159_c0
470,rxn00712_c0,rxn00711_c0
471,rxn00712_c0,rxn00709_c0
472,rxn00712_c0,rxn01129_c0
473,rxn00712_c0,rxn01516_c0
474,rxn00712_c0,rxn01370_c0
475,rxn00712_c0,rxn08619_c0
476,rxn00712_c0,rxn03130_c0
477,rxn00712_c0,rxn00460_c0
478,rxn00712_c0,rxn00710_c0
479,rxn00712_c0,rxn08583_c0
480,rxn00712_c0,rxn03903_c0
481,rxn00712_c0,rxn08620_c0
482,rxn00712_c0,rxn00713_c0
483,rxn00712_c0,bio1_biomass
484,rxn05651_c0,EX_cpd00048_e0
485,rxn05651_c0,bio1_biomass
486,rxn05651_c0,rxn09240_c0
487,rxn05651_c0,rxn00379_c0
488,rxn00806_c0,rxn00184_c0
489,rxn00806_c0,rxn00527_c0
490,rxn00806_c0,rxn00467_c0
491,rxn00806_c0,rxn01575_c0
492,rxn00806_c0,rxn02320_c0
493,rxn00806_c0,rxn00202_c0
494,rxn00806_c0,rxn01208_c0
495,rxn00806_c0,rxn00260_c0
496,rxn00806_c0,rxn05939_c0
497,rxn00806_c0,rxn00493_c0
498,rxn00806_c0,rxn00085_c0
499,rxn00806_c0,rxn00441_c0
500,rxn00806_c0,rxn02914_c0
501,rxn00806_c0,rxn00903_c0
502,rxn00806_c0,rxn00804_c0
503,rxn00806_c0,rxn00647_c0
504,rxn00806_c0,rxn00510_c0
505,rxn00806_c0,rxn04675_c0
506,rxn00806_c0,bio1_biomass
507,rxn00806_c0,rxn03445_c0
508,EX_cpd00028_e0,rxn05148_c0
509,rxn01466_c0,rxn08310_c0
510,rxn01466_c0,rxn00213_c0
511,rxn01466_c0,rxn10663_c0
512,rxn01466_c0,rxn05736_c0
513,rxn01466_c0,rxn00711_c0
514,rxn01466_c0,rxn01675_c0
515,rxn01466_c0,rxn04308_c0
516,rxn01466_c0,rxn08312_c0
517,rxn01466_c0,rxn02155_c0
518,rxn01466_c0,rxn08308_c0
519,rxn01466_c0,rxn08306_c0
520,rxn01466_c0,rxn00789_c0
521,rxn01466_c0,rxn02834_c0
522,rxn01466_c0,rxn00175_c0
523,rxn01466_c0,rxn08311_c0
524,rxn01466_c0,rxn03843_c0
525,rxn01466_c0,rxn08333_c0
526,rxn01466_c0,rxn10225_c0
527,rxn01466_c0,rxn00300_c0
528,rxn01466_c0,rxn08015_c0
529,rxn01466_c0,rxn09310_c0
530,rxn01466_c0,rxn10223_c0
531,rxn01466_c0,rxn03264_c0
532,rxn01466_c0,rxn00829_c0
533,rxn01466_c0,rxn01213_c0
534,rxn01466_c0,rxn00065_c0
535,rxn01466_c0,rxn02175_c0
536,rxn01466_c0,rxn00791_c0
537,rxn01466_c0,rxn00340_c0
538,rxn01466_c0,rxn03537_c0
539,rxn01466_c0,rxn10224_c0
540,rxn01466_c0,rxn01362_c0
541,rxn01466_c0,rxn00122_c0
542,rxn01466_c0,rxn00105_c0
543,rxn01466_c0,rxn44539_c0
544,rxn01466_c0,rxn00293_c0
545,rxn01466_c0,rxn08020_c0
546,rxn01466_c0,rxn05034_c0
547,rxn01466_c0,rxn02201_c0
548,rxn01466_c0,rxn00695_c0
549,rxn01466_c0,rxn26361_c0
550,rxn01466_c0,rxn00379_c0
551,rxn01466_c0,rxn05287_c0
552,rxn01466_c0,rxn16574_c0
553,rxn01466_c0,rxn09240_c0
554,rxn01466_c0,rxn12868_c0
555,rxn01466_c0,rxn45996_c0
556,rxn01466_c0,rxn06937_c0
557,rxn01466_c0,rxn02305_c0
558,rxn01466_c0,rxn01791_c0
559,rxn01466_c0,rxn03893_c0
560,rxn01466_c0,rxn03892_c0
561,rxn01466_c0,rxn10221_c0
562,rxn01466_c0,rxn08014_c0
563,rxn01466_c0,rxn00790_c0
564,rxn01466_c0,rxn09176_c0
565,rxn01466_c0,rxn01434_c0
566,rxn01466_c0,rxn08021_c0
567,rxn01466_c0,rxn10222_c0
568,rxn01466_c0,rxn02405_c0
569,rxn01466_c0,rxn03891_c0
570,rxn01466_c0,rxn10220_c0
571,rxn01466_c0,rxn08017_c0
572,rxn01466_c0,rxn26021_c0
573,rxn01466_c0,rxn00001_c0
574,rxn01466_c0,rxn03907_c0
575,rxn01466_c0,rxn09037_c0
576,rxn01466_c0,rxn10052_c0
577,rxn01466_c0,rxn03916_c0
578,rxn01466_c0,rxn08309_c0
579,rxn01466_c0,rxn03039_c0
580,rxn01466_c0,rxn02831_c0
581,rxn01466_c0,rxn08307_c0
582,rxn01466_c0,bio1_biomass
583,rxn01451_c0,rxn01011_c0
584,rxn01451_c0,rxn04750_c0
585,rxn01451_c0,rxn02159_c0
586,rxn01451_c0,rxn01361_c0
587,rxn01451_c0,rxn03062_c0
588,rxn01451_c0,rxn01331_c0
589,rxn01451_c0,rxn02774_c0
590,rxn01451_c0,rxn03617_c0
591,rxn01451_c0,rxn01268_c0
592,rxn01451_c0,rxn10663_c0
593,rxn01451_c0,rxn00929_c0
594,rxn01451_c0,rxn01241_c0
595,rxn01451_c0,rxn00211_c0
596,rxn01451_c0,rxn03249_c0
597,rxn01451_c0,rxn03951_c0
598,rxn01451_c0,rxn00248_c0
599,rxn01451_c0,rxn10770_c0
600,rxn01451_c0,rxn00178_c0
601,rxn01451_c0,rxn02933_c0
602,rxn01451_c0,rxn03990_c0
603,rxn01451_c0,rxn00992_c0
604,rxn01451_c0,rxn02939_c0
605,rxn01451_c0,rxn01101_c0
606,rxn01451_c0,rxn10124_c0
607,rxn01451_c0,rxn01867_c0
608,rxn01451_c0,rxn00068_c0
609,rxn01451_c0,rxn03422_c0
610,rxn01451_c0,rxn00863_c0
611,rxn01451_c0,rxn12868_c0
612,rxn01451_c0,rxn01124_c0
613,rxn01451_c0,rxn03622_c0
614,rxn01451_c0,rxn00290_c0
615,rxn01451_c0,rxn11663_c0
616,rxn01451_c0,rxn13838_c0
617,rxn01451_c0,rxn00278_c0
618,rxn01451_c0,rxn00611_c0
619,rxn01451_c0,rxn01419_c0
620,rxn01451_c0,rxn39451_c0
621,rxn01451_c0,rxn08131_c0
622,rxn01451_c0,rxn06493_c0
623,rxn01451_c0,rxn00735_c0
624,rxn01451_c0,rxn01480_c0
625,rxn01451_c0,rxn00781_c0
626,rxn01451_c0,rxn12239_c0
627,rxn01451_c0,rxn00804_c0
628,rxn01451_c0,rxn10122_c0
629,rxn01451_c0,rxn01418_c0
630,rxn01451_c0,rxn02167_c0
631,rxn01451_c0,rxn00500_c0
632,rxn01451_c0,rxn00510_c0
633,rxn01451_c0,rxn00105_c0
634,rxn01451_c0,bio1_biomass
635,rxn00247_c0,rxn02476_c0
636,rxn00247_c0,rxn00459_c0
637,rxn00247_c0,rxn01354_c0
638,rxn00247_c0,rxn00304_c0
639,rxn00247_c0,rxn00251_c0
640,rxn00247_c0,rxn00248_c0
641,rxn00247_c0,rxn00461_c0
642,rxn00247_c0,rxn05226_c0
643,rxn00247_c0,rxn01332_c0
644,rxn00247_c0,rxn00260_c0
645,rxn00247_c0,rxn00840_c0
646,rxn00247_c0,rxn00460_c0
647,rxn00247_c0,rxn00679_c0
648,rxn00247_c0,rxn00265_c0
649,rxn00247_c0,rxn00262_c0
650,rxn00247_c0,rxn00148_c0
651,rxn00247_c0,rxn00411_c0
652,bio1_biomass,rxn05461_c0
653,bio1_biomass,rxn03251_c0
654,bio1_biomass,rxn05496_c0
655,bio1_biomass,rxn05244_c0
656,bio1_biomass,rxn10663_c0
657,bio1_biomass,rxn01674_c0
658,bio1_biomass,rxn04308_c0
659,bio1_biomass,rxn02286_c0
660,bio1_biomass,rxn00330_c0
661,bio1_biomass,rxn08306_c0
662,bio1_biomass,rxn10226_c0
663,bio1_biomass,rxn02834_c0
664,bio1_biomass,rxn00175_c0
665,bio1_biomass,rxn05360_c0
666,bio1_biomass,rxn05385_c0
667,bio1_biomass,rxn13648_c0
668,bio1_biomass,rxn00299_c0
669,bio1_biomass,rxn05426_c0
670,bio1_biomass,rxn09205_c0
671,bio1_biomass,rxn08015_c0
672,bio1_biomass,rxn06729_c0
673,bio1_biomass,rxn05618_c0
674,bio1_biomass,rxn02376_c0
675,bio1_biomass,rxn05306_c0
676,bio1_biomass,rxn02159_c0
677,bio1_biomass,rxn01705_c0
678,bio1_biomass,rxn00929_c0
679,bio1_biomass,rxn05389_c0
680,bio1_biomass,rxn02175_c0
681,bio1_biomass,rxn01129_c0
682,bio1_biomass,rxn00992_c0
683,bio1_biomass,rxn03537_c0
684,bio1_biomass,rxn00068_c0
685,bio1_biomass,rxn01354_c0
686,bio1_biomass,rxn01868_c0
687,bio1_biomass,rxn05337_c0
688,bio1_biomass,rxn00377_c0
689,bio1_biomass,rxn00209_c0
690,bio1_biomass,rxn09211_c0
691,bio1_biomass,rxn14421_c0
692,bio1_biomass,rxn02297_c0
693,bio1_biomass,rxn05307_c0
694,bio1_biomass,rxn09389_c0
695,bio1_biomass,rxn00713_c0
696,bio1_biomass,rxn21864_c0
697,bio1_biomass,rxn08442_c0
698,bio1_biomass,rxn05514_c0
699,bio1_biomass,rxn03617_c0
700,bio1_biomass,rxn03031_c0
701,bio1_biomass,rxn05744_c0
