modelseed_id,kegg_id,equation,gene_id,ec_numbers,already_in_model,name,rxn_def,rev_dir
rxn00908,R01221,(1) NAD[0] + (1) Glycine[0] + (1) Tetrahydrofolate[0] => (1) NADH[0] + (1) CO2[0] + (1) NH3[0] + (1) 5-10-Methylenetetrahydrofolate[0],WP_049587956.1;WP_014950360.1,2.1.2.10;1.4.1.27;1.4.4.2;1.8.1.4,no,glycine synthase,"-1:cpd00003:0:0:""NAD"";-1:cpd00033:0:0:""Glycine"";-1:cpd00087:0:0:""Tetrahydrofolate"";1:cpd00004:0:0:""NADH"";1:cpd00011:0:0:""CO2"";1:cpd00013:0:0:""NH3"";1:cpd00125:0:0:""5-10-Methylenetetrahydrofolate""",=
rxn00913,R01227,(1) H2O[0] + (1) GMP[0] <=> (1) Phosphate[0] + (1) Guanosine[0],WP_014951321.1,3.1.3.5,yes,Guanosine 5'-monophosphate phosphohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00126:0:0:""GMP"";1:cpd00009:0:0:""Phosphate"";1:cpd00311:0:0:""Guanosine""",=
rxn00926,R01244,(1) H2O[0] + (1) H+[0] + (1) Adenine[0] => (1) NH3[0] + (1) HYXN[0],WP_049588809.1,3.5.4.2,no,Adenine aminohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00067:0:0:""H+"";-1:cpd00128:0:0:""Adenine"";1:cpd00013:0:0:""NH3"";1:cpd00226:0:0:""HYXN""",=
,R01248;R01251,,WP_049586037.1,1.5.1.2,no,,,
,R01253,,WP_049587341.1,1.5.5.2,no,,,
rxn00946,R01279,(1) FAD[0] + (1) Palmitoyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-Hexadecenoyl-CoA[0],WP_014947786.1;WP_014976690.1;WP_049586522.1,1.3.8.7;1.3.99.-;1.3.8.8;1.3.3.6;1.3.8.9;1.3.99.13;1.3.99.3,yes,Palmitoyl-CoA:oxygen 2-oxidoreductase,"-1:cpd00015:0:0:""FAD"";-1:cpd00134:0:0:""Palmitoyl-CoA"";1:cpd00982:0:0:""FADH2"";1:cpd03126:0:0:""(2E)-Hexadecenoyl-CoA""",<
rxn00947,R01280,(1) ATP[0] + (1) CoA[0] + (1) Palmitate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Palmitoyl-CoA[0],WP_049587062.1,6.2.1.3,yes,Palmitate:CoA ligase (AMP-forming),"-1:cpd00002:0:0:""ATP"";-1:cpd00010:0:0:""CoA"";-1:cpd00214:0:0:""Palmitate"";1:cpd00012:0:0:""PPi"";1:cpd00018:0:0:""AMP"";1:cpd00067:0:0:""H+"";1:cpd00134:0:0:""Palmitoyl-CoA""",>
rxn15167,R01290,(1) L-Serine[0] + (1) Homocysteine[0] <=> (1) H2O[0] + (1) L-Cystathionine[0],WP_049588866.1,4.2.1.22,no,L-serine hydro-lyase (adding homocysteine; L-cystathionine-forming),"-1:cpd00054:0:0:""L-Serine"";-1:cpd00135:0:0:""Homocysteine"";1:cpd00001:0:0:""H2O"";1:cpd19019:0:0:""L-Cystathionine""",=
rxn05966,R01314,(1) H2O[0] + (1) Lecithin[0] <=> (1) Carboxylic acid[0] + (1) H+[0] + (1) 3-Lysolecithin[0],VTP52826.1,3.1.1.32,no,Phosphatidylcholine 1-acylhydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd11624:0:0:""Lecithin"";1:cpd00049:0:0:""Carboxylic acid"";1:cpd00067:0:0:""H+"";1:cpd02603:0:0:""3-Lysolecithin""",?
rxn00973,R01324,(1) Citrate[0] <=> (1) Isocitrate[0],WP_049588093.1,4.2.1.3,no,citrate hydroxymutase,"-1:cpd00137:0:0:""Citrate"";1:cpd00260:0:0:""Isocitrate""",=
rxn00979,R01333,(1) H2O[0] + (1) NAD[0] + (1) Glycolaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Glycolate[0],WP_049588591.1,1.2.1.21,yes,glycolaldehyde:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd00229:0:0:""Glycolaldehyde"";1:cpd00004:0:0:""NADH"";2:cpd00067:0:0:""H+"";1:cpd00139:0:0:""Glycolate""",>
rxn00985,R01353,(1) ATP[0] + (1) Propionate[0] <=> (1) ADP[0] + (1) Propionyl phosphate[0],WP_049586785.1,2.7.2.1;2.7.2.15,no,ATP:propanoate phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00141:0:0:""Propionate"";1:cpd00008:0:0:""ADP"";1:cpd01844:0:0:""Propionyl phosphate""",=
rxn00993,R01364,(1) H+[0] + (1) Fumarate[0] + (1) Acetoacetate[0] <= (1) H2O[0] + (1) Fumarylacetoacetate[0],WP_049587676.1,3.7.1.2,yes,4-fumarylacetoacetate fumarylhydrolase,"-1:cpd00067:0:0:""H+"";-1:cpd00106:0:0:""Fumarate"";-1:cpd00142:0:0:""Acetoacetate"";1:cpd00001:0:0:""H2O"";1:cpd00780:0:0:""Fumarylacetoacetate""",<
rxn00994,R01365,(1) Butyryl-CoA[0] + (1) Acetoacetate[0] <=> (1) Butyrate[0] + (1) Acetoacetyl-CoA[0],WP_049586255.1;WP_049586254.1,2.8.3.9,no,Butanoyl-CoA:acetoacetate CoA-transferase,"-1:cpd00120:0:0:""Butyryl-CoA"";-1:cpd00142:0:0:""Acetoacetate"";1:cpd00211:0:0:""Butyrate"";1:cpd00279:0:0:""Acetoacetyl-CoA""",=
rxn00997,R01370,(1) NAD[0] + (1) PLCT[0] <=> (1) NADH[0] + (1) H+[0] + (1) Phenylpyruvate[0],WP_049586233.1,1.1.1.110;1.1.1.222;1.1.1.237,no,Phenyllactate:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd03331:0:0:""PLCT"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00143:0:0:""Phenylpyruvate""",=
rxn01032,R01419,(1) H2O[0] + (1) NAD[0] + (1) Benzaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Benzoate[0],WP_049585438.1,1.2.1.28;1.2.1.29,no,Benzaldehyde:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd00225:0:0:""Benzaldehyde"";1:cpd00004:0:0:""NADH"";2:cpd00067:0:0:""H+"";1:cpd00153:0:0:""Benzoate""",=
rxn01041,R01429,(1) NAD[0] + (1) Xylose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Xylonolactone[0],WP_049588500.1,1.1.1.175;1.1.1.121,no,D-xylose:NAD+ 1-oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00154:0:0:""Xylose"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd01527:0:0:""D-Xylonolactone""",=
rxn01053,R01446,(1) H2O[0] + (1) NAD[0] + (1) L-Lactaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) L-Lactate[0],WP_049588591.1,1.2.1.22;1.2.1.-;1.2.1.21,yes,(S)-lactaldehyde:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd00334:0:0:""L-Lactaldehyde"";1:cpd00004:0:0:""NADH"";2:cpd00067:0:0:""H+"";1:cpd00159:0:0:""L-Lactate""",=
rxn01057,R01450,(1) L-Lactate[0] <=> (1) D-Lactate[0],AMN11334.1;WP_049589018.1,4.2.1.7;5.1.2.1,no,lactate racemase,"-1:cpd00159:0:0:""L-Lactate"";1:cpd00221:0:0:""D-Lactate""",=
rxn01068,R01465,(1) NAD[0] + (1) L-Threonine[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-2-Amino-acetoacetate[0],WP_049587537.1,1.1.1.103,yes,L-threonine:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00161:0:0:""L-Threonine"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd02211:0:0:""L-2-Amino-acetoacetate""",=
rxn01079,R01481,(1) NADP[0] + (1) Gulonate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Glucuronate[0],WP_080986362.1,1.1.1.19,no,L-Gulonate:NADP+ 6-oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00594:0:0:""Gulonate"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00164:0:0:""Glucuronate""",=
rxn01080,R01482,(1) Glucuronate[0] <=> (1) D-Fructuronate[0],WP_049589017.1,5.3.1.12,yes,D-glucuronate aldose-ketose-isomerase,"-1:cpd00164:0:0:""Glucuronate"";1:cpd00672:0:0:""D-Fructuronate""",=
rxn01100,R01512,"(1) ATP[0] + (1) 3-Phosphoglycerate[0] <=> (1) ADP[0] + (1) 1,3-Bisphospho-D-glycerate[0]",WP_049586192.1,2.7.2.3,yes,ATP:3-phospho-D-glycerate 1-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00169:0:0:""3-Phosphoglycerate"";1:cpd00008:0:0:""ADP"";1:cpd00203:0:0:""1,3-Bisphospho-D-glycerate""",=
rxn01106,R01518,(1) 2-Phospho-D-glycerate[0] <=> (1) 3-Phosphoglycerate[0],WP_014947970.1,5.4.2.11;5.4.2.12,yes,"2-Phospho-D-glycerate 2,3-phosphomutase","-1:cpd00482:0:0:""2-Phospho-D-glycerate"";1:cpd00169:0:0:""3-Phosphoglycerate""",=
,R01528;R10221,,WP_014998709.1,1.1.1.44;1.1.1.343,no,,,
rxn01116,R01529,(1) D-Ribulose5-phosphate[0] <=> (1) D-Xylulose5-phosphate[0],WP_049588788.1,5.1.3.1,yes,D-Ribulose-5-phosphate 3-epimerase,"-1:cpd00171:0:0:""D-Ribulose5-phosphate"";1:cpd00198:0:0:""D-Xylulose5-phosphate""",=
rxn01121,R01538,(1) GLCN[0] => (1) H2O[0] + (1) 2-keto-3-deoxygluconate[0],WP_014975676.1,4.2.1.39;4.2.1.140,no,D-gluconate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming),"-1:cpd00222:0:0:""GLCN"";1:cpd00001:0:0:""H2O"";1:cpd00176:0:0:""2-keto-3-deoxygluconate""",>
rxn01123,R01541,(1) ATP[0] + (1) 2-keto-3-deoxygluconate[0] => (1) ADP[0] + (1) H+[0] + (1) 2-Keto-3-deoxy-6-phosphogluconate[0],WP_049589015.1;WP_049588496.1,2.7.1.45;2.7.1.178,yes,ATP:2-dehydro-3-deoxy-D-gluconate 6-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00176:0:0:""2-keto-3-deoxygluconate"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd02711:0:0:""2-Keto-3-deoxy-6-phosphogluconate""",=
rxn01125,R01543,"(1) NADP[0] + (1) 2-keto-3-deoxygluconate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) (4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate[0]",WP_049588500.1,1.1.1.126,no,2-Dehydro-3-deoxy-D-gluconate:NADP+ 6-oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00176:0:0:""2-keto-3-deoxygluconate"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd02728:0:0:""(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate""",=
rxn01137,R01560,(1) H2O[0] + (1) H+[0] + (1) Adenosine[0] => (1) NH3[0] + (1) Inosine[0],WP_049586618.1,3.5.4.4,yes,Adenosine aminohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00067:0:0:""H+"";-1:cpd00182:0:0:""Adenosine"";1:cpd00013:0:0:""NH3"";1:cpd00246:0:0:""Inosine""",=
rxn01141,R01564,(1) H2O[0] + (1) O2[0] + (1) Dimethylglycine[0] => (1) H2O2[0] + (1) Formaldehyde[0] + (1) Sarcosine[0],WP_014948660.1,2.4.2.1;1.5.3.10,no,"N,N-Dimethylglycine:oxygen oxidoreductase (demethylating)","-1:cpd00001:0:0:""H2O"";-1:cpd00007:0:0:""O2"";-1:cpd00756:0:0:""Dimethylglycine"";1:cpd00025:0:0:""H2O2"";1:cpd00055:0:0:""Formaldehyde"";1:cpd00183:0:0:""Sarcosine""",>
rxn01171,R01602,(1) D-Glucose[0] <=> (1) beta-D-Glucose[0],WP_049589083.1,5.1.3.3,no,D-glucose 1-epimerase,"-1:cpd00027:0:0:""D-Glucose"";1:cpd00190:0:0:""beta-D-Glucose""",=
rxn01188,R01627,(1) 3-Dehydroshikimate[0] => (1) H2O[0] + (1) Protocatechuate[0],WP_049586331.1,4.2.1.118,yes,3-dehydroshikimate hydro-lyase,"-1:cpd01716:0:0:""3-Dehydroshikimate"";1:cpd00001:0:0:""H2O"";1:cpd00197:0:0:""Protocatechuate""",>
rxn01199,R01639,(1) ATP[0] + (1) D-Lyxulose[0] => (1) ADP[0] + (1) H+[0] + (1) D-Xylulose5-phosphate[0],WP_049588438.1,2.7.1.17,no,ATP:D-xylulose 5-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00259:0:0:""D-Lyxulose"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00198:0:0:""D-Xylulose5-phosphate""",=
rxn01200,R01641,(1) Glyceraldehyde3-phosphate[0] + (1) Sedoheptulose7-phosphate[0] <=> (1) ribose-5-phosphate[0] + (1) D-Xylulose5-phosphate[0],WP_049586189.1,2.2.1.1,yes,Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,"-1:cpd00102:0:0:""Glyceraldehyde3-phosphate"";-1:cpd00238:0:0:""Sedoheptulose7-phosphate"";1:cpd00101:0:0:""ribose-5-phosphate"";1:cpd00198:0:0:""D-Xylulose5-phosphate""",=
rxn01201,R01644,(1) NAD[0] + (1) 4-Hydroxybutanoate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 4-Oxobutanoate[0],WP_049588907.1;WP_085929484.1,1.1.1.61;1.2.1.16,no,4-Hydroxybutanoate:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00728:0:0:""4-Hydroxybutanoate"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00199:0:0:""4-Oxobutanoate""",=
rxn01204,R01648,(1) 2-Oxoglutarate[0] + (1) GABA[0] <=> (1) L-Glutamate[0] + (1) 4-Oxobutanoate[0],WP_049588781.1,2.6.1.19,no,4-aminobutanoate:2-oxoglutarate aminotransferase,"-1:cpd00024:0:0:""2-Oxoglutarate"";-1:cpd00281:0:0:""GABA"";1:cpd00023:0:0:""L-Glutamate"";1:cpd00199:0:0:""4-Oxobutanoate""",=
rxn01211,R01655,(1) H2O[0] + (1) 5-10-Methenyltetrahydrofolate[0] <= (1) H+[0] + (1) 10-Formyltetrahydrofolate[0],WP_014950149.1,3.5.4.9,yes,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","-1:cpd00001:0:0:""H2O"";-1:cpd00347:0:0:""5-10-Methenyltetrahydrofolate"";1:cpd00067:0:0:""H+"";1:cpd00201:0:0:""10-Formyltetrahydrofolate""",=
rxn01225,R01676,(1) H2O[0] + (1) H+[0] + (1) Guanine[0] => (1) NH3[0] + (1) XAN[0],WP_049588801.1,3.5.4.3,yes,Guanine aminohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00067:0:0:""H+"";-1:cpd00207:0:0:""Guanine"";1:cpd00013:0:0:""NH3"";1:cpd00309:0:0:""XAN""",>
rxn01275,R01737,(1) ATP[0] + (1) GLCN[0] => (1) ADP[0] + (1) H+[0] + (1) 6-Phospho-D-gluconate[0],WP_039216382.1,2.7.1.12,yes,ATP:D-Gluconate 6-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00222:0:0:""GLCN"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00284:0:0:""6-Phospho-D-gluconate""",=
rxn06037,R01778,(1) NAD[0] + (1) (S)-3-Hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxoacyl-CoA[0],WP_049588754.1,1.1.1.35;1.1.1.-;1.1.1.211,no,(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd11718:0:0:""(S)-3-Hydroxyacyl-CoA"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd11637:0:0:""3-Oxoacyl-CoA""",?
rxn01315,R01795,(1) O2[0] + (1) L-Phenylalanine[0] + (1) Tetrahydrobiopterin[0] => (1) H2O[0] + (1) L-Tyrosine[0] + (1) Dihydrobiopterin[0],WP_014948685.1,1.14.16.1,yes,"L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)","-1:cpd00007:0:0:""O2"";-1:cpd00066:0:0:""L-Phenylalanine"";-1:cpd00233:0:0:""Tetrahydrobiopterin"";1:cpd00001:0:0:""H2O"";1:cpd00069:0:0:""L-Tyrosine"";1:cpd00231:0:0:""Dihydrobiopterin""",>
rxn01333,R01827,(1) Glyceraldehyde3-phosphate[0] + (1) Sedoheptulose7-phosphate[0] <=> (1) D-fructose-6-phosphate[0] + (1) D-Erythrose4-phosphate[0],WP_039226298.1,2.2.1.2,yes,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase,"-1:cpd00102:0:0:""Glyceraldehyde3-phosphate"";-1:cpd00238:0:0:""Sedoheptulose7-phosphate"";1:cpd00072:0:0:""D-fructose-6-phosphate"";1:cpd00236:0:0:""D-Erythrose4-phosphate""",=
rxn01355,R01859,(1) ATP[0] + (1) Propionyl-CoA[0] + (1) H2CO3[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) D-methylmalonyl-CoA[0],WP_049586521.1,6.4.1.3,no,Propanoyl-CoA:carbon-dioxide ligase (ADP-forming),"-1:cpd00002:0:0:""ATP"";-1:cpd00086:0:0:""Propionyl-CoA"";-1:cpd00242:0:0:""H2CO3"";1:cpd00008:0:0:""ADP"";1:cpd00009:0:0:""Phosphate"";1:cpd00067:0:0:""H+"";1:cpd00519:0:0:""D-methylmalonyl-CoA""",>
,R01865,,WP_014948660.1,2.4.2.1,no,,,
rxn01366,R01876,(1) Phosphate[0] + (1) Uridine[0] <=> (1) Uracil[0] + (1) Ribose 1-phosphate[0],WP_014948660.1,2.4.2.2;2.4.2.3,no,Uridine:phosphate alpha-D-ribosyltransferase,"-1:cpd00009:0:0:""Phosphate"";-1:cpd00249:0:0:""Uridine"";1:cpd00092:0:0:""Uracil"";1:cpd00475:0:0:""Ribose 1-phosphate""",=
rxn01387,R01899,(1) NADP[0] + (1) Isocitrate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Oxalosuccinate[0],WP_049586716.1,1.1.1.42,yes,Isocitrate:NADP+ oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00260:0:0:""Isocitrate"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd03187:0:0:""Oxalosuccinate""",=
rxn01391,R01903,(1) NAD[0] + (1) L-Lyxitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Lyxulose[0],WP_049587537.1,1.1.1.12,no,L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming),"-1:cpd00003:0:0:""NAD"";-1:cpd00417:0:0:""L-Lyxitol"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00261:0:0:""L-Lyxulose""",=
rxn01392,R01904,(1) NADP[0] + (1) Xylitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Lyxulose[0],WP_014949725.1,1.1.1.10,no,Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming),"-1:cpd00006:0:0:""NADP"";-1:cpd00306:0:0:""Xylitol"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00261:0:0:""L-Lyxulose""",=
rxn01393,R01905,(1) H+[0] + (1) 3-Dehydro-L-gulonate[0] => (1) CO2[0] + (1) L-Lyxulose[0],WP_049588438.1,4.1.1.34,no,3-Dehydro-L-gulonate carboxy-lyase,"-1:cpd00067:0:0:""H+"";-1:cpd00473:0:0:""3-Dehydro-L-gulonate"";1:cpd00011:0:0:""CO2"";1:cpd00261:0:0:""L-Lyxulose""",=
rxn01423,R01939,(1) 2-Oxoglutarate[0] + (1) L-2-Aminoadipate[0] <=> (1) L-Glutamate[0] + (1) 2-Oxoadipate[0],WP_049588781.1,2.6.1.39,no,L-2-aminoadipate:2-oxoglutarate aminotransferase,"-1:cpd00024:0:0:""2-Oxoglutarate"";-1:cpd00705:0:0:""L-2-Aminoadipate"";1:cpd00023:0:0:""L-Glutamate"";1:cpd00269:0:0:""2-Oxoadipate""",=
rxn01439,R01961,(1) ATP[0] + (1) GLUM[0] => (1) ADP[0] + (1) H+[0] + (1) D-Glucosamine phosphate[0],WP_049585926.1,2.7.1.8;2.7.1.1,no,ATP:D-glucosamine 6-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00276:0:0:""GLUM"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00288:0:0:""D-Glucosamine phosphate""",=
rxn01451,R01975,(1) NAD[0] + (1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0],WP_049588754.1;VTP51252.1;WP_049588521.1,1.1.1.35;1.1.1.211,yes,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00842:0:0:""(S)-3-Hydroxybutyryl-CoA"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00279:0:0:""Acetoacetyl-CoA""",=
rxn01453,R01977,(1) NADP[0] + (1) (R)-3-Hydroxybutanoyl-CoA[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0],WP_049588500.1,1.1.1.36,no,(R)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd02234:0:0:""(R)-3-Hydroxybutanoyl-CoA"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00279:0:0:""Acetoacetyl-CoA""",=
rxn01457,R01983,(1) D-Galacturonate[0] <=> (1) D-Tagaturonate[0],WP_049589017.1,5.3.1.12,yes,D-Galacturonate aldose-ketose-isomerase,"-1:cpd00280:0:0:""D-Galacturonate"";1:cpd00437:0:0:""D-Tagaturonate""",=
rxn01476,R02035,(1) H2O[0] + (1) 6-phospho-D-glucono-1-5-lactone[0] <=> (1) H+[0] + (1) 6-Phospho-D-gluconate[0],WP_014979596.1,3.1.1.31,yes,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase","-1:cpd00001:0:0:""H2O"";-1:cpd00911:0:0:""6-phospho-D-glucono-1-5-lactone"";1:cpd00067:0:0:""H+"";1:cpd00284:0:0:""6-Phospho-D-gluconate""",=
rxn01477,R02036,(1) 6-Phospho-D-gluconate[0] => (1) H2O[0] + (1) 2-Keto-3-deoxy-6-phosphogluconate[0],WP_014998717.1,4.2.1.12,yes,6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming),"-1:cpd00284:0:0:""6-Phospho-D-gluconate"";1:cpd00001:0:0:""H2O"";1:cpd02711:0:0:""2-Keto-3-deoxy-6-phosphogluconate""",>
rxn06090,R02055,(1) H+[0] + (1) ps_BS[0] => (1) CO2[0] + (1) Phosphatidylethanolamine[0],WP_014948076.1,4.1.1.65,no,Phsophatidyl-L-serine carboxy-lyase,"-1:cpd00067:0:0:""H+"";-1:cpd11455:0:0:""ps_BS"";1:cpd00011:0:0:""CO2"";1:cpd11456:0:0:""Phosphatidylethanolamine""",?
rxn01484,R02059,(1) H2O[0] + (1) N-Acetyl-D-glucosamine 6-phosphate[0] <=> (1) Acetate[0] + (1) D-Glucosamine phosphate[0],WP_049585927.1,3.5.1.25,yes,N-Acetyl-D-glucosamine-6-phosphate amidohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00293:0:0:""N-Acetyl-D-glucosamine 6-phosphate"";1:cpd00029:0:0:""Acetate"";1:cpd00288:0:0:""D-Glucosamine phosphate""",=
rxn15298,R02073,"(1) PPi[0] + (1) beta-D-Fructose 6-phosphate[0] <=> (1) Phosphate[0] + (1) H+[0] + (1) beta-D-Fructose 1,6-bisphosphate[0]",WP_049586246.1,2.7.1.90,no,diphosphate:beta-D-fructose-6-phosphate 1-phosphotransferase,"-1:cpd00012:0:0:""PPi"";-1:cpd19035:0:0:""beta-D-Fructose 6-phosphate"";1:cpd00009:0:0:""Phosphate"";1:cpd00067:0:0:""H+"";1:cpd19036:0:0:""beta-D-Fructose 1,6-bisphosphate""",=
rxn01504,R02085,(1) HMG-CoA[0] <=> (1) H2O[0] + (1) 3-Methylglutaconyl-CoA[0],WP_049586519.1,4.2.1.18,yes,(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming),"-1:cpd00292:0:0:""HMG-CoA"";1:cpd00001:0:0:""H2O"";1:cpd02068:0:0:""3-Methylglutaconyl-CoA""",=
rxn01520,R02101,(1) 5-10-Methylenetetrahydrofolate[0] + (1) dUMP[0] => (1) dTMP[0] + (1) Dihydrofolate[0],WP_014948183.1,2.1.1.45,yes,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase","-1:cpd00125:0:0:""5-10-Methylenetetrahydrofolate"";-1:cpd00299:0:0:""dUMP"";1:cpd00298:0:0:""dTMP"";1:cpd00330:0:0:""Dihydrofolate""",>
rxn01522,R02103,(1) H2O[0] + (1) NAD[0] + (1) XAN[0] <=> (1) NADH[0] + (1) H+[0] + (1) Urate[0],WP_049588804.1;WP_049587886.1;WP_049587884.1;WP_049588805.1;WP_039228167.1,1.17.1.4;1.1.1.204,yes,xanthine:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd00309:0:0:""XAN"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00300:0:0:""Urate""",=
rxn01523,R02106,(1) H2O[0] + (1) O2[0] + (1) Urate[0] <=> (1) H2O2[0] + (1) 5-Hydroxyisourate[0],WP_049588800.1,1.7.3.3,no,Urate:oxygen oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00007:0:0:""O2"";-1:cpd00300:0:0:""Urate"";1:cpd00025:0:0:""H2O2"";1:cpd08625:0:0:""5-Hydroxyisourate""",>
,R02108,,WP_080986408.1,3.2.1.1,no,,,
rxn06098,R02114,(1) Sterol[0] + (1) Lecithin[0] <=> (1) 2-Lysolecithin[0] + (1) Steryl ester[0],WP_039228347.1;WP_014976917.1,3.1.1.4;2.3.1.43,no,Phosphatidylcholine:sterol O-acyltransferase,"-1:cpd00301:0:0:""Sterol"";-1:cpd11624:0:0:""Lecithin"";1:cpd02601:0:0:""2-Lysolecithin"";1:cpd11979:0:0:""Steryl ester""",?
rxn01548,R02147,(1) Phosphate[0] + (1) Guanosine[0] <=> (1) Guanine[0] + (1) Ribose 1-phosphate[0],WP_014948660.1,2.4.2.1;2.4.2.15,no,guanosine:phosphate alpha-D-ribosyltransferase,"-1:cpd00009:0:0:""Phosphate"";-1:cpd00311:0:0:""Guanosine"";1:cpd00207:0:0:""Guanine"";1:cpd00475:0:0:""Ribose 1-phosphate""",<
